[Header]	
System	TOCL-Saline	
S/W Version	1.00	
User		
Date/Time	1/2/2025 11:59:54 AM	

[System]	
Instrument Options	TOC/ASI/IC Unit/	

[Data]	
Type	Anal.	Sample Name	Sample ID	Origin	Cal. Curve	Manual Dilution	Notes	Date / Time	Spl. No.	Inj. No.	Analysis(Inj.)	Area	Mean Area	Conc.	Mean Conc.	Result	Mean Result	Excluded	Inj. Vol.	
Unknown	IC	NPOC_Saline_100mgL	Untitled	C:\TOC-L\CalCurves\IC_Saline_100mgL.cal	C:\TOC-L\CalCurves\IC_Saline_100mgL.2024_12_03_11_17_55.cal	1.00		12/13/2024 12:28:50 AM	1	2	IC	0.6404	0.6453	0.05524	0.05658	IC:0.05658mg/L	IC:0.05658mg/L	0	50	
Unknown	IC	NPOC_Saline_100mgL	Untitled	C:\TOC-L\CalCurves\IC_Saline_100mgL.cal	C:\TOC-L\CalCurves\IC_Saline_100mgL.2024_12_03_11_17_55.cal	1.00		12/13/2024 12:30:58 AM	1	3	IC	0.6501	0.6453	0.05792	0.05658	IC:0.05658mg/L	IC:0.05658mg/L	0	50	
Unknown	IC	5.3_12122024	Untitled	C:\TOC-L\CalCurves\IC_Saline_100mgL.cal	C:\TOC-L\CalCurves\IC_Saline_100mgL.2024_12_03_11_17_55.cal	1.00		12/13/2024 12:36:15 AM	1	1	IC	0.000	0.6313	-0.1216	0.05273	IC:0.05273mg/L	IC:0.05273mg/L	1	50	
Unknown	IC	5.3_12122024	Untitled	C:\TOC-L\CalCurves\IC_Saline_100mgL.cal	C:\TOC-L\CalCurves\IC_Saline_100mgL.2024_12_03_11_17_55.cal	1.00		12/13/2024 12:38:23 AM	1	2	IC	0.6154	0.6313	0.04834	0.05273	IC:0.05273mg/L	IC:0.05273mg/L	0	50	
Unknown	IC	5.3_12122024	Untitled	C:\TOC-L\CalCurves\IC_Saline_100mgL.cal	C:\TOC-L\CalCurves\IC_Saline_100mgL.2024_12_03_11_17_55.cal	1.00		12/13/2024 12:40:31 AM	1	3	IC	0.6472	0.6313	0.05712	0.05273	IC:0.05273mg/L	IC:0.05273mg/L	0	50	
Unknown	IC	9.1_12122024	Untitled	C:\TOC-L\CalCurves\IC_Saline_100mgL.cal	C:\TOC-L\CalCurves\IC_Saline_100mgL.2024_12_03_11_17_55.cal	1.00		12/13/2024 12:45:48 AM	1	1	IC	0.000	0.6639	-0.1216	0.06172	IC:0.06172mg/L	IC:0.06172mg/L	1	50	
Unknown	IC	9.1_12122024	Untitled	C:\TOC-L\CalCurves\IC_Saline_100mgL.cal	C:\TOC-L\CalCurves\IC_Saline_100mgL.2024_12_03_11_17_55.cal	1.00		12/13/2024 12:47:55 AM	1	2	IC	0.6191	0.6639	0.04936	0.06172	IC:0.06172mg/L	IC:0.06172mg/L	0	50	
Unknown	IC	9.1_12122024	Untitled	C:\TOC-L\CalCurves\IC_Saline_100mgL.cal	C:\TOC-L\CalCurves\IC_Saline_100mgL.2024_12_03_11_17_55.cal	1.00		12/13/2024 12:50:02 AM	1	3	IC	0.7086	0.6639	0.07408	0.06172	IC:0.06172mg/L	IC:0.06172mg/L	0	50	
Unknown	IC	9.5_12122024	Untitled	C:\TOC-L\CalCurves\IC_Saline_100mgL.cal	C:\TOC-L\CalCurves\IC_Saline_100mgL.2024_12_03_11_17_55.cal	1.00		12/13/2024 12:55:19 AM	1	1	IC	0.000	0.6788	-0.1216	0.06585	IC:0.06585mg/L	IC:0.06585mg/L	1	50	
Unknown	IC	9.5_12122024	Untitled	C:\TOC-L\CalCurves\IC_Saline_100mgL.cal	C:\TOC-L\CalCurves\IC_Saline_100mgL.2024_12_03_11_17_55.cal	1.00		12/13/2024 12:57:26 AM	1	2	IC	0.6467	0.6788	0.05698	0.06585	IC:0.06585mg/L	IC:0.06585mg/L	0	50	
Unknown	IC	9.5_12122024	Untitled	C:\TOC-L\CalCurves\IC_Saline_100mgL.cal	C:\TOC-L\CalCurves\IC_Saline_100mgL.2024_12_03_11_17_55.cal	1.00		12/13/2024 12:59:34 AM	1	3	IC	0.7109	0.6788	0.07471	0.06585	IC:0.06585mg/L	IC:0.06585mg/L	0	50	
Unknown	IC	5.4_12122024	Untitled	C:\TOC-L\CalCurves\IC_Saline_100mgL.cal	C:\TOC-L\CalCurves\IC_Saline_100mgL.2024_12_03_11_17_55.cal	1.00		12/13/2024 1:04:51 AM	1	1	IC	0.04560	0.5994	-0.1090	0.04392	IC:0.04392mg/L	IC:0.04392mg/L	1	50	
Unknown	IC	5.4_12122024	Untitled	C:\TOC-L\CalCurves\IC_Saline_100mgL.cal	C:\TOC-L\CalCurves\IC_Saline_100mgL.2024_12_03_11_17_55.cal	1.00		12/13/2024 1:06:58 AM	1	2	IC	0.5214	0.5994	0.02237	0.04392	IC:0.04392mg/L	IC:0.04392mg/L	0	50	
Unknown	IC	5.4_12122024	Untitled	C:\TOC-L\CalCurves\IC_Saline_100mgL.cal	C:\TOC-L\CalCurves\IC_Saline_100mgL.2024_12_03_11_17_55.cal	1.00		12/13/2024 1:09:06 AM	1	3	IC	0.6774	0.5994	0.06546	0.04392	IC:0.04392mg/L	IC:0.04392mg/L	0	50	
Unknown	IC	6.2_12122024	Untitled	C:\TOC-L\CalCurves\IC_Saline_100mgL.cal	C:\TOC-L\CalCurves\IC_Saline_100mgL.2024_12_03_11_17_55.cal	1.00		12/13/2024 1:14:23 AM	1	1	IC	0.000	0.6549	-0.1216	0.05923	IC:0.05923mg/L	IC:0.05923mg/L	1	50	
Unknown	IC	6.2_12122024	Untitled	C:\TOC-L\CalCurves\IC_Saline_100mgL.cal	C:\TOC-L\CalCurves\IC_Saline_100mgL.2024_12_03_11_17_55.cal	1.00		12/13/2024 1:16:30 AM	1	2	IC	0.6397	0.6549	0.05505	0.05923	IC:0.05923mg/L	IC:0.05923mg/L	0	50	
Unknown	IC	6.2_12122024	Untitled	C:\TOC-L\CalCurves\IC_Saline_100mgL.cal	C:\TOC-L\CalCurves\IC_Saline_100mgL.2024_12_03_11_17_55.cal	1.00		12/13/2024 1:18:38 AM	1	3	IC	0.6700	0.6549	0.06342	0.05923	IC:0.05923mg/L	IC:0.05923mg/L	0	50	
