Date,,,,CO2
11/1/2023 13:55,671,12.46,20.1,882.421
11/1/2023 13:55,672,12.46,20.09,859.304
11/1/2023 13:55,673,12.46,20.09,842.8089
11/1/2023 13:55,674,12.46,20.09,827.6049
11/1/2023 13:55,675,12.47,20.08,814.4169
11/1/2023 13:56,676,12.46,20.08,800.1401
11/1/2023 13:56,677,12.46,20.08,874.1688
11/1/2023 13:56,678,12.46,20.08,851.8683
11/1/2023 13:56,679,12.46,20.07,836.7913
11/1/2023 13:56,680,12.46,20.07,821.4596
11/1/2023 13:56,681,12.46,20.06,809.1968
11/1/2023 13:57,682,12.46,20.06,796.4628
11/1/2023 13:57,683,12.46,20.06,876.0662
11/1/2023 13:57,684,12.46,20.05,852.703
11/1/2023 13:57,685,12.46,20.05,837.4307
11/1/2023 13:57,686,12.46,20.04,823.0483
11/1/2023 13:57,687,12.46,20.04,808.379
11/1/2023 13:58,688,12.46,20.04,796.0129
11/1/2023 13:58,689,12.45,20.03,876.1819
11/1/2023 13:58,690,12.46,20.03,854.4828
11/1/2023 13:58,691,12.46,20.02,838.3705
11/1/2023 13:58,692,12.46,20.02,827.5593
11/1/2023 13:58,693,12.46,20.01,814.6674
11/1/2023 13:59,694,12.46,20.01,803.1823
11/1/2023 13:59,695,12.46,20,888.553
11/1/2023 13:59,696,12.46,20,867.0997
11/1/2023 13:59,697,12.46,19.99,853.4504
11/1/2023 13:59,698,12.46,19.99,840.8289
11/1/2023 13:59,699,12.46,19.98,829.3212
11/1/2023 14:00,700,12.46,19.98,819.4167
11/1/2023 14:00,701,12.46,19.97,914.6007
11/1/2023 14:00,702,12.46,19.97,890.0081
11/1/2023 14:00,703,12.46,19.96,874.6407
11/1/2023 14:00,704,12.46,19.96,856.5697
11/1/2023 14:00,705,12.46,19.95,844.919
11/1/2023 14:01,706,12.46,19.95,834.4784
11/1/2023 14:01,707,12.46,19.94,925.2025
11/1/2023 14:01,708,12.45,19.94,902.4576
11/1/2023 14:01,709,12.46,19.93,888.5969
11/1/2023 14:01,710,12.46,19.93,873.4235
11/1/2023 14:01,711,12.46,19.93,861.1107
11/1/2023 14:02,712,12.46,19.92,850.521
11/1/2023 14:02,713,12.46,19.92,943.783
11/1/2023 14:02,714,12.46,19.92,921.0609
11/1/2023 14:02,715,12.46,19.92,904.4663
11/1/2023 14:02,716,12.46,19.92,890.1872
11/1/2023 14:02,717,12.46,19.91,877.3442
11/1/2023 14:03,718,12.46,19.91,865.1342
11/1/2023 14:03,719,12.46,19.91,952.764
11/1/2023 14:03,720,12.46,19.91,928.7654
11/1/2023 14:03,721,12.45,19.91,912.661
11/1/2023 14:03,722,12.46,19.91,898.1054
11/1/2023 14:03,723,12.45,19.91,883.9582
11/1/2023 14:04,724,12.46,19.91,870.8113
11/1/2023 14:04,725,12.46,19.91,955.7852
11/1/2023 14:04,726,12.46,19.9,930.1392
11/1/2023 14:04,727,12.45,19.9,914.7538
11/1/2023 14:04,728,12.46,19.9,899.1119
11/1/2023 14:04,729,12.45,19.9,883.1801
11/1/2023 14:05,730,12.46,19.9,871.8429
11/1/2023 14:05,731,12.45,19.9,956.3069
11/1/2023 14:05,732,12.46,19.9,932.8661
11/1/2023 14:05,733,12.44,19.9,916.5043
11/1/2023 14:05,734,12.46,19.89,901.8478
11/1/2023 14:05,735,12.45,19.89,889.0633
11/1/2023 14:06,736,12.46,19.89,873.5792
11/1/2023 14:06,737,12.45,19.88,954.5284
11/1/2023 14:06,738,12.46,19.88,931.4496
11/1/2023 14:06,739,12.45,19.88,915.7213
11/1/2023 14:06,740,12.45,19.88,900.8654
11/1/2023 14:06,741,12.45,19.87,886.1321
11/1/2023 14:07,742,12.45,19.87,872.8192
11/1/2023 14:07,743,12.46,19.87,955.704
11/1/2023 14:07,744,12.45,19.87,932.0852
11/1/2023 14:07,745,12.46,19.87,915.4917
