Date,,,,CO2
11/1/2023 10:08,134,12.5,17.17,645.8808
11/1/2023 10:08,135,12.49,17.16,633.8094
11/1/2023 10:08,136,12.49,17.16,623.6556
11/1/2023 10:09,137,12.49,17.16,612.6785
11/1/2023 10:09,138,12.49,17.15,700.0651
11/1/2023 10:09,139,12.49,17.15,678.3672
11/1/2023 10:09,140,12.49,17.15,665.8159
11/1/2023 10:09,141,12.49,17.14,652.2118
11/1/2023 10:09,142,12.49,17.14,642.0967
11/1/2023 10:10,143,12.49,17.14,630.681
11/1/2023 10:10,144,12.49,17.14,715.9783
11/1/2023 10:10,145,12.49,17.13,694.4167
11/1/2023 10:10,146,12.49,17.13,680.1357
11/1/2023 10:10,147,12.49,17.13,668.903
11/1/2023 10:10,148,12.48,17.12,658.9806
11/1/2023 10:11,149,12.48,17.12,647.5112
11/1/2023 10:11,150,12.49,17.12,735.3558
11/1/2023 10:11,151,12.49,17.12,716.2266
11/1/2023 10:11,152,12.49,17.12,703.178
11/1/2023 10:11,153,12.49,17.11,691.0159
11/1/2023 10:11,154,12.49,17.11,680.8114
11/1/2023 10:12,155,12.49,17.11,671.1085
11/1/2023 10:12,156,12.49,17.1,763.6156
11/1/2023 10:12,157,12.49,17.1,742.0225
11/1/2023 10:12,158,12.49,17.09,727.9197
11/1/2023 10:12,159,12.49,17.09,713.0432
11/1/2023 10:12,160,12.49,17.08,699.8126
11/1/2023 10:13,161,12.49,17.08,688.0931
11/1/2023 10:13,162,12.48,17.08,772.8103
11/1/2023 10:13,163,12.49,17.07,753.0466
11/1/2023 10:13,164,12.48,17.07,737.1515
11/1/2023 10:13,165,12.49,17.07,726.2057
11/1/2023 10:13,166,12.49,17.06,714.7799
11/1/2023 10:14,167,12.49,17.06,704.5423
11/1/2023 10:14,168,12.48,17.06,794.4144
11/1/2023 10:14,169,12.49,17.06,772.0606
11/1/2023 10:14,170,12.48,17.06,756.5653
11/1/2023 10:14,171,12.49,17.06,742.7877
11/1/2023 10:14,172,12.48,17.05,730.5162
11/1/2023 10:15,173,12.49,17.05,718.6705
11/1/2023 10:15,174,12.48,17.05,801.3297
11/1/2023 10:15,175,12.49,17.05,778.609
11/1/2023 10:15,176,12.48,17.05,765.8378
11/1/2023 10:15,177,12.49,17.06,753.4703
11/1/2023 10:15,178,12.48,17.06,741.9028
11/1/2023 10:16,179,12.49,17.06,730.933
11/1/2023 10:16,180,12.48,17.06,821.8403
11/1/2023 10:16,181,12.49,17.06,798.8793
11/1/2023 10:16,182,12.48,17.06,784.0452
11/1/2023 10:16,183,12.49,17.06,771.1281
11/1/2023 10:16,184,12.49,17.06,758.6991
11/1/2023 10:17,185,12.49,17.07,747.7405
11/1/2023 10:17,186,12.48,17.07,836.9056
11/1/2023 10:17,187,12.48,17.07,809.1607
11/1/2023 10:17,188,12.49,17.08,790.1612
11/1/2023 10:17,189,12.48,17.08,773.4324
11/1/2023 10:17,190,12.49,17.08,762.1599
11/1/2023 10:18,191,12.48,17.08,747.3555
11/1/2023 10:18,192,12.48,17.09,824.1272
