"TOA5","15_Bradford_LB","CR800","31023","CR800.Std.27","CPU:15_hour_01202023.CR8","18162","Test"
"TIMESTAMP","RECORD","BattV_Min","cDOM"
"2022-12-20 08:00:00",141,12.74,2.874918
"2022-12-20 09:00:00",142,12.79,2.929972
"2022-12-20 10:00:00",143,12.88,2.836321
"2022-12-20 11:00:00",144,12.98,2.86963
"2022-12-20 12:00:00",145,12.78,2.961232
"2022-12-20 13:00:00",146,12.73,2.977009
"2022-12-20 14:00:00",147,12.69,3.197258
"2022-12-20 15:00:00",148,12.65,3.20512
"2022-12-20 16:00:00",149,12.63,3.268011
"2022-12-20 17:00:00",150,12.63,3.324132
"2022-12-20 18:00:00",151,12.61,2.985973
"2022-12-20 19:00:00",152,12.6,3.028383
"2022-12-20 20:00:00",153,12.59,3.071206
"2022-12-20 21:00:00",154,12.59,3.034815
"2022-12-20 22:00:00",155,12.58,3.025633
"2022-12-20 23:00:00",156,12.57,3.034006
"2022-12-21 00:00:00",157,12.57,3.055952
"2022-12-21 01:00:00",158,12.56,2.955201
"2022-12-21 02:00:00",159,12.56,2.884449
"2022-12-21 03:00:00",160,12.55,2.96501
"2022-12-21 04:00:00",161,12.55,2.900534
"2022-12-21 05:00:00",162,12.55,2.892543
"2022-12-21 06:00:00",163,12.59,2.8444
"2022-12-21 07:00:00",164,12.63,2.774378
"2022-12-21 08:00:00",165,12.68,2.839945
"2022-12-21 09:00:00",166,12.75,2.798923
"2022-12-21 10:00:00",167,12.87,2.769656
"2022-12-21 11:00:00",168,12.91,2.772809
"2022-12-21 12:00:00",169,12.74,2.786683
"2022-12-21 13:00:00",170,12.69,2.799922
"2022-12-21 14:00:00",171,12.65,2.873466
"2022-12-21 15:00:00",172,12.62,2.86475
"2022-12-21 16:00:00",173,12.6,2.954349
"2022-12-21 17:00:00",174,12.59,2.915149
"2022-12-21 18:00:00",175,12.58,2.994207
"2022-12-21 19:00:00",176,12.57,3.033534
"2022-12-21 20:00:00",177,12.56,3.033779
"2022-12-21 21:00:00",178,12.55,3.293585
"2022-12-21 22:00:00",179,12.54,3.332797
"2022-12-21 23:00:00",180,12.54,3.317317
"2022-12-22 00:00:00",181,12.53,3.33281
"2022-12-22 01:00:00",182,12.52,3.325434
"2022-12-22 02:00:00",183,12.51,3.32589
"2022-12-22 03:00:00",184,12.51,3.318119
"2022-12-22 04:00:00",185,12.51,3.333859
"2022-12-22 05:00:00",186,12.51,3.341745
"2022-12-22 06:00:00",187,12.55,3.301984
"2022-12-22 07:00:00",188,12.6,3.175027
"2022-12-22 08:00:00",189,12.66,3.496769
"2022-12-22 09:00:00",190,12.7,3.543162
"2022-12-22 10:00:00",191,12.84,3.605878
"2022-12-22 11:00:00",192,12.84,3.526766
"2022-12-22 12:00:00",193,12.73,3.565538
"2022-12-22 13:00:00",194,12.67,3.573388
"2022-12-22 14:00:00",195,12.63,3.534649
"2022-12-22 15:00:00",196,12.6,3.597972
"2022-12-22 16:00:00",197,12.59,3.700384
"2022-12-22 17:00:00",198,12.58,3.582467
"2022-12-22 18:00:00",199,12.57,3.661081
"2022-12-22 19:00:00",200,12.57,3.755417
"2022-12-22 20:00:00",201,12.56,3.779001
"2022-12-22 21:00:00",202,12.56,3.802585
"2022-12-22 22:00:00",203,12.56,3.71611
"2022-12-22 23:00:00",204,12.55,3.77114
"2022-12-23 00:00:00",205,12.55,3.535299
"2022-12-23 01:00:00",206,12.55,3.629633
"2022-12-23 02:00:00",207,12.54,3.637495
"2022-12-23 03:00:00",208,12.54,3.676801
"2022-12-23 04:00:00",209,12.54,3.763276
"2022-12-23 05:00:00",210,12.54,3.889058
"2022-12-23 06:00:00",211,12.55,3.543158
"2022-12-23 07:00:00",212,12.59,3.574604
"2022-12-23 08:00:00",213,12.64,3.565585
"2022-12-23 09:00:00",214,12.61,3.62839
"2022-12-23 10:00:00",215,12.66,3.643037
"2022-12-23 11:00:00",216,12.66,3.682127
"2022-12-23 12:00:00",217,12.63,3.705695
"2022-12-23 13:00:00",218,12.59,3.729264
"2022-12-23 14:00:00",219,12.59,3.666415
"2022-12-23 15:00:00",220,12.57,3.752832
"2022-12-23 16:00:00",221,12.57,3.988514
"2022-12-23 17:00:00",222,12.57,3.981151
"2022-12-23 18:00:00",223,12.56,4.178354
"2022-12-23 19:00:00",224,12.56,4.53212
"2022-12-23 20:00:00",225,12.55,4.697176
"2022-12-23 21:00:00",226,12.55,4.846493
"2022-12-23 22:00:00",227,12.55,4.940795
"2022-12-23 23:00:00",228,12.54,5.074394
"2022-12-24 00:00:00",229,12.54,5.200133
"2022-12-24 01:00:00",230,12.54,5.215851
"2022-12-24 02:00:00",231,12.53,5.20799
"2022-12-24 03:00:00",232,12.52,4.995798
"2022-12-24 04:00:00",233,12.52,3.730673
"2022-12-24 05:00:00",234,12.53,3.951027
"2022-12-24 06:00:00",235,12.54,3.997782
"2022-12-24 07:00:00",236,12.57,4.310812
"2022-12-24 08:00:00",237,12.6,4.31847
"2022-12-24 09:00:00",238,12.64,4.279097
"2022-12-24 10:00:00",239,12.69,5.536095
"2022-12-24 11:00:00",240,12.66,5.488743
"2022-12-24 12:00:00",241,12.64,5.661579
"2022-12-24 13:00:00",242,12.61,5.811001
"2022-12-24 14:00:00",243,12.6,5.897355
"2022-12-24 15:00:00",244,12.58,6.023223
"2022-12-24 16:00:00",245,12.57,5.999667
"2022-12-24 17:00:00",246,12.55,6.086084
"2022-12-24 18:00:00",247,12.54,6.321766
"2022-12-24 19:00:00",248,12.53,6.44802
"2022-12-24 20:00:00",249,12.53,6.637875
"2022-12-24 21:00:00",250,12.52,6.276781
"2022-12-24 22:00:00",251,12.52,4.830773
"2022-12-24 23:00:00",252,12.51,4.870065
"2022-12-25 00:00:00",253,12.51,4.760042
"2022-12-25 01:00:00",254,12.5,5.050815
"2022-12-25 02:00:00",255,12.5,5.475185
"2022-12-25 03:00:00",256,12.49,5.978144
"2022-12-25 04:00:00",257,12.49,6.292493
"2022-12-25 05:00:00",258,12.49,6.496819
"2022-12-25 06:00:00",259,12.51,6.520396
"2022-12-25 07:00:00",260,12.52,6.465392
"2022-12-25 08:00:00",261,12.58,6.157785
"2022-12-25 09:00:00",262,12.62,6.117513
"2022-12-25 10:00:00",263,12.64,6.164586
"2022-12-25 11:00:00",264,12.61,5.850384
"2022-12-25 12:00:00",265,12.6,6.156728
"2022-12-25 13:00:00",266,12.58,6.141018
"2022-12-25 14:00:00",267,12.55,6.305917
"2022-12-25 15:00:00",268,12.54,6.337394
"2022-12-25 16:00:00",269,12.52,6.329622
"2022-12-25 17:00:00",270,12.51,5.928963
"2022-12-25 18:00:00",271,12.51,6.235658
"2022-12-25 19:00:00",272,12.5,5.089697
"2022-12-25 20:00:00",273,12.49,9.066628
"2022-12-25 21:00:00",274,12.49,9.160932
"2022-12-25 22:00:00",275,12.47,8.854442
"2022-12-25 23:00:00",276,12.47,8.712977
"2022-12-26 00:00:00",277,12.46,8.807276
"2022-12-26 01:00:00",278,12.46,8.791556
"2022-12-26 02:00:00",279,12.45,1.171599
"2022-12-26 03:00:00",280,12.45,1.21573
"2022-12-26 04:00:00",281,12.45,1.22279
"2022-12-26 05:00:00",282,12.45,1.181017
"2022-12-26 06:00:00",283,12.49,1.165526
"2022-12-26 07:00:00",284,12.5,1.091086
"2022-12-26 08:00:00",285,12.53,1.112791
"2022-12-26 09:00:00",286,12.53,1.085459
"2022-12-26 10:00:00",287,12.59,1.090769
"2022-12-26 11:00:00",288,12.55,1.053616
"2022-12-26 12:00:00",289,12.54,1.04665
"2022-12-26 13:00:00",290,12.51,1.022657
"2022-12-26 14:00:00",291,12.49,1.012595
"2022-12-26 15:00:00",292,12.47,1.020335
"2022-12-26 16:00:00",293,12.46,0.9972371
"2022-12-26 17:00:00",294,12.46,1.013731
"2022-12-26 18:00:00",295,12.45,0.9873434
"2022-12-26 19:00:00",296,12.44,0.9517292
"2022-12-26 20:00:00",297,12.44,0.9548253
"2022-12-26 21:00:00",298,12.43,0.9486311
"2022-12-26 22:00:00",299,12.43,0.9378547
"2022-12-26 23:00:00",300,12.42,0.9828884
"2022-12-27 00:00:00",301,12.42,0.94655
"2022-12-27 01:00:00",302,12.41,0.9319068
"2022-12-27 02:00:00",303,12.4,0.9908004
"2022-12-27 03:00:00",304,12.4,0.9451079
"2022-12-27 04:00:00",305,12.4,0.9412356
"2022-12-27 05:00:00",306,12.4,0.9226487
"2022-12-27 06:00:00",307,12.42,0.9172233
"2022-12-27 07:00:00",308,12.48,0.9325442
"2022-12-27 08:00:00",309,12.49,0.9718608
"2022-12-27 09:00:00",310,12.52,0.9716278
"2022-12-27 10:00:00",311,12.59,0.9576558
"2022-12-27 11:00:00",312,12.58,0.8911108
"2022-12-27 12:00:00",313,12.53,0.9623347
"2022-12-27 13:00:00",314,12.5,0.936006
"2022-12-27 14:00:00",315,12.49,0.8965151
"2022-12-27 15:00:00",316,12.47,0.9584363
"2022-12-27 16:00:00",317,12.46,0.9243596
"2022-12-27 17:00:00",318,12.44,0.9166197
"2022-12-27 18:00:00",319,12.43,0.962343
"2022-12-27 19:00:00",320,12.42,0.9733664
"2022-12-27 20:00:00",321,12.42,0.9935947
"2022-12-27 21:00:00",322,12.41,0.9556534
"2022-12-27 22:00:00",323,12.41,0.9494694
"2022-12-27 23:00:00",324,12.41,0.9239144
"2022-12-28 00:00:00",325,12.4,0.9401645
"2022-12-28 01:00:00",326,12.4,0.9355235
"2022-12-28 02:00:00",327,12.4,0.9448088
"2022-12-28 03:00:00",328,12.4,0.9610617
"2022-12-28 04:00:00",329,12.4,0.908436
"2022-12-28 05:00:00",330,12.39,0.9184396
"2022-12-28 06:00:00",331,12.38,0.8907279
"2022-12-28 07:00:00",332,12.38,0.8575923
"2022-12-28 08:00:00",333,12.37,0.8598919
"2022-12-28 09:00:00",334,12.37,0.8683361
"2022-12-28 10:00:00",335,12.48,0.9023899
"2022-12-28 11:00:00",336,12.44,"NAN"
"2022-12-28 12:00:00",337,12.41,0.9179632
"2022-12-28 13:00:00",338,12.37,0.8346434
"2022-12-28 14:00:00",339,12.36,0.8830652
"2022-12-28 15:00:00",340,12.35,0.8845711
"2022-12-28 16:00:00",341,12.34,0.8574825
"2022-12-28 17:00:00",342,12.33,0.8592952
"2022-12-28 18:00:00",343,12.33,0.8430603
"2022-12-28 19:00:00",344,12.31,0.8360713
"2022-12-28 20:00:00",345,12.31,0.8540237
"2022-12-28 21:00:00",346,12.3,0.8447328
"2022-12-28 22:00:00",347,12.3,0.8563321
"2022-12-28 23:00:00",348,12.3,0.836965
"2022-12-29 00:00:00",349,12.29,0.8781248
"2022-12-29 01:00:00",350,12.29,0.8889634
"2022-12-29 02:00:00",351,12.28,0.8471309
"2022-12-29 03:00:00",352,12.27,0.8654064
"2022-12-29 04:00:00",353,12.27,0.8640811
"2022-12-29 05:00:00",354,12.27,0.867179
"2022-12-29 06:00:00",355,12.32,0.890506
"2022-12-29 07:00:00",356,12.38,0.8872175
"2022-12-29 08:00:00",357,12.4,0.9016684
"2022-12-29 09:00:00",358,12.43,0.8885295
"2022-12-29 10:00:00",359,12.5,0.8650703
"2022-12-29 11:00:00",360,12.46,0.8526331
"2022-12-29 12:00:00",361,12.43,"NAN"
"2022-12-29 13:00:00",362,12.4,0.8386962
"2022-12-29 14:00:00",363,12.38,0.8307961
"2022-12-29 15:00:00",364,12.35,0.8605687
"2022-12-29 16:00:00",365,12.34,0.8792781
"2022-12-29 17:00:00",366,12.32,0.8521642
"2022-12-29 18:00:00",367,12.31,0.8505483
"2022-12-29 19:00:00",368,12.31,0.8296078
"2022-12-29 20:00:00",369,12.3,0.8457308
"2022-12-29 21:00:00",370,12.29,0.864698
"2022-12-29 22:00:00",371,12.29,0.8972744
"2022-12-29 23:00:00",372,12.29,0.885646
"2022-12-30 00:00:00",373,12.28,0.866199
"2022-12-30 01:00:00",374,12.28,0.8553132
"2022-12-30 02:00:00",375,12.28,"NAN"
"2022-12-30 03:00:00",376,12.28,0.8475341
"2022-12-30 04:00:00",377,12.27,0.858274
"2022-12-30 05:00:00",378,12.28,0.8520614
"2022-12-30 06:00:00",379,12.29,0.832706
"2022-12-30 07:00:00",380,12.3,0.8722507
"2022-12-30 08:00:00",381,12.33,0.8467519
"2022-12-30 09:00:00",382,12.37,0.8597729
"2022-12-30 10:00:00",383,12.47,0.8650233
"2022-12-30 11:00:00",384,12.43,0.8921497
"2022-12-30 12:00:00",385,12.4,0.8552878
"2022-12-30 13:00:00",386,12.37,0.8795677
"2022-12-30 14:00:00",387,12.36,0.8278825
"2022-12-30 15:00:00",388,12.34,0.8332781
"2022-12-30 16:00:00",389,12.31,0.9176654
"2022-12-30 17:00:00",390,12.3,0.9223402
"2022-12-30 18:00:00",391,12.29,0.8172087
"2022-12-30 19:00:00",392,12.28,0.8738561
"2022-12-30 20:00:00",393,12.28,0.8715349
"2022-12-30 21:00:00",394,12.27,0.8838503
"2022-12-30 22:00:00",395,12.26,0.848186
"2022-12-30 23:00:00",396,12.26,0.8846269
"2022-12-31 00:00:00",397,12.25,0.849112
"2022-12-31 01:00:00",398,12.25,0.8492571
"2022-12-31 02:00:00",399,12.24,0.817505
"2022-12-31 03:00:00",400,12.24,0.8340477
"2022-12-31 04:00:00",401,12.23,0.8724929
"2022-12-31 05:00:00",402,12.24,0.8298819
"2022-12-31 06:00:00",403,12.28,0.8585496
"2022-12-31 07:00:00",404,12.32,0.8365927
"2022-12-31 08:00:00",405,12.32,0.8518727
"2022-12-31 09:00:00",406,12.34,0.9045041
"2022-12-31 10:00:00",407,12.44,0.8642471
"2022-12-31 11:00:00",408,12.4,0.9029235
"2022-12-31 12:00:00",409,12.36,0.8670959
"2022-12-31 13:00:00",410,12.34,0.8679198
"2022-12-31 14:00:00",411,12.32,0.857254
"2022-12-31 15:00:00",412,12.3,0.8890187
"2022-12-31 16:00:00",413,12.28,0.9075994
"2022-12-31 17:00:00",414,12.27,0.8891639
"2022-12-31 18:00:00",415,12.26,0.9133498
"2022-12-31 19:00:00",416,12.24,0.9025044
"2022-12-31 20:00:00",417,12.24,0.9008529
"2022-12-31 21:00:00",418,12.23,0.9078247
"2022-12-31 22:00:00",419,12.23,0.9398739
"2022-12-31 23:00:00",420,12.21,0.8748236
"2023-01-01 00:00:00",421,12.21,0.8755926
"2023-01-01 01:00:00",422,12.2,0.8617324
"2023-01-01 02:00:00",423,12.19,0.9136853
"2023-01-01 03:00:00",424,12.19,0.8811541
"2023-01-01 04:00:00",425,12.18,0.901257
"2023-01-01 05:00:00",426,12.19,0.8718333
"2023-01-01 06:00:00",427,12.24,0.8997369
"2023-01-01 07:00:00",428,12.27,0.9753281
"2023-01-01 08:00:00",429,12.29,0.9424552
"2023-01-01 09:00:00",430,12.31,0.9717794
"2023-01-01 10:00:00",431,12.39,0.9700277
"2023-01-01 11:00:00",432,12.37,0.9677036
"2023-01-01 12:00:00",433,12.33,0.9560938
"2023-01-01 13:00:00",434,12.31,0.9886014
"2023-01-01 14:00:00",435,12.29,0.9684777
"2023-01-01 15:00:00",436,12.27,0.9871404
"2023-01-01 16:00:00",437,12.26,0.9726483
"2023-01-01 17:00:00",438,12.24,0.9703099
"2023-01-01 18:00:00",439,12.23,0.954825
"2023-01-01 19:00:00",440,12.23,0.9501833
"2023-01-01 20:00:00",441,12.22,0.9541747
"2023-01-01 21:00:00",442,12.21,0.9906809
"2023-01-01 22:00:00",443,12.21,0.9683375
"2023-01-01 23:00:00",444,12.2,0.9985453
"2023-01-02 00:00:00",445,12.19,0.9683307
"2023-01-02 01:00:00",446,12.19,0.9675156
"2023-01-02 02:00:00",447,12.19,0.9217663
"2023-01-02 03:00:00",448,12.18,0.932579
"2023-01-02 04:00:00",449,12.18,0.9287462
"2023-01-02 05:00:00",450,12.18,0.9156352
"2023-01-02 06:00:00",451,12.21,0.9450431
"2023-01-02 07:00:00",452,12.24,0.9913
"2023-01-02 08:00:00",453,12.26,0.965659
"2023-01-02 09:00:00",454,12.27,0.9677072
"2023-01-02 10:00:00",455,12.33,1.017239
"2023-01-02 11:00:00",456,12.33,1.001788
"2023-01-02 12:00:00",457,12.29,1.038149
"2023-01-02 13:00:00",458,12.27,0.9886122
"2023-01-02 14:00:00",459,12.26,1.034266
"2023-01-02 15:00:00",460,12.24,1.052068
"2023-01-02 16:00:00",461,12.22,1.016495
"2023-01-02 17:00:00",462,12.21,1.05553
"2023-01-02 18:00:00",463,12.2,1.105043
"2023-01-02 19:00:00",464,12.19,1.10657
"2023-01-02 20:00:00",465,12.19,1.154568
"2023-01-02 21:00:00",466,12.18,1.159987
"2023-01-02 22:00:00",467,12.18,1.148373
"2023-01-02 23:00:00",468,12.17,1.153922
"2023-01-03 00:00:00",469,12.17,1.183455
"2023-01-03 01:00:00",470,12.16,1.201403
"2023-01-03 02:00:00",471,12.16,1.203001
"2023-01-03 03:00:00",472,12.15,1.192159
"2023-01-03 04:00:00",473,12.15,1.178943
"2023-01-03 05:00:00",474,12.15,1.202861
"2023-01-03 06:00:00",475,12.18,1.209188
"2023-01-03 07:00:00",476,12.22,1.233576
"2023-01-03 08:00:00",477,12.23,1.257983
"2023-01-03 09:00:00",478,12.25,1.240148
"2023-01-03 10:00:00",479,12.28,1.238599
"2023-01-03 11:00:00",480,12.26,1.254897
"2023-02-09 15:00:00",481,12.25,18.66365
"2023-02-09 16:00:00",482,12.23,19.15072
"2023-02-09 17:00:00",483,12.22,20.64337
"2023-02-09 18:00:00",484,12.2,21.79037
"2023-02-09 19:00:00",485,12.19,21.27973
"2023-02-09 20:00:00",486,12.18,21.98678
"2023-02-09 21:00:00",487,12.17,21.21203
"2023-02-09 22:00:00",488,12.16,21.86056
"2023-02-09 23:00:00",489,12.16,22.07283
"2023-02-10 00:00:00",490,12.15,19.74664
"2023-02-10 01:00:00",491,12.15,19.18867
"2023-02-10 02:00:00",492,12.14,22.0964
"2023-02-10 03:00:00",493,12.14,22.34788
"2023-02-10 04:00:00",494,12.14,19.37728
"2023-02-10 05:00:00",495,12.13,20.23387
"2023-02-10 06:00:00",496,12.13,21.29479
"2023-02-10 07:00:00",497,12.13,21.70345
"2023-02-10 08:00:00",498,12.13,22.00208
"2023-02-10 09:00:00",499,12.15,22.41076
"2023-02-10 10:00:00",500,12.15,22.53976
"2023-02-10 11:00:00",501,12.19,22.70955
"2023-02-10 12:00:00",502,12.22,22.22247
"2023-02-10 13:00:00",503,12.23,22.41848
"2023-02-10 14:00:00",504,12.23,22.45802
"2023-02-10 15:00:00",505,12.22,22.34812
"2023-02-10 16:00:00",506,12.2,22.20668
"2023-02-10 17:00:00",507,12.18,22.37148
"2023-02-10 18:00:00",508,12.16,21.76681
"2023-02-10 19:00:00",509,12.15,20.83334
"2023-02-10 20:00:00",510,12.13,19.08457
"2023-02-10 21:00:00",511,12.13,17.63264
"2023-02-10 22:00:00",512,12.12,18.4421
"2023-02-10 23:00:00",513,12.12,19.40872
"2023-02-11 00:00:00",514,12.11,19.25154
"2023-02-11 01:00:00",515,12.11,19.20438
"2023-02-11 02:00:00",516,12.1,18.26134
"2023-02-11 03:00:00",517,12.1,18.52853
"2023-02-11 04:00:00",518,12.09,16.85461
"2023-02-11 05:00:00",519,12.09,15.9587
"2023-02-11 06:00:00",520,12.08,18.42915
"2023-02-11 07:00:00",521,12.08,18.91744
"2023-02-11 08:00:00",522,12.08,16.89714
"2023-02-11 09:00:00",523,12.08,13.52542
"2023-02-11 10:00:00",524,12.08,13.45404
"2023-02-11 11:00:00",525,12.08,14.73299
"2023-02-11 12:00:00",526,12.08,15.91156
"2023-02-11 13:00:00",527,12.07,16.06088
"2023-02-11 14:00:00",528,12.08,16.40667
"2023-02-11 15:00:00",529,12.06,16.33594
"2023-02-11 16:00:00",530,12.07,16.3438
"2023-02-11 17:00:00",531,12.06,16.13161
"2023-02-11 18:00:00",532,12.06,15.39289
"2023-02-11 19:00:00",533,12.05,15.51863
"2023-02-11 20:00:00",534,12.05,13.53824
"2023-02-11 21:00:00",535,12.05,13.71113
"2023-02-11 22:00:00",536,12.05,14.05692
"2023-02-11 23:00:00",537,12.04,14.23767
"2023-02-12 00:00:00",538,12.04,14.6075
"2023-02-12 01:00:00",539,12.04,14.48367
"2023-02-12 02:00:00",540,12.03,14.43847
"2023-02-12 03:00:00",541,12.02,14.96571
"2023-02-12 04:00:00",542,12.02,14.91855
"2023-02-12 05:00:00",543,12.02,14.65912
"2023-02-12 06:00:00",544,12.01,15.12294
"2023-02-12 07:00:00",545,12.01,15.86977
