Date,Rep,,FDOM,CO2,CO2hi
8/20/2023 8:00,424,11.69,0.6455722,13814.93,4376.833
8/20/2023 9:00,425,11.67,0.6608809,13807.77,4370.7
8/20/2023 10:00,426,11.69,0.6556869,13988.08,4388.281
8/20/2023 11:00,427,11.67,0.660664,14262.83,4378.877
8/20/2023 12:00,428,11.7,0.6742657,14247.47,4388.871
8/20/2023 13:00,429,11.67,0.6561124,14334.62,4393.261
8/20/2023 14:00,430,11.68,0.6792009,14473.19,4400.138
8/20/2023 15:00,431,11.66,0.6675212,14720.75,4418.945
8/20/2023 16:00,432,11.68,0.660672,14931.15,4440.267
8/20/2023 17:00,433,11.66,0.6611739,15023.77,4435.209
8/20/2023 18:00,434,11.67,0.670144,15320.35,4449.203
8/20/2023 19:00,435,11.66,0.6686879,15600.82,4459.013
8/20/2023 20:00,436,11.67,0.6567882,15967.16,4468.008
8/20/2023 21:00,437,11.65,0.6718156,16336.36,4471.688
8/20/2023 22:00,438,11.66,0.6715422,16386.44,4460.24
8/20/2023 23:00,439,11.64,0.6578738,14290.02,4423.851
8/21/2023 0:00,440,11.66,0.6666216,13196.73,4419.763
8/21/2023 1:00,441,11.63,0.6390113,12681.57,4400.955
8/21/2023 2:00,442,11.64,0.6570537,12428.28,4394.414
8/21/2023 3:00,443,11.62,0.6666216,12209.34,4367.429
8/21/2023 4:00,444,11.63,0.6502184,12162.11,4373.562
8/21/2023 5:00,445,11.61,0.6583925,12268.01,4375.197
