Plot Title: Brad_DG_08.04.23_13_1,,,,,,,,,
#,"Date Time, GMT-05:00","Low Range, μS/cm (LGR S/N: 20342070, SEN S/N: 20342070)","Full Range, μS/cm (LGR S/N: 20342070, SEN S/N: 20342070)","Temp, °F (LGR S/N: 20342070, SEN S/N: 20342070)",Coupler Detached (LGR S/N: 20342070),Coupler Attached (LGR S/N: 20342070),Host Connected (LGR S/N: 20342070),Stopped (LGR S/N: 20342070),End Of File (LGR S/N: 20342070)
98,8/4/2023 9:08:34,0.3,-0.9,84.69,,,,,
99,8/4/2023 9:08:39,0.3,-0.9,84.7,,,,,
100,8/4/2023 9:08:44,0.4,-0.9,84.74,,,,,
101,8/4/2023 9:08:49,0.4,-0.9,84.7,,,,,
102,8/4/2023 9:08:54,1.8,-0.9,85.08,,,,,
103,8/4/2023 9:08:59,0.4,-0.9,85.51,,,,,
104,8/4/2023 9:09:04,84.2,81.1,78.24,,,,,
105,8/4/2023 9:09:09,84.2,81.2,77.85,,,,,
106,8/4/2023 9:09:14,84.3,81.2,77.72,,,,,
107,8/4/2023 9:09:19,84.3,81.2,77.68,,,,,
108,8/4/2023 9:09:24,84.3,81.2,77.67,,,,,
109,8/4/2023 9:09:29,84.4,81.2,77.63,,,,,
110,8/4/2023 9:09:34,84.3,81.5,77.63,,,,,
111,8/4/2023 9:09:39,84.3,81.5,77.59,,,,,
112,8/4/2023 9:09:44,84.3,81.2,77.59,,,,,
113,8/4/2023 9:09:49,84.4,81.2,77.61,,,,,
114,8/4/2023 9:09:54,84.5,81.2,77.59,,,,,
115,8/4/2023 9:09:59,84.4,81.2,77.59,,,,,
116,8/4/2023 9:10:04,84.4,81.9,77.59,,,,,
117,8/4/2023 9:10:09,84.5,81.5,77.59,,,,,
118,8/4/2023 9:10:14,84.4,81.2,77.58,,,,,
119,8/4/2023 9:10:19,84.5,81.5,77.59,,,,,
120,8/4/2023 9:10:24,84.5,81.2,77.58,,,,,
121,8/4/2023 9:10:29,84.5,81.2,77.58,,,,,
122,8/4/2023 9:10:34,84.5,81.2,77.58,,,,,
123,8/4/2023 9:10:39,84.5,81.5,77.58,,,,,
124,8/4/2023 9:10:44,84.5,81.5,77.56,,,,,
125,8/4/2023 9:10:49,84.5,81.2,77.58,,,,,
126,8/4/2023 9:10:54,84.4,81.2,77.56,,,,,
127,8/4/2023 9:10:59,84.5,81.5,77.58,,,,,
128,8/4/2023 9:11:04,84.5,81.5,77.59,,,,,
129,8/4/2023 9:11:09,84.5,81.9,77.56,,,,,
130,8/4/2023 9:11:14,84.5,81.5,77.56,,,,,
131,8/4/2023 9:11:19,84.5,81.2,77.56,,,,,
132,8/4/2023 9:11:24,84.5,81.5,77.54,,,,,
133,8/4/2023 9:11:29,84.5,81.9,77.56,,,,,
134,8/4/2023 9:11:34,84.6,81.5,77.58,,,,,
135,8/4/2023 9:11:39,84.5,81.5,77.56,,,,,
136,8/4/2023 9:11:44,84.5,81.5,77.56,,,,,
137,8/4/2023 9:11:49,84.6,81.5,77.54,,,,,
138,8/4/2023 9:11:54,84.6,81.5,77.54,,,,,
139,8/4/2023 9:11:59,84.5,81.9,77.56,,,,,
140,8/4/2023 9:12:04,84.6,81.5,77.54,,,,,
141,8/4/2023 9:12:09,84.6,81.9,77.56,,,,,
142,8/4/2023 9:12:14,84.6,81.9,77.56,,,,,
143,8/4/2023 9:12:19,84.7,81.9,77.56,,,,,
144,8/4/2023 9:12:24,84.7,81.5,77.58,,,,,
145,8/4/2023 9:12:29,84.7,81.5,77.58,,,,,
146,8/4/2023 9:12:34,84.7,81.9,77.54,,,,,
147,8/4/2023 9:12:39,84.7,81.9,77.54,,,,,
148,8/4/2023 9:12:44,84.7,81.9,77.56,,,,,
149,8/4/2023 9:12:49,84.7,81.9,77.56,,,,,
150,8/4/2023 9:12:54,84.7,81.5,77.56,,,,,
151,8/4/2023 9:12:59,84.7,81.9,77.56,,,,,
152,8/4/2023 9:13:04,84.7,81.9,77.58,,,,,
153,8/4/2023 9:13:09,84.7,81.5,77.56,,,,,
154,8/4/2023 9:13:14,84.6,81.5,77.56,,,,,
155,8/4/2023 9:13:19,84.6,81.9,77.58,,,,,
156,8/4/2023 9:13:24,84.6,81.9,77.56,,,,,
157,8/4/2023 9:13:29,84.7,81.5,77.56,,,,,
158,8/4/2023 9:13:34,84.6,81.5,77.56,,,,,
159,8/4/2023 9:13:39,84.7,81.5,77.56,,,,,
160,8/4/2023 9:13:44,84.6,81.9,77.56,,,,,
161,8/4/2023 9:13:49,84.6,81.9,77.56,,,,,
162,8/4/2023 9:13:54,84.6,81.5,77.56,,,,,
163,8/4/2023 9:13:59,84.6,81.5,77.56,,,,,
164,8/4/2023 9:14:04,84.6,81.5,77.59,,,,,
165,8/4/2023 9:14:09,84.6,81.9,77.56,,,,,
166,8/4/2023 9:14:14,84.6,81.5,77.56,,,,,
167,8/4/2023 9:14:19,84.6,81.5,77.56,,,,,
168,8/4/2023 9:14:24,84.6,81.5,77.56,,,,,
169,8/4/2023 9:14:29,84.6,81.5,77.58,,,,,
170,8/4/2023 9:14:34,84.7,81.9,77.58,,,,,
171,8/4/2023 9:14:39,86.4,83.3,77.58,,,,,
172,8/4/2023 9:14:44,89.9,87,77.56,,,,,
173,8/4/2023 9:14:49,108.5,105.8,77.58,,,,,
174,8/4/2023 9:14:54,164.9,162.8,77.58,,,,,
175,8/4/2023 9:14:59,216.4,216,77.59,,,,,
176,8/4/2023 9:15:04,291.9,292.4,77.58,,,,,
177,8/4/2023 9:15:09,317.3,319.6,77.59,,,,,
178,8/4/2023 9:15:14,354,356.3,77.59,,,,,
179,8/4/2023 9:15:19,365.4,367.4,77.58,,,,,
180,8/4/2023 9:15:24,364.4,366.6,77.61,,,,,
181,8/4/2023 9:15:29,349,350.1,77.58,,,,,
182,8/4/2023 9:15:34,323.8,326.5,77.58,,,,,
183,8/4/2023 9:15:39,299.7,301.6,77.59,,,,,
184,8/4/2023 9:15:44,267.4,266.1,77.58,,,,,
185,8/4/2023 9:15:49,248.6,249.3,77.58,,,,,
186,8/4/2023 9:15:54,228.1,228.4,77.58,,,,,
187,8/4/2023 9:15:59,209.3,209.1,77.61,,,,,
188,8/4/2023 9:16:04,195.4,194.9,77.59,,,,,
189,8/4/2023 9:16:09,182.1,181.4,77.59,,,,,
190,8/4/2023 9:16:14,178,177.4,77.58,,,,,
191,8/4/2023 9:16:19,166,165.4,77.58,,,,,
192,8/4/2023 9:16:24,159.7,158.5,77.58,,,,,
193,8/4/2023 9:16:29,157.8,156.7,77.58,,,,,
194,8/4/2023 9:16:34,154.2,153,77.58,,,,,
195,8/4/2023 9:16:39,152.6,150.5,77.58,,,,,
196,8/4/2023 9:16:44,150.7,149.4,77.58,,,,,
197,8/4/2023 9:16:49,148.5,147.2,77.58,,,,,
198,8/4/2023 9:16:54,147.3,145.4,77.58,,,,,
199,8/4/2023 9:16:59,141,139.2,77.59,,,,,
200,8/4/2023 9:17:04,138.1,136.3,77.58,,,,,
201,8/4/2023 9:17:09,131.2,129,77.59,,,,,
202,8/4/2023 9:17:14,127.1,125,77.59,,,,,
203,8/4/2023 9:17:19,122.1,120,77.61,,,,,
204,8/4/2023 9:17:24,117.8,115.6,77.58,,,,,
205,8/4/2023 9:17:29,116.5,113.8,77.59,,,,,
206,8/4/2023 9:17:34,111.5,109.1,77.59,,,,,
207,8/4/2023 9:17:39,110.3,107.6,77.59,,,,,
208,8/4/2023 9:17:44,108.5,105.8,77.59,,,,,
209,8/4/2023 9:17:49,105.3,102.9,77.61,,,,,
210,8/4/2023 9:17:54,105,102.6,77.58,,,,,
211,8/4/2023 9:17:59,101.3,98.9,77.59,,,,,
212,8/4/2023 9:18:04,100.8,97.8,77.61,,,,,
213,8/4/2023 9:18:09,99.4,96.4,77.59,,,,,
214,8/4/2023 9:18:14,97.5,94.9,77.61,,,,,
215,8/4/2023 9:18:19,95.4,92.4,77.59,,,,,
216,8/4/2023 9:18:24,94.9,92,77.59,,,,,
217,8/4/2023 9:18:29,94.6,91.3,77.61,,,,,
218,8/4/2023 9:18:34,92.8,89.9,77.59,,,,,
219,8/4/2023 9:18:39,93,90.2,77.61,,,,,
220,8/4/2023 9:18:44,92.6,89.5,77.61,,,,,
221,8/4/2023 9:18:49,90.9,88.1,77.61,,,,,
222,8/4/2023 9:18:54,90.8,87.7,77.59,,,,,
223,8/4/2023 9:18:59,89.9,87,77.61,,,,,
224,8/4/2023 9:19:04,90.1,87.3,77.59,,,,,
225,8/4/2023 9:19:09,89.4,86.6,77.59,,,,,
226,8/4/2023 9:19:14,88.8,86.2,77.59,,,,,
227,8/4/2023 9:19:19,88.6,85.9,77.61,,,,,
228,8/4/2023 9:19:24,88.4,85.5,77.59,,,,,
229,8/4/2023 9:19:29,88.1,84.8,77.59,,,,,
230,8/4/2023 9:19:34,87.7,84.8,77.59,,,,,
231,8/4/2023 9:19:39,87.6,84.4,77.61,,,,,
232,8/4/2023 9:19:44,87.4,84.4,77.59,,,,,
233,8/4/2023 9:19:49,87.2,84.4,77.59,,,,,
234,8/4/2023 9:19:54,87.1,84.1,77.61,,,,,
235,8/4/2023 9:19:59,86.9,84.1,77.59,,,,,
236,8/4/2023 9:20:04,86.7,83.7,77.61,,,,,
237,8/4/2023 9:20:09,86.6,83.7,77.59,,,,,
238,8/4/2023 9:20:14,86.7,83.7,77.61,,,,,
239,8/4/2023 9:20:19,86.3,83.3,77.61,,,,,
240,8/4/2023 9:20:24,86,83.3,77.61,,,,,
241,8/4/2023 9:20:29,86,83.3,77.63,,,,,
242,8/4/2023 9:20:34,85.9,83,77.61,,,,,
243,8/4/2023 9:20:39,85.8,83,77.59,,,,,
244,8/4/2023 9:20:44,85.7,82.6,77.63,,,,,
245,8/4/2023 9:20:49,85.7,82.6,77.63,,,,,
246,8/4/2023 9:20:54,85.6,82.6,77.61,,,,,
247,8/4/2023 9:20:59,85.5,82.6,77.61,,,,,
248,8/4/2023 9:21:04,85.5,82.6,77.61,,,,,
249,8/4/2023 9:21:09,85.4,82.3,77.63,,,,,
250,8/4/2023 9:21:14,85.4,82.3,77.61,,,,,
251,8/4/2023 9:21:19,85.2,82.3,77.61,,,,,
252,8/4/2023 9:21:24,85.3,82.3,77.61,,,,,
253,8/4/2023 9:21:29,85.2,82.3,77.61,,,,,
254,8/4/2023 9:21:34,85.2,82.3,77.61,,,,,
255,8/4/2023 9:21:39,85.1,82.3,77.61,,,,,
256,8/4/2023 9:21:44,85.1,82.3,77.59,,,,,
257,8/4/2023 9:21:49,85.1,82.3,77.61,,,,,
258,8/4/2023 9:21:54,84.9,82.3,77.61,,,,,
259,8/4/2023 9:21:59,85,82.3,77.63,,,,,
260,8/4/2023 9:22:04,84.9,81.9,77.63,,,,,
261,8/4/2023 9:22:09,84.9,81.9,77.63,,,,,
262,8/4/2023 9:22:14,84.9,81.9,77.61,,,,,
263,8/4/2023 9:22:19,84.9,81.9,77.63,,,,,
264,8/4/2023 9:22:24,84.8,81.9,77.61,,,,,
265,8/4/2023 9:22:29,84.8,81.5,77.63,,,,,
266,8/4/2023 9:22:34,84.8,81.9,77.63,,,,,
267,8/4/2023 9:22:39,84.8,81.9,77.61,,,,,
268,8/4/2023 9:22:44,84.7,81.9,77.63,,,,,
269,8/4/2023 9:22:49,84.7,81.9,77.63,,,,,
270,8/4/2023 9:22:54,84.7,81.5,77.61,,,,,
271,8/4/2023 9:22:59,84.7,81.9,77.63,,,,,
272,8/4/2023 9:23:04,84.7,81.9,77.63,,,,,
273,8/4/2023 9:23:09,84.7,81.9,77.63,,,,,
274,8/4/2023 9:23:14,84.7,81.5,77.61,,,,,
275,8/4/2023 9:23:19,84.7,81.2,77.61,,,,,
276,8/4/2023 9:23:24,84.7,81.9,77.63,,,,,
277,8/4/2023 9:23:29,84.6,81.5,77.63,,,,,
278,8/4/2023 9:23:34,84.6,81.9,77.61,,,,,
279,8/4/2023 9:23:39,84.5,81.5,77.61,,,,,
280,8/4/2023 9:23:44,84.6,81.5,77.68,,,,,
281,8/4/2023 9:23:49,84.6,81.2,77.63,,,,,
282,8/4/2023 9:23:54,84.6,81.5,77.63,,,,,
283,8/4/2023 9:23:59,84.6,81.5,77.63,,,,,
284,8/4/2023 9:24:04,84.6,81.9,77.63,,,,,
285,8/4/2023 9:24:09,84.6,81.5,77.63,,,,,
286,8/4/2023 9:24:14,84.6,81.5,77.67,,,,,
287,8/4/2023 9:24:19,84.6,81.5,77.63,,,,,
288,8/4/2023 9:24:24,84.5,81.5,77.63,,,,,
289,8/4/2023 9:24:29,84.5,81.9,77.63,,,,,
290,8/4/2023 9:24:34,84.5,81.5,77.67,,,,,
291,8/4/2023 9:24:39,84.5,81.2,77.63,,,,,
292,8/4/2023 9:24:44,84.6,81.5,77.63,,,,,
293,8/4/2023 9:24:49,84.5,81.5,77.67,,,,,
294,8/4/2023 9:24:54,84.5,81.5,77.67,,,,,
295,8/4/2023 9:24:59,84.5,81.9,77.63,,,,,
296,8/4/2023 9:25:04,84.5,81.2,77.67,,,,,
297,8/4/2023 9:25:09,84.5,81.5,77.67,,,,,
298,8/4/2023 9:25:14,84.5,81.9,77.63,,,,,
299,8/4/2023 9:25:19,84.5,81.2,77.63,,,,,
300,8/4/2023 9:25:24,84.5,81.2,77.63,,,,,
301,8/4/2023 9:25:29,84.5,81.5,77.67,,,,,
302,8/4/2023 9:25:34,84.5,81.2,77.67,,,,,
303,8/4/2023 9:25:39,84.5,81.2,77.63,,,,,
304,8/4/2023 9:25:44,84.5,81.2,77.68,,,,,
305,8/4/2023 9:25:49,84.5,81.5,77.67,,,,,
306,8/4/2023 9:25:54,84.5,81.5,77.68,,,,,
307,8/4/2023 9:25:59,84.5,81.2,77.67,,,,,
308,8/4/2023 9:26:04,84.5,81.2,77.67,,,,,
309,8/4/2023 9:26:09,84.5,81.2,77.67,,,,,
310,8/4/2023 9:26:14,84.5,81.5,77.67,,,,,
311,8/4/2023 9:26:19,84.5,81.2,77.68,,,,,
312,8/4/2023 9:26:24,84.5,81.2,77.63,,,,,
313,8/4/2023 9:26:29,84.5,81.9,77.68,,,,,
314,8/4/2023 9:26:34,84.5,81.5,77.67,,,,,
315,8/4/2023 9:26:39,84.4,81.2,77.63,,,,,
316,8/4/2023 9:26:44,84.5,81.9,77.67,,,,,
317,8/4/2023 9:26:49,84.5,81.2,77.67,,,,,
318,8/4/2023 9:26:54,84.5,81.5,77.67,,,,,
319,8/4/2023 9:26:59,84.5,81.5,77.67,,,,,
320,8/4/2023 9:27:04,84.5,81.2,77.67,,,,,
321,8/4/2023 9:27:09,84.5,81.5,77.67,,,,,
322,8/4/2023 9:27:14,84.5,81.2,77.68,,,,,
323,8/4/2023 9:27:19,84.4,81.5,77.63,,,,,
324,8/4/2023 9:27:24,84.5,81.2,77.68,,,,,
325,8/4/2023 9:27:29,84.5,81.2,77.67,,,,,
326,8/4/2023 9:27:34,84.5,81.2,77.67,,,,,
327,8/4/2023 9:27:39,84.5,81.2,77.68,,,,,
328,8/4/2023 9:27:44,84.4,81.2,77.67,,,,,
329,8/4/2023 9:27:49,84.5,81.2,77.67,,,,,
330,8/4/2023 9:27:54,84.4,81.2,77.67,,,,,
331,8/4/2023 9:27:59,84.5,81.5,77.67,,,,,
332,8/4/2023 9:28:04,84.5,81.2,77.68,,,,,
333,8/4/2023 9:28:09,84.4,81.2,77.63,,,,,
334,8/4/2023 9:28:14,84.5,81.9,77.67,,,,,
335,8/4/2023 9:28:19,84.5,81.5,77.68,,,,,
336,8/4/2023 9:28:24,84.5,81.2,77.67,,,,,
337,8/4/2023 9:28:29,84.5,81.2,77.67,,,,,
338,8/4/2023 9:28:34,84.5,81.2,77.67,,,,,
339,8/4/2023 9:28:39,84.5,81.2,77.67,,,,,
340,8/4/2023 9:28:44,84.5,81.2,77.67,,,,,
341,8/4/2023 9:28:49,84.5,81.2,77.67,,,,,
342,8/4/2023 9:28:54,84.5,81.5,77.68,,,,,
343,8/4/2023 9:28:59,84.5,81.2,77.7,,,,,
344,8/4/2023 9:29:04,84.5,81.2,77.68,,,,,
345,8/4/2023 9:29:09,84.4,81.2,77.7,,,,,
346,8/4/2023 9:29:14,84.5,81.2,77.68,,,,,
347,8/4/2023 9:29:19,84.5,81.2,77.7,,,,,
348,8/4/2023 9:29:24,84.4,81.5,77.68,,,,,
349,8/4/2023 9:29:29,84.4,81.2,77.67,,,,,
350,8/4/2023 9:29:34,84.5,81.2,77.67,,,,,
351,8/4/2023 9:29:39,84.5,81.5,77.68,,,,,
352,8/4/2023 9:29:44,84.4,81.2,77.68,,,,,
353,8/4/2023 9:29:49,84.5,81.2,77.67,,,,,
354,8/4/2023 9:29:54,84.4,81.2,77.67,,,,,
355,8/4/2023 9:29:59,84.5,81.2,77.67,,,,,
356,8/4/2023 9:30:04,84.5,81.2,77.67,,,,,
357,8/4/2023 9:30:09,84.5,81.2,77.67,,,,,
358,8/4/2023 9:30:14,84.4,81.2,77.67,,,,,
359,8/4/2023 9:30:19,84.4,81.2,77.67,,,,,
360,8/4/2023 9:30:24,84.4,81.2,77.68,,,,,
361,8/4/2023 9:30:29,84.5,81.2,77.67,,,,,
362,8/4/2023 9:30:34,84.4,81.2,77.68,,,,,
363,8/4/2023 9:30:39,84.4,81.2,77.68,,,,,
364,8/4/2023 9:30:44,84.4,81.2,77.67,,,,,
365,8/4/2023 9:30:49,84.4,81.2,77.67,,,,,
366,8/4/2023 9:30:54,84.4,81.2,77.68,,,,,
367,8/4/2023 9:30:59,84.4,81.2,77.67,,,,,
368,8/4/2023 9:31:04,84.5,81.2,77.67,,,,,
369,8/4/2023 9:31:09,84.5,81.2,77.68,,,,,
370,8/4/2023 9:31:14,84.4,81.2,77.67,,,,,
371,8/4/2023 9:31:19,84.5,81.2,77.68,,,,,
372,8/4/2023 9:31:24,84.4,81.5,77.67,,,,,
373,8/4/2023 9:31:29,84.4,81.2,77.67,,,,,
374,8/4/2023 9:31:34,84.4,81.2,77.68,,,,,
375,8/4/2023 9:31:39,84.5,81.2,77.68,,,,,
376,8/4/2023 9:31:44,84.5,81.2,77.68,,,,,
377,8/4/2023 9:31:49,84.4,81.9,77.68,,,,,
378,8/4/2023 9:31:54,84.5,81.2,77.68,,,,,
379,8/4/2023 9:31:59,84.5,81.2,77.67,,,,,
380,8/4/2023 9:32:04,84.5,81.2,77.67,,,,,
381,8/4/2023 9:32:09,84.5,81.2,77.68,,,,,
382,8/4/2023 9:32:14,84.4,81.2,77.7,,,,,
383,8/4/2023 9:32:19,84.4,81.5,77.7,,,,,
384,8/4/2023 9:32:24,84.4,81.2,77.68,,,,,
385,8/4/2023 9:32:29,84.4,81.2,77.68,,,,,
386,8/4/2023 9:32:34,84.5,81.2,77.68,,,,,
387,8/4/2023 9:32:39,84.4,81.5,77.67,,,,,
388,8/4/2023 9:32:44,84.4,81.2,77.68,,,,,
389,8/4/2023 9:32:49,84.4,81.5,77.68,,,,,
390,8/4/2023 9:32:54,84.4,81.5,77.68,,,,,
391,8/4/2023 9:32:59,84.5,81.5,77.68,,,,,
392,8/4/2023 9:33:04,84.5,81.2,77.68,,,,,
393,8/4/2023 9:33:09,84.5,81.2,77.7,,,,,
394,8/4/2023 9:33:14,84.4,81.2,77.7,,,,,
395,8/4/2023 9:33:19,84.4,81.2,77.72,,,,,
396,8/4/2023 9:33:24,84.4,81.2,77.68,,,,,
397,8/4/2023 9:33:29,84.5,81.2,77.7,,,,,
398,8/4/2023 9:33:34,84.4,81.2,77.68,,,,,
399,8/4/2023 9:33:39,84.4,81.2,77.68,,,,,
400,8/4/2023 9:33:44,84.5,81.2,77.7,,,,,
401,8/4/2023 9:33:49,84.4,81.5,77.68,,,,,
402,8/4/2023 9:33:54,84.4,81.2,77.68,,,,,
403,8/4/2023 9:33:59,84.4,81.2,77.68,,,,,
404,8/4/2023 9:34:04,84.5,81.2,77.68,,,,,
405,8/4/2023 9:34:09,84.4,81.2,77.7,,,,,
406,8/4/2023 9:34:14,84.5,81.2,77.68,,,,,
407,8/4/2023 9:34:19,84.4,81.2,77.7,,,,,
408,8/4/2023 9:34:24,84.4,81.5,77.68,,,,,
409,8/4/2023 9:34:29,84.4,81.2,77.68,,,,,
410,8/4/2023 9:34:34,84.4,81.2,77.7,,,,,
411,8/4/2023 9:34:39,84.4,81.2,77.7,,,,,
412,8/4/2023 9:34:44,84.4,81.2,77.72,,,,,
413,8/4/2023 9:34:49,84.4,81.2,77.72,,,,,
414,8/4/2023 9:34:54,84.5,81.5,77.7,,,,,
415,8/4/2023 9:34:59,84.4,81.2,77.7,,,,,
416,8/4/2023 9:35:04,84.4,81.5,77.68,,,,,
417,8/4/2023 9:35:09,84.5,81.2,77.7,,,,,
418,8/4/2023 9:35:14,84.4,81.2,77.7,,,,,
419,8/4/2023 9:35:19,84.4,81.2,77.7,,,,,
420,8/4/2023 9:35:24,84.5,81.5,77.72,,,,,
