Timestamp,Time (sec),SpC (uS/cm),SpC_cor,NaCl (mg/L),t*C (mg sec/L),Total Mass,Time (sec),,,,
4/6/2021 13:11,455,138.6,6.98,3.56,1619.84,1052.16,455,,,,
4/6/2021 13:11,460,138.5,6.88,3.51,1614.18,1069.7,460,,,,
4/6/2021 13:11,465,138.3,6.68,3.41,1584.29,1086.74,465,,,,
4/6/2021 13:11,470,138.3,6.68,3.41,1601.33,1103.77,470,,,,
4/6/2021 13:11,475,138.3,6.68,3.41,1618.36,1120.81,475,,,,
4/6/2021 13:12,480,138,6.38,3.25,1561.96,1137.08,480,,,,
4/6/2021 13:12,485,138,6.38,3.25,1578.23,1153.35,485,,,,
4/6/2021 13:12,490,138.1,6.48,3.31,1619.49,1169.88,490,,,,
4/6/2021 13:12,495,137.7,6.08,3.1,1535.04,1185.38,495,,,,
4/6/2021 13:12,500,137.7,6.08,3.1,1550.54,1200.89,500,,,,
4/6/2021 13:12,505,137.6,5.98,3.05,1540.29,1216.14,505,,,,
4/6/2021 13:12,510,137.5,5.88,3,1529.53,1231.13,510,,,,
4/6/2021 13:12,515,137.4,5.78,2.95,1518.26,1245.87,515,,,,
4/6/2021 13:12,520,137.2,5.58,2.85,1479.96,1260.1,520,,,,
4/6/2021 13:12,525,136.9,5.28,2.69,1413.87,1273.57,525,,,,
4/6/2021 13:12,530,136.9,5.28,2.69,1427.33,1287.03,530,,,,
4/6/2021 13:12,535,136.8,5.18,2.64,1413.51,1300.25,535,,,,
4/6/2021 13:13,540,136.9,5.28,2.69,1454.27,1313.71,540,,,,
4/6/2021 13:13,545,136.8,5.18,2.64,1439.94,1326.92,545,,,,
4/6/2021 13:13,550,136.6,4.98,2.54,1397.05,1339.62,550,,,,
4/6/2021 13:13,555,136.4,4.78,2.44,1353.14,1351.81,555,,,,
4/6/2021 13:13,560,136.2,4.58,2.34,1308.21,1363.49,560,,,,
4/6/2021 13:13,565,136.3,4.68,2.39,1348.7,1375.43,565,,,,
4/6/2021 13:13,570,135.9,4.28,2.18,1244.36,1386.34,570,,,,
4/6/2021 13:13,575,135.9,4.28,2.18,1255.27,1397.26,575,,,,
4/6/2021 13:13,580,135.9,4.28,2.18,1266.19,1408.17,580,,,,
4/6/2021 13:13,585,135.9,4.28,2.18,1277.1,1419.09,585,,,,
4/6/2021 13:13,590,135.7,4.08,2.08,1227.84,1429.49,590,,,,
4/6/2021 13:13,595,135.7,4.08,2.08,1238.24,1439.9,595,,,,
4/6/2021 13:14,600,135.6,3.98,2.03,1218.05,1450.05,600,,,,
4/6/2021 13:14,605,135.6,3.98,2.03,1228.2,1460.2,605,,,,
4/6/2021 13:14,610,135.6,3.98,2.03,1238.35,1470.35,610,,,,
4/6/2021 13:14,615,135.6,3.98,2.03,1248.5,1480.5,615,,,,
4/6/2021 13:14,620,135.4,3.78,1.93,1195.41,1490.14,620,,,,
4/6/2021 13:14,625,135.4,3.78,1.93,1205.05,1499.78,625,,,,
4/6/2021 13:14,630,135.3,3.68,1.88,1182.56,1509.17,630,,,,
4/6/2021 13:14,635,135.3,3.68,1.88,1191.95,1518.55,635,,,,
4/6/2021 13:14,640,135.1,3.48,1.78,1136.05,1527.43,640,,,,
4/6/2021 13:14,645,135.1,3.48,1.78,1144.93,1536.3,645,,,,
4/6/2021 13:14,650,134.9,3.28,1.67,1087.5,1544.67,650,,,,
4/6/2021 13:14,655,134.7,3.08,1.57,1029.06,1552.53,655,,,,
4/6/2021 13:15,660,134.8,3.18,1.62,1070.58,1560.64,660,,,,
4/6/2021 13:15,665,134.7,3.08,1.57,1044.77,1568.49,665,,,,
4/6/2021 13:15,670,134.6,2.98,1.52,1018.46,1576.09,670,,,,
4/6/2021 13:15,675,134.6,2.98,1.52,1026.06,1583.69,675,,,,
4/6/2021 13:15,680,134.5,2.88,1.47,998.98,1591.04,680,,,,
4/6/2021 13:15,685,134.3,2.68,1.37,936.45,1597.87,685,,,,
4/6/2021 13:15,690,134.4,2.78,1.42,978.48,1604.96,690,,,,
4/6/2021 13:15,695,134.4,2.78,1.42,985.57,1612.05,695,,,,
4/6/2021 13:15,700,134.4,2.78,1.42,992.66,1619.14,700,,,,
4/6/2021 13:15,705,134.3,2.68,1.37,963.79,1625.98,705,,,,
4/6/2021 13:15,710,134.3,2.68,1.37,970.63,1632.81,710,,,,
4/6/2021 13:15,715,134.1,2.48,1.27,904.53,1639.14,715,,,,
4/6/2021 13:16,720,134.1,2.48,1.27,910.86,1645.47,720,,,,
4/6/2021 13:16,725,134.1,2.48,1.27,917.19,1651.79,725,,,,
4/6/2021 13:16,730,134.1,2.48,1.27,923.51,1658.12,730,,,,
4/6/2021 13:16,735,134.1,2.48,1.27,929.84,1664.44,735,,,,
4/6/2021 13:16,740,133.9,2.28,1.16,860.68,1670.26,740,,,,
4/6/2021 13:16,745,133.8,2.18,1.11,828.5,1675.82,745,,,,
4/6/2021 13:16,750,134,2.38,1.21,910.56,1681.89,750,,,,
4/6/2021 13:16,755,133.9,2.28,1.16,878.13,1687.7,755,,,,
4/6/2021 13:16,760,133.8,2.18,1.11,845.18,1693.26,760,,,,
4/6/2021 13:16,765,133.8,2.18,1.11,850.74,1698.82,765,,,,
4/6/2021 13:16,770,133.8,2.18,1.11,856.3,1704.38,770,,,,
4/6/2021 13:16,775,133.7,2.08,1.06,822.34,1709.69,775,,,,
4/6/2021 13:17,780,133.6,1.98,1.01,787.87,1714.74,780,,,,
4/6/2021 13:17,785,133.6,1.98,1.01,792.92,1719.79,785,,,,
4/6/2021 13:17,790,133.6,1.98,1.01,797.97,1724.84,790,,,,
4/6/2021 13:17,795,133.6,1.98,1.01,803.02,1729.89,795,,,,
4/6/2021 13:17,800,133.6,1.98,1.01,808.07,1734.94,800,,,,
4/6/2021 13:17,805,133.5,1.88,0.96,772.06,1739.74,805,,,,
4/6/2021 13:17,810,133.5,1.88,0.96,776.86,1744.53,810,,,,
4/6/2021 13:17,815,133.5,1.88,0.96,781.65,1749.33,815,,,,
4/6/2021 13:17,820,133.4,1.78,0.91,744.63,1753.87,820,,,,
4/6/2021 13:17,825,133.4,1.78,0.91,749.17,1758.41,825,,,,
4/6/2021 13:17,830,133.3,1.68,0.86,711.38,1762.69,830,,,,
4/6/2021 13:17,835,133.3,1.68,0.86,715.66,1766.98,835,,,,
4/6/2021 13:18,840,133.2,1.58,0.81,677.11,1771.01,840,,,,
4/6/2021 13:18,845,133.2,1.58,0.81,681.14,1775.04,845,,,,
4/6/2021 13:18,850,133.2,1.58,0.81,685.17,1779.07,850,,,,
4/6/2021 13:18,855,133.2,1.58,0.81,689.2,1783.1,855,,,,
4/6/2021 13:18,860,133.1,1.48,0.76,649.37,1786.88,860,,,,
4/6/2021 13:18,865,133.1,1.48,0.76,653.15,1790.65,865,,,,
4/6/2021 13:18,870,133,1.38,0.7,612.55,1794.17,870,,,,
4/6/2021 13:18,875,133,1.38,0.7,616.07,1797.69,875,,,,
4/6/2021 13:18,880,133,1.38,0.7,619.59,1801.21,880,,,,
4/6/2021 13:18,885,133,1.38,0.7,623.11,1804.73,885,,,,
4/6/2021 13:18,890,133,1.38,0.7,626.63,1808.25,890,,,,
4/6/2021 13:18,895,132.8,1.18,0.6,538.86,1811.27,895,,,,
4/6/2021 13:19,900,133,1.38,0.7,633.68,1814.79,900,,,,
4/6/2021 13:19,905,132.9,1.28,0.65,591.04,1818.05,905,,,,
4/6/2021 13:19,910,132.9,1.28,0.65,594.31,1821.32,910,,,,
4/6/2021 13:19,915,132.9,1.28,0.65,597.57,1824.58,915,,,,
4/6/2021 13:19,920,132.9,1.28,0.65,600.84,1827.85,920,,,,
4/6/2021 13:19,925,132.8,1.18,0.6,556.93,1830.86,925,,,,
4/6/2021 13:19,930,132.8,1.18,0.6,559.94,1833.87,930,,,,
4/6/2021 13:19,935,132.8,1.18,0.6,562.95,1836.88,935,,,,
4/6/2021 13:19,940,132.8,1.18,0.6,565.96,1839.89,940,,,,
4/6/2021 13:19,945,132.8,1.18,0.6,568.97,1842.9,945,,,,
4/6/2021 13:19,950,132.7,1.08,0.55,523.53,1845.65,950,,,,
4/6/2021 13:19,955,132.7,1.08,0.55,526.28,1848.41,955,,,,
4/6/2021 13:20,960,132.8,1.18,0.6,578,1851.42,960,,,,
4/6/2021 13:20,965,132.8,1.18,0.6,581.01,1854.43,965,,,,
4/6/2021 13:20,970,132.6,0.98,0.5,485.08,1856.93,970,,,,
4/6/2021 13:20,975,132.7,1.08,0.55,537.31,1859.69,975,,,,
4/6/2021 13:20,980,132.7,1.08,0.55,540.06,1862.44,980,,,,
4/6/2021 13:20,985,132.6,0.98,0.5,492.58,1864.94,985,,,,
4/6/2021 13:20,990,132.6,0.98,0.5,495.08,1867.44,990,,,,
4/6/2021 13:20,995,132.6,0.98,0.5,497.58,1869.94,995,,,,
4/6/2021 13:20,1000,132.6,0.98,0.5,500.08,1872.44,1000,,,,
4/6/2021 13:20,1005,132.5,0.88,0.45,451.33,1874.69,1005,,,,
4/6/2021 13:20,1010,132.5,0.88,0.45,453.57,1876.93,1010,,,,
4/6/2021 13:20,1015,132.5,0.88,0.45,455.82,1879.18,1015,,,,
4/6/2021 13:21,1020,132.5,0.88,0.45,458.07,1881.43,1020,,,,
4/6/2021 13:21,1025,132.5,0.88,0.45,460.31,1883.67,1025,,,,
4/6/2021 13:21,1030,132.5,0.88,0.45,462.56,1885.92,1030,,,,
4/6/2021 13:21,1035,132.5,0.88,0.45,464.8,1888.16,1035,,,,
4/6/2021 13:21,1040,132.5,0.88,0.45,467.05,1890.41,1040,,,,
4/6/2021 13:21,1045,132.5,0.88,0.45,469.29,1892.65,1045,,,,
4/6/2021 13:21,1050,132.4,0.78,0.4,417.99,1894.64,1050,,,,
4/6/2021 13:21,1055,132.5,0.88,0.45,473.78,1896.89,1055,,,,
4/6/2021 13:21,1060,132.4,0.78,0.4,421.97,1898.88,1060,,,,
4/6/2021 13:21,1065,132.4,0.78,0.4,423.96,1900.87,1065,,,,
4/6/2021 13:21,1070,132.4,0.78,0.4,425.95,1902.86,1070,,,,
4/6/2021 13:21,1075,132.4,0.78,0.4,427.94,1904.85,1075,,,,
4/6/2021 13:22,1080,132.4,0.78,0.4,429.93,1906.84,1080,,,,
4/6/2021 13:22,1085,132.4,0.78,0.4,431.92,1908.83,1085,,,,
4/6/2021 13:22,1090,132.4,0.78,0.4,433.91,1910.82,1090,,,,
4/6/2021 13:22,1095,132.3,0.68,0.35,380.06,1912.56,1095,,,,
4/6/2021 13:22,1100,132.3,0.68,0.35,381.79,1914.29,1100,,,,
4/6/2021 13:22,1105,132.4,0.78,0.4,439.88,1916.28,1105,,,,
4/6/2021 13:22,1110,132.3,0.68,0.35,385.26,1918.02,1110,,,,
4/6/2021 13:22,1115,132.3,0.68,0.35,387,1919.75,1115,,,,
4/6/2021 13:22,1120,132.3,0.68,0.35,388.73,1921.49,1120,,,,
4/6/2021 13:22,1125,132.3,0.68,0.35,390.47,1923.22,1125,,,,
4/6/2021 13:22,1130,132.3,0.68,0.35,392.2,1924.96,1130,,,,
4/6/2021 13:22,1135,132.3,0.68,0.35,393.94,1926.7,1135,,,,
4/6/2021 13:23,1140,132.3,0.68,0.35,395.68,1928.43,1140,,,,
4/6/2021 13:23,1145,132.3,0.68,0.35,397.41,1930.17,1145,,,,
4/6/2021 13:23,1150,132.2,0.58,0.3,340.5,1931.65,1150,,,,
4/6/2021 13:23,1155,132.2,0.58,0.3,341.98,1933.13,1155,,,,
4/6/2021 13:23,1160,132.3,0.68,0.35,402.62,1934.86,1160,,,,
4/6/2021 13:23,1165,132.2,0.58,0.3,344.94,1936.34,1165,,,,
4/6/2021 13:23,1170,132.2,0.58,0.3,346.42,1937.82,1170,,,,
4/6/2021 13:23,1175,132.2,0.58,0.3,347.9,1939.3,1175,,,,
4/6/2021 13:23,1180,132.2,0.58,0.3,349.38,1940.78,1180,,,,
4/6/2021 13:23,1185,132.2,0.58,0.3,350.86,1942.26,1185,,,,
4/6/2021 13:23,1190,132.2,0.58,0.3,352.34,1943.74,1190,,,,
4/6/2021 13:23,1195,132.2,0.58,0.3,353.82,1945.23,1195,,,,
4/6/2021 13:24,1200,132.2,0.58,0.3,355.3,1946.71,1200,,,,
4/6/2021 13:24,1205,132.2,0.58,0.3,356.78,1948.19,1205,,,,
4/6/2021 13:24,1210,132.2,0.58,0.3,358.26,1949.67,1210,,,,
4/6/2021 13:24,1215,132.2,0.58,0.3,359.74,1951.15,1215,,,,
4/6/2021 13:24,1220,132.2,0.58,0.3,361.22,1952.63,1220,,,,
4/6/2021 13:24,1225,132.2,0.58,0.3,362.7,1954.11,1225,,,,
4/6/2021 13:24,1230,132.2,0.58,0.3,364.18,1955.59,1230,,,,
4/6/2021 13:24,1235,132.2,0.58,0.3,365.66,1957.07,1235,,,,
4/6/2021 13:24,1240,132.2,0.58,0.3,367.14,1958.55,1240,,,,
4/6/2021 13:24,1245,132.2,0.58,0.3,368.62,1960.03,1245,,,,
4/6/2021 13:24,1250,132.2,0.58,0.3,370.1,1961.51,1250,,,,
4/6/2021 13:24,1255,132.2,0.58,0.3,371.58,1962.99,1255,,,,
4/6/2021 13:25,1260,132.2,0.58,0.3,373.07,1964.47,1260,,,,
4/6/2021 13:25,1265,132.2,0.58,0.3,374.55,1965.95,1265,,,,
4/6/2021 13:25,1270,132.2,0.58,0.3,376.03,1967.43,1270,,,,
4/6/2021 13:25,1275,132.2,0.58,0.3,377.51,1968.91,1275,,,,
4/6/2021 13:25,1280,132.2,0.58,0.3,378.99,1970.39,1280,,,,
4/6/2021 13:25,1285,132.2,0.58,0.3,380.47,1971.87,1285,,,,
4/6/2021 13:25,1290,132.1,0.48,0.25,316.16,1973.1,1290,,,,
4/6/2021 13:25,1295,132.2,0.58,0.3,383.43,1974.58,1295,,,,
4/6/2021 13:25,1300,132.1,0.48,0.25,318.61,1975.8,1300,,,,
4/6/2021 13:25,1305,132.1,0.48,0.25,319.83,1977.03,1305,,,,
4/6/2021 13:25,1310,132.2,0.58,0.3,387.87,1978.51,1310,,,,
4/6/2021 13:25,1315,132.2,0.58,0.3,389.35,1979.99,1315,,,,
4/6/2021 13:26,1320,132.1,0.48,0.25,323.51,1981.22,1320,,,,
4/6/2021 13:26,1325,132.1,0.48,0.25,324.74,1982.44,1325,,,,
4/6/2021 13:26,1330,132.2,0.58,0.3,393.79,1983.92,1330,,,,
4/6/2021 13:26,1335,132.1,0.48,0.25,327.19,1985.15,1335,,,,
4/6/2021 13:26,1340,132.1,0.48,0.25,328.41,1986.37,1340,,,,
4/6/2021 13:26,1345,132.2,0.58,0.3,398.23,1987.85,1345,,,,
4/6/2021 13:26,1350,132.1,0.48,0.25,330.86,1989.08,1350,,,,
4/6/2021 13:26,1355,132.1,0.48,0.25,332.09,1990.3,1355,,,,
4/6/2021 13:26,1360,132.1,0.48,0.25,333.31,1991.53,1360,,,,
4/6/2021 13:26,1365,132.1,0.48,0.25,334.54,1992.75,1365,,,,
4/6/2021 13:26,1370,132.1,0.48,0.25,335.76,1993.98,1370,,,,
4/6/2021 13:26,1375,132.1,0.48,0.25,336.99,1995.21,1375,,,,
4/6/2021 13:27,1380,132.1,0.48,0.25,338.22,1996.43,1380,,,,
4/6/2021 13:27,1385,132.1,0.48,0.25,339.44,1997.66,1385,,,,
4/6/2021 13:27,1390,132.2,0.58,0.3,411.56,1999.14,1390,,,,
4/6/2021 13:27,1395,132.1,0.48,0.25,341.89,2000.36,1395,,,,
4/6/2021 13:27,1400,132.1,0.48,0.25,343.12,2001.59,1400,,,,
4/6/2021 13:27,1405,132.1,0.48,0.25,344.34,2002.81,1405,,,,
4/6/2021 13:27,1410,132.1,0.48,0.25,345.57,2004.04,1410,,,,
4/6/2021 13:27,1415,132.1,0.48,0.25,346.79,2005.26,1415,,,,
4/6/2021 13:27,1420,132.1,0.48,0.25,348.02,2006.49,1420,,,,
4/6/2021 13:27,1425,132.1,0.48,0.25,349.24,2007.71,1425,,,,
4/6/2021 13:27,1430,132.1,0.48,0.25,350.47,2008.94,1430,,,,
4/6/2021 13:27,1435,132.1,0.48,0.25,351.69,2010.17,1435,,,,
4/6/2021 13:28,1440,132.1,0.48,0.25,352.92,2011.39,1440,,,,
4/6/2021 13:28,1445,132.1,0.48,0.25,354.15,2012.62,1445,,,,
4/6/2021 13:28,1450,132.1,0.48,0.25,355.37,2013.84,1450,,,,
4/6/2021 13:28,1455,132.1,0.48,0.25,356.6,2015.07,1455,,,,
4/6/2021 13:28,1460,132.1,0.48,0.25,357.82,2016.29,1460,,,,
4/6/2021 13:28,1465,132.1,0.48,0.25,359.05,2017.52,1465,,,,
4/6/2021 13:28,1470,132.1,0.48,0.25,360.27,2018.74,1470,,,,
4/6/2021 13:28,1475,132.1,0.48,0.25,361.5,2019.97,1475,,,,
4/6/2021 13:28,1480,132.1,0.48,0.25,362.72,2021.19,1480,,,,
4/6/2021 13:28,1485,132,0.38,0.19,288.21,2022.16,1485,,,,
4/6/2021 13:28,1490,132,0.38,0.19,289.18,2023.13,1490,,,,
4/6/2021 13:28,1495,132.1,0.48,0.25,366.4,2024.36,1495,,,,
4/6/2021 13:29,1500,132.1,0.48,0.25,367.63,2025.59,1500,,,,
4/6/2021 13:29,1505,132.1,0.48,0.25,368.85,2026.81,1505,,,,
4/6/2021 13:29,1510,132.1,0.48,0.25,370.08,2028.04,1510,,,,
4/6/2021 13:29,1515,132.1,0.48,0.25,371.3,2029.26,1515,,,,
4/6/2021 13:29,1520,132.1,0.48,0.25,372.53,2030.49,1520,,,,
4/6/2021 13:29,1525,132.1,0.48,0.25,373.75,2031.71,1525,,,,
4/6/2021 13:29,1530,132,0.38,0.19,296.95,2032.68,1530,,,,
4/6/2021 13:29,1535,132.1,0.48,0.25,376.2,2033.91,1535,,,,
4/6/2021 13:29,1540,132.1,0.48,0.25,377.43,2035.13,1540,,,,
4/6/2021 13:29,1545,132.1,0.48,0.25,378.65,2036.36,1545,,,,
4/6/2021 13:29,1550,132.1,0.48,0.25,379.88,2037.58,1550,,,,
4/6/2021 13:29,1555,132.1,0.48,0.25,381.1,2038.81,1555,,,,
4/6/2021 13:30,1560,132,0.38,0.19,302.77,2039.78,1560,,,,
4/6/2021 13:30,1565,132.1,0.48,0.25,383.56,2041.01,1565,,,,
4/6/2021 13:30,1570,132.1,0.48,0.25,384.78,2042.23,1570,,,,
4/6/2021 13:30,1575,132.1,0.48,0.25,386.01,2043.46,1575,,,,
4/6/2021 13:30,1580,132.2,0.58,0.3,467.81,2044.94,1580,,,,
4/6/2021 13:30,1585,132.1,0.48,0.25,388.46,2046.16,1585,,,,
4/6/2021 13:30,1590,132,0.38,0.19,308.59,2047.13,1590,,,,
4/6/2021 13:30,1595,132.1,0.48,0.25,390.91,2048.36,1595,,,,
4/6/2021 13:30,1600,132.1,0.48,0.25,392.13,2049.58,1600,,,,
4/6/2021 13:30,1605,132.1,0.48,0.25,393.36,2050.81,1605,,,,
4/6/2021 13:30,1610,132.1,0.48,0.25,394.58,2052.03,1610,,,,
4/6/2021 13:30,1615,132.1,0.48,0.25,395.81,2053.26,1615,,,,
4/6/2021 13:31,1620,132,0.38,0.19,314.42,2054.23,1620,,,,
4/6/2021 13:31,1625,132.1,0.48,0.25,398.26,2055.46,1625,,,,
4/6/2021 13:31,1630,132.2,0.58,0.3,482.62,2056.94,1630,,,,
4/6/2021 13:31,1635,132.1,0.48,0.25,400.71,2058.16,1635,,,,
4/6/2021 13:31,1640,132.1,0.48,0.25,401.94,2059.39,1640,,,,
4/6/2021 13:31,1645,132.1,0.48,0.25,403.16,2060.61,1645,,,,
4/6/2021 13:31,1650,132.1,0.48,0.25,404.39,2061.84,1650,,,,
4/6/2021 13:31,1655,132.1,0.48,0.25,405.61,2063.06,1655,,,,
4/6/2021 13:31,1660,132.2,0.58,0.3,491.5,2064.54,1660,,,,
4/6/2021 13:31,1665,132.1,0.48,0.25,408.06,2065.77,1665,,,,
4/6/2021 13:31,1670,132.2,0.58,0.3,494.46,2067.25,1670,,,,
4/6/2021 13:31,1675,132.1,0.48,0.25,410.51,2068.48,1675,,,,
