Date,SpC
2023-08-23T05:00:00Z,94.5
2023-08-23T06:00:00Z,94
2023-08-23T07:00:00Z,95
2023-08-23T08:00:00Z,96.4
2023-08-23T09:00:00Z,97.6
2023-08-23T10:00:00Z,99
2023-08-23T11:00:00Z,100.1
2023-08-23T12:00:00Z,100.3
2023-08-23T13:00:00Z,101.7
2023-08-23T14:00:00Z,100
2023-08-23T15:00:00Z,105.7
2023-08-23T16:00:00Z,106.7
2023-08-23T17:00:00Z,108.4
2023-08-23T18:00:00Z,108.6
2023-08-23T19:00:00Z,110.9
2023-08-23T20:00:00Z,111.1
2023-08-23T21:00:00Z,111.7
2023-08-23T22:00:00Z,112.5
2023-08-23T23:00:00Z,111.1
2023-08-24T00:00:00Z,110.1
2023-08-24T01:00:00Z,108.8
2023-08-24T02:00:00Z,107.2
2023-08-24T03:00:00Z,105.6
2023-08-24T04:00:00Z,103.6
2023-08-24T05:00:00Z,102.1
2023-08-24T06:00:00Z,101
2023-08-24T07:00:00Z,100.3
2023-08-24T08:00:00Z,101.8
2023-08-24T09:00:00Z,102.7
2023-08-24T10:00:00Z,103.1
2023-08-24T11:00:00Z,104.3
2023-08-24T12:00:00Z,105.7
2023-08-24T13:00:00Z,106.6
2023-08-24T14:00:00Z,109.4
2023-08-24T15:00:00Z,111.7
2023-08-24T16:00:00Z,114.4
2023-08-24T17:00:00Z,115.2
2023-08-24T18:00:00Z,115.6
2023-08-24T19:00:00Z,116.3
2023-08-24T20:00:00Z,116
2023-08-24T21:00:00Z,118.1
2023-08-24T22:00:00Z,117.9
2023-08-24T23:00:00Z,117.7
2023-08-25T00:00:00Z,118.3
2023-08-25T01:00:00Z,117.3
2023-08-25T02:00:00Z,118.1
2023-08-25T03:00:00Z,116.2
2023-08-25T04:00:00Z,115
2023-08-25T05:00:00Z,114.9
2023-08-25T06:00:00Z,123.4
2023-08-25T07:00:00Z,120.6
2023-08-25T08:00:00Z,117.8
2023-08-25T09:00:00Z,116.9
2023-08-25T10:00:00Z,117.4
2023-08-25T11:00:00Z,117.7
2023-08-25T12:00:00Z,119.3
2023-08-25T13:00:00Z,120
2023-08-25T14:00:00Z,120.3
2023-08-25T15:00:00Z,125.9
2023-08-25T16:00:00Z,128.2
2023-08-25T17:00:00Z,117.6
2023-08-25T18:00:00Z,108.1
2023-08-25T19:00:00Z,100.5
2023-08-25T20:00:00Z,94.6
2023-08-25T21:00:00Z,110.2
2023-08-25T22:00:00Z,119.2
2023-08-25T23:00:00Z,120.4
2023-08-26T00:00:00Z,127
2023-08-26T01:00:00Z,132.2
2023-08-26T02:00:00Z,131.1
2023-08-26T03:00:00Z,129.6
2023-08-26T04:00:00Z,127.7
2023-08-26T05:00:00Z,125.6
2023-08-26T06:00:00Z,125.1
2023-08-26T07:00:00Z,123.5
2023-08-26T08:00:00Z,123
2023-08-26T09:00:00Z,122.4
2023-08-26T10:00:00Z,122
2023-08-26T11:00:00Z,122.2
2023-08-26T12:00:00Z,123.8
2023-08-26T13:00:00Z,125.8
2023-08-26T14:00:00Z,127.1
2023-08-26T15:00:00Z,130.6
2023-08-26T16:00:00Z,131.8
2023-08-26T17:00:00Z,134
2023-08-26T18:00:00Z,124.3
2023-08-26T19:00:00Z,114.5
2023-08-26T20:00:00Z,109.9
2023-08-26T21:00:00Z,107.4
2023-08-26T22:00:00Z,106.5
2023-08-26T23:00:00Z,107.2
2023-08-27T00:00:00Z,108.7
2023-08-27T01:00:00Z,111.3
2023-08-27T02:00:00Z,132.6
2023-08-27T03:00:00Z,134.9
2023-08-27T04:00:00Z,134
2023-08-27T05:00:00Z,134.2
2023-08-27T06:00:00Z,133.3
2023-08-27T07:00:00Z,132.4
2023-08-27T08:00:00Z,131.8
2023-08-27T09:00:00Z,132.2
2023-08-27T10:00:00Z,131.7
2023-08-27T11:00:00Z,132.6
2023-08-27T12:00:00Z,132.2
2023-08-27T13:00:00Z,132.3
2023-08-27T14:00:00Z,130.1
2023-08-27T15:00:00Z,132.8
2023-08-27T16:00:00Z,123.1
2023-08-27T17:00:00Z,112.1
2023-08-27T18:00:00Z,107.7
2023-08-27T19:00:00Z,105
2023-08-27T20:00:00Z,103
2023-08-27T21:00:00Z,101.4
2023-08-27T22:00:00Z,100.5
2023-08-27T23:00:00Z,100.6
2023-08-28T00:00:00Z,100
2023-08-28T01:00:00Z,100.2
2023-08-28T02:00:00Z,101.7
2023-08-28T03:00:00Z,102.3
2023-08-28T04:00:00Z,105.2
2023-08-28T05:00:00Z,108
2023-08-28T06:00:00Z,114.9
2023-08-28T07:00:00Z,135.9
2023-08-28T08:00:00Z,143.4
2023-08-28T09:00:00Z,147.3
2023-08-28T10:00:00Z,146
2023-08-28T11:00:00Z,146.9
2023-08-28T12:00:00Z,147.7
2023-08-28T13:00:00Z,148.8
2023-08-28T14:00:00Z,131.7
2023-08-28T15:00:00Z,122.5
2023-08-28T16:00:00Z,120.6
2023-08-28T17:00:00Z,118.4
2023-08-28T18:00:00Z,116.9
2023-08-28T19:00:00Z,115.2
2023-08-28T20:00:00Z,114.7
2023-08-28T21:00:00Z,114
2023-08-28T22:00:00Z,113.7
2023-08-28T23:00:00Z,113.4
2023-08-29T00:00:00Z,112.6
2023-08-29T01:00:00Z,115.3
2023-08-29T02:00:00Z,112.6
2023-08-29T03:00:00Z,109.5
2023-08-29T04:00:00Z,108.1
2023-08-29T05:00:00Z,109.2
2023-08-29T06:00:00Z,111.7
2023-08-29T07:00:00Z,118.2
2023-08-29T08:00:00Z,137
2023-08-29T09:00:00Z,148.2
2023-08-29T10:00:00Z,149.8
2023-08-29T11:00:00Z,150.4
2023-08-29T12:00:00Z,150.8
2023-08-29T13:00:00Z,148.1
2023-08-29T14:00:00Z,136.8
2023-08-29T15:00:00Z,129.9
2023-08-29T16:00:00Z,123.1
2023-08-29T17:00:00Z,122.2
2023-08-29T18:00:00Z,121.9
2023-08-29T19:00:00Z,126.4
2023-08-29T20:00:00Z,127.6
2023-08-29T21:00:00Z,134.6
2023-08-29T22:00:00Z,137.2
2023-08-29T23:00:00Z,145
2023-08-30T00:00:00Z,147.7
2023-08-30T01:00:00Z,137.6
2023-08-30T02:00:00Z,129.3
2023-08-30T03:00:00Z,128.1
2023-08-30T04:00:00Z,126.9
2023-08-30T05:00:00Z,128.2
2023-08-30T06:00:00Z,129
2023-08-30T07:00:00Z,126.6
2023-08-30T08:00:00Z,123.6
2023-08-30T09:00:00Z,119.9
2023-08-30T10:00:00Z,115
2023-08-30T11:00:00Z,109.9
2023-08-30T12:00:00Z,105.2
2023-08-30T13:00:00Z,102.8
2023-08-30T14:00:00Z,101.1
2023-08-30T15:00:00Z,99.1
2023-08-30T16:00:00Z,96.7
2023-08-30T17:00:00Z,95.2
2023-08-30T18:00:00Z,93.3
2023-08-30T19:00:00Z,91.5
2023-08-30T20:00:00Z,89.8
2023-08-30T21:00:00Z,88.2
2023-08-30T22:00:00Z,87.6
2023-08-30T23:00:00Z,86.7
2023-08-31T00:00:00Z,85.6
2023-08-31T01:00:00Z,84.6
2023-08-31T02:00:00Z,83.9
2023-08-31T03:00:00Z,83.4
2023-08-31T04:00:00Z,82.5
2023-08-31T05:00:00Z,81.8
2023-08-31T06:00:00Z,81.1
2023-08-31T07:00:00Z,80.8
2023-08-31T08:00:00Z,80.4
2023-08-31T09:00:00Z,80.2
2023-08-31T10:00:00Z,80.2
2023-08-31T11:00:00Z,80.4
2023-08-31T12:00:00Z,80.5
2023-08-31T13:00:00Z,78.3
2023-08-31T14:00:00Z,79.7
2023-08-31T15:00:00Z,80.3
2023-08-31T16:00:00Z,79.9
2023-08-31T17:00:00Z,79.9
2023-08-31T18:00:00Z,79.9
2023-08-31T19:00:00Z,79.7
2023-08-31T20:00:00Z,79.4
2023-08-31T21:00:00Z,79.6
2023-08-31T22:00:00Z,80.2
2023-08-31T23:00:00Z,79.5
2023-09-01T00:00:00Z,79.8
2023-09-01T01:00:00Z,80.5
2023-09-01T02:00:00Z,80.6
2023-09-01T03:00:00Z,80.7
2023-09-01T04:00:00Z,80.9
2023-09-01T05:00:00Z,80.8
2023-09-01T06:00:00Z,80.9
2023-09-01T07:00:00Z,81.1
2023-09-01T08:00:00Z,81.3
2023-09-01T09:00:00Z,81.6
2023-09-01T10:00:00Z,82.2
2023-09-01T11:00:00Z,82.2
2023-09-01T12:00:00Z,81.7
2023-09-01T13:00:00Z,81.6
2023-09-01T14:00:00Z,82.1
2023-09-01T15:00:00Z,82.5
2023-09-01T16:00:00Z,82.4
2023-09-01T17:00:00Z,82.3
2023-09-01T18:00:00Z,81.4
2023-09-01T19:00:00Z,81.1
2023-09-01T20:00:00Z,82.1
2023-09-01T21:00:00Z,83.3
2023-09-01T22:00:00Z,84.3
2023-09-01T23:00:00Z,84.3
2023-09-02T00:00:00Z,83.6
2023-09-02T01:00:00Z,83.2
2023-09-02T02:00:00Z,82.8
2023-09-02T03:00:00Z,82.2
2023-09-02T04:00:00Z,82.1
2023-09-02T05:00:00Z,82
2023-09-02T06:00:00Z,81.8
2023-09-02T07:00:00Z,81.9
2023-09-02T08:00:00Z,81.7
2023-09-02T09:00:00Z,81.7
2023-09-02T10:00:00Z,81.7
2023-09-02T11:00:00Z,81.4
2023-09-02T12:00:00Z,81.2
2023-09-02T13:00:00Z,81.2
2023-09-02T14:00:00Z,81.2
2023-09-02T15:00:00Z,81.7
2023-09-02T16:00:00Z,81.9
2023-09-02T17:00:00Z,81.8
2023-09-02T18:00:00Z,81.6
2023-09-02T19:00:00Z,81.7
2023-09-02T20:00:00Z,80
2023-09-02T21:00:00Z,80
2023-09-02T22:00:00Z,79.8
2023-09-02T23:00:00Z,79.9
2023-09-03T00:00:00Z,79.8
2023-09-03T01:00:00Z,80.1
2023-09-03T02:00:00Z,80.2
2023-09-03T03:00:00Z,80.4
2023-09-03T04:00:00Z,80.8
2023-09-03T05:00:00Z,81.1
2023-09-03T06:00:00Z,81.3
2023-09-03T07:00:00Z,81.2
2023-09-03T08:00:00Z,81.4
2023-09-03T09:00:00Z,81.9
2023-09-03T10:00:00Z,82.5
2023-09-03T11:00:00Z,84.3
2023-09-03T12:00:00Z,84.6
2023-09-03T13:00:00Z,83.5
2023-09-03T14:00:00Z,84.9
2023-09-03T15:00:00Z,85.9
2023-09-03T16:00:00Z,85.9
2023-09-03T17:00:00Z,85.9
2023-09-03T18:00:00Z,84.8
2023-09-03T19:00:00Z,86.4
2023-09-03T20:00:00Z,85.4
2023-09-03T21:00:00Z,85.4
2023-09-03T22:00:00Z,85.2
2023-09-03T23:00:00Z,84.9
2023-09-04T00:00:00Z,84.8
2023-09-04T01:00:00Z,84.8
2023-09-04T02:00:00Z,84.9
2023-09-04T03:00:00Z,85.1
2023-09-04T04:00:00Z,85.1
2023-09-04T05:00:00Z,85.3
2023-09-04T06:00:00Z,85
2023-09-04T07:00:00Z,85.3
2023-09-04T08:00:00Z,85.9
2023-09-04T09:00:00Z,86.6
2023-09-04T10:00:00Z,87.4
2023-09-04T11:00:00Z,88.3
2023-09-04T12:00:00Z,85.3
2023-09-04T13:00:00Z,86
2023-09-04T14:00:00Z,87.7
2023-09-04T15:00:00Z,91
2023-09-04T16:00:00Z,91.6
2023-09-04T17:00:00Z,91.4
2023-09-04T18:00:00Z,91
2023-09-04T19:00:00Z,90.5
2023-09-04T20:00:00Z,90.2
2023-09-04T21:00:00Z,90.4
2023-09-04T22:00:00Z,89.9
2023-09-04T23:00:00Z,89.2
2023-09-05T00:00:00Z,88.3
2023-09-05T01:00:00Z,88.1
2023-09-05T02:00:00Z,88
2023-09-05T03:00:00Z,88.4
2023-09-05T04:00:00Z,88.8
2023-09-05T05:00:00Z,89.1
2023-09-05T06:00:00Z,89.4
2023-09-05T07:00:00Z,89.7
2023-09-05T08:00:00Z,90.3
2023-09-05T09:00:00Z,91.4
2023-09-05T10:00:00Z,92.4
2023-09-05T11:00:00Z,93.2
2023-09-05T12:00:00Z,94
2023-09-05T13:00:00Z,94.5
2023-09-05T14:00:00Z,95.6
2023-09-05T15:00:00Z,97.1
2023-09-05T16:00:00Z,98.2
2023-09-05T17:00:00Z,98.3
2023-09-05T18:00:00Z,98.6
2023-09-05T19:00:00Z,98.8
2023-09-05T20:00:00Z,98.7
2023-09-05T21:00:00Z,99.3
2023-09-05T22:00:00Z,98.6
2023-09-05T23:00:00Z,98.1
2023-09-06T00:00:00Z,97.8
2023-09-06T01:00:00Z,97.3
2023-09-06T02:00:00Z,97.1
2023-09-06T03:00:00Z,96.7
2023-09-06T04:00:00Z,97.6
2023-09-06T05:00:00Z,97.2
2023-09-06T06:00:00Z,97.6
2023-09-06T07:00:00Z,98.2
2023-09-06T08:00:00Z,99
2023-09-06T09:00:00Z,100.2
2023-09-06T10:00:00Z,101.9
2023-09-06T11:00:00Z,102.3
2023-09-06T12:00:00Z,104.3
2023-09-06T13:00:00Z,104.9
2023-09-06T14:00:00Z,106.2
2023-09-06T15:00:00Z,107.6
2023-09-06T16:00:00Z,108.3
2023-09-06T17:00:00Z,108.5
2023-09-06T18:00:00Z,108.8
2023-09-06T19:00:00Z,109.1
2023-09-06T20:00:00Z,109.7
2023-09-06T21:00:00Z,109.5
2023-09-06T22:00:00Z,109
2023-09-06T23:00:00Z,108.6
2023-09-07T00:00:00Z,107.3
2023-09-07T01:00:00Z,106.5
2023-09-07T02:00:00Z,105.8
2023-09-07T03:00:00Z,104.8
2023-09-07T04:00:00Z,104.4
2023-09-07T05:00:00Z,104
2023-09-07T06:00:00Z,104.1
2023-09-07T07:00:00Z,104.6
2023-09-07T08:00:00Z,105.6
2023-09-07T09:00:00Z,107.2
2023-09-07T10:00:00Z,109
2023-09-07T11:00:00Z,110
2023-09-07T12:00:00Z,113.1
2023-09-07T13:00:00Z,114.6
2023-09-07T14:00:00Z,115.7
2023-09-07T15:00:00Z,117.9
2023-09-07T16:00:00Z,118.4
2023-09-07T17:00:00Z,118.8
2023-09-07T18:00:00Z,119.1
2023-09-07T19:00:00Z,118.9
2023-09-07T20:00:00Z,119.3
2023-09-07T21:00:00Z,119.6
2023-09-07T22:00:00Z,120.7
2023-09-07T23:00:00Z,121.1
2023-09-08T00:00:00Z,121.3
2023-09-08T01:00:00Z,121
2023-09-08T02:00:00Z,120.2
2023-09-08T03:00:00Z,119.8
2023-09-08T04:00:00Z,118.7
2023-09-08T05:00:00Z,118.8
2023-09-08T06:00:00Z,118.4
2023-09-08T07:00:00Z,117.7
2023-09-08T08:00:00Z,117
2023-09-08T09:00:00Z,117.6
2023-09-08T10:00:00Z,117.8
2023-09-08T11:00:00Z,119
2023-09-08T12:00:00Z,121.5
2023-09-08T13:00:00Z,123
NA,224.2
NA,227.4
NA,230.4
NA,232
NA,232.8
NA,233.9
NA,233.9
NA,235.1
NA,235.9
NA,236.7
NA,237.1
NA,237.3
NA,237.4
NA,236.6
NA,235.7
NA,235
NA,233.4
NA,231.9
NA,232.2
NA,233.9
NA,236.4
NA,239.7
NA,241.8
NA,245
NA,246.6
NA,249
NA,252.1
NA,254.1
NA,255
NA,252.7
NA,250.5
NA,247.4
NA,156.8
NA,200.8
NA,239.3
NA,255.6
NA,255.7
NA,255.3
NA,254.4
NA,253.4
NA,252.1
NA,251.2
NA,251.3
NA,251.9
NA,253
NA,255.9
NA,257.9
NA,259.9
NA,264.2
NA,260.7
NA,188
NA,88.5
NA,197.7
NA,256.2
NA,272.9
NA,277.2
NA,277.7
NA,277.7
NA,278.5
NA,280.3
NA,282.1
NA,284.2
NA,285.1
NA,284.4
NA,266.2
NA,124
NA,243.2
NA,210.5
NA,239.3
NA,236.1
NA,241.5
NA,248.6
NA,239.3
NA,243.1
NA,238.6
NA,237.1
NA,238.7
NA,239.3
NA,239
NA,238.3
NA,237.3
NA,237.7
NA,239
NA,240.7
NA,242.8
NA,245.6
NA,247.4
NA,248.3
NA,249.5
NA,249.3
NA,248
NA,247.5
NA,247.9
NA,247.7
NA,247.2
NA,246
NA,244.6
NA,242.8
NA,241
NA,238.8
NA,237.2
NA,236.5
NA,236.9
NA,238.3
NA,240.2
