Plot Title: Bradford_6a_baro,,,,,,,,
#,Date,"Time, GMT-04:01","Abs Pres, psi (LGR S/N: 21248140, SEN S/N: 21248140)","Temp, °F (LGR S/N: 21248140, SEN S/N: 21248140)",Coupler Detached (LGR S/N: 21248140),Coupler Attached (LGR S/N: 21248140),Host Connected (LGR S/N: 21248140),End Of File (LGR S/N: 21248140)
46,9/14/2022,22:15:00,14.6812,76.181,,,,
47,9/14/2022,22:30:00,14.6812,76.181,,,,
48,9/14/2022,22:45:00,14.6797,76.181,,,,
49,9/14/2022,23:00:00,14.6783,76.181,,,,
50,9/14/2022,23:15:00,14.6812,76.181,,,,
51,9/14/2022,23:30:00,14.683,76.354,,,,
52,9/14/2022,23:45:00,14.6841,76.181,,,,
53,9/14/2022,0:00:00,14.6855,76.181,,,,
54,9/15/2022,0:15:00,14.687,76.181,,,,
55,9/15/2022,0:30:00,14.6874,76.354,,,,
56,9/15/2022,0:45:00,14.6874,76.354,,,,
57,9/15/2022,1:00:00,14.6888,76.354,,,,
58,9/15/2022,1:15:00,14.6874,76.354,,,,
59,9/15/2022,1:30:00,14.6855,76.181,,,,
60,9/15/2022,1:45:00,14.6812,76.181,,,,
61,9/15/2022,2:00:00,14.6816,76.354,,,,
62,9/15/2022,2:15:00,14.6816,76.354,,,,
63,9/15/2022,2:30:00,14.6797,76.181,,,,
64,9/15/2022,2:45:00,14.6769,76.181,,,,
65,9/15/2022,3:00:00,14.6745,76.354,,,,
66,9/15/2022,3:15:00,14.6787,76.354,,,,
67,9/15/2022,3:30:00,14.6783,76.181,,,,
68,9/15/2022,3:45:00,14.6769,76.181,,,,
69,9/15/2022,4:00:00,14.6769,76.181,,,,
70,9/15/2022,4:15:00,14.6769,76.181,,,,
71,9/15/2022,4:30:00,14.6797,76.181,,,,
72,9/15/2022,4:45:00,14.6797,76.181,,,,
73,9/15/2022,5:00:00,14.6783,76.181,,,,
74,9/15/2022,5:15:00,14.6812,76.181,,,,
75,9/15/2022,5:30:00,14.6797,76.181,,,,
76,9/15/2022,5:45:00,14.6826,76.181,,,,
77,9/15/2022,6:00:00,14.6841,76.181,,,,
78,9/15/2022,6:15:00,14.687,76.181,,,,
79,9/15/2022,6:30:00,14.6841,76.181,,,,
80,9/15/2022,6:45:00,14.687,76.181,,,,
81,9/15/2022,7:00:00,14.6899,76.181,,,,
82,9/15/2022,7:15:00,14.6928,76.181,,,,
83,9/15/2022,7:30:00,14.6955,76.181,,,,
84,9/15/2022,7:45:00,14.6999,76.181,,,,
85,9/15/2022,8:00:00,14.7013,76.181,,,,
86,9/15/2022,8:15:00,14.7057,76.181,,,,
87,9/15/2022,8:30:00,14.7028,76.181,,,,
88,9/15/2022,8:45:00,14.7071,76.181,,,,
89,9/15/2022,9:00:00,14.7042,76.181,,,,
90,9/15/2022,9:15:00,14.7057,76.181,,,,
91,9/15/2022,9:30:00,14.7071,76.181,,,,
92,9/15/2022,9:45:00,14.7071,76.181,,,,
93,9/15/2022,10:00:00,14.7086,76.181,,,,
94,9/15/2022,10:15:00,14.7113,76.181,,,,
95,9/15/2022,10:30:00,14.7099,76.181,,,,
96,9/15/2022,10:45:00,14.7113,76.181,,,,
97,9/15/2022,11:00:00,14.7099,76.181,,,,
98,9/15/2022,11:15:00,14.7099,76.181,,,,
99,9/15/2022,11:30:00,14.7086,76.181,,,,
100,9/15/2022,11:45:00,14.7086,76.181,,,,
101,9/15/2022,12:00:00,14.7099,76.181,,,,
102,9/15/2022,12:15:00,14.7099,76.181,,,,
103,9/15/2022,12:30:00,14.7067,76.006,,,,
104,9/15/2022,12:45:00,14.7052,76.006,,,,
105,9/15/2022,13:00:00,14.7067,76.006,,,,
106,9/15/2022,13:15:00,14.7023,76.006,,,,
107,9/15/2022,13:30:00,14.7009,76.006,,,,
108,9/15/2022,13:45:00,14.698,76.006,,,,
109,9/15/2022,14:00:00,14.6967,76.006,,,,
110,9/15/2022,14:15:00,14.6938,76.006,,,,
111,9/15/2022,14:30:00,14.6923,76.006,,,,
112,9/15/2022,14:45:00,14.6894,76.006,,,,
113,9/15/2022,15:00:00,14.6894,76.006,,,,
114,9/15/2022,15:15:00,14.6851,76.006,,,,
115,9/15/2022,15:30:00,14.6865,76.006,,,,
116,9/15/2022,15:45:00,14.6822,76.006,,,,
117,9/15/2022,16:00:00,14.6851,76.006,,,,
118,9/15/2022,16:15:00,14.6851,76.006,,,,
119,9/15/2022,16:30:00,14.6836,76.006,,,,
120,9/15/2022,16:45:00,14.6809,76.006,,,,
121,9/15/2022,17:00:00,14.6851,76.006,,,,
122,9/15/2022,17:15:00,14.6851,76.006,,,,
123,9/15/2022,17:30:00,14.688,76.006,,,,
124,9/15/2022,17:45:00,14.6909,76.006,,,,
125,9/15/2022,18:00:00,14.6938,76.006,,,,
126,9/15/2022,18:15:00,14.6923,76.006,,,,
127,9/15/2022,18:30:00,14.6938,76.006,,,,
128,9/15/2022,18:45:00,14.6967,76.006,,,,
129,9/15/2022,19:00:00,14.698,76.006,,,,
130,9/15/2022,19:15:00,14.7009,76.006,,,,
131,9/15/2022,19:30:00,14.7009,76.006,,,,
132,9/15/2022,19:45:00,14.7023,76.006,,,,
133,9/15/2022,20:00:00,14.7052,76.006,,,,
134,9/15/2022,20:15:00,14.7081,76.006,,,,
135,9/15/2022,20:30:00,14.7081,76.006,,,,
136,9/15/2022,20:45:00,14.711,76.006,,,,
137,9/15/2022,21:00:00,14.7152,76.006,,,,
138,9/15/2022,21:15:00,14.7181,76.006,,,,
139,9/15/2022,21:30:00,14.72,76.181,,,,
140,9/15/2022,21:45:00,14.7215,76.181,,,,
141,9/15/2022,22:00:00,14.7215,76.181,,,,
142,9/15/2022,22:15:00,14.72,76.181,,,,
143,9/15/2022,22:30:00,14.7186,76.181,,,,
144,9/15/2022,22:45:00,14.7229,76.181,,,,
145,9/15/2022,23:00:00,14.7215,76.181,,,,
146,9/15/2022,23:15:00,14.7229,76.181,,,,
147,9/15/2022,23:30:00,14.7215,76.181,,,,
148,9/15/2022,23:45:00,14.7215,76.181,,,,
149,9/15/2022,0:00:00,14.72,76.181,,,,
150,9/16/2022,0:15:00,14.72,76.181,,,,
151,9/16/2022,0:30:00,14.72,76.181,,,,
152,9/16/2022,0:45:00,14.7186,76.181,,,,
153,9/16/2022,1:00:00,14.7171,76.181,,,,
154,9/16/2022,1:15:00,14.7157,76.181,,,,
155,9/16/2022,1:30:00,14.7157,76.181,,,,
156,9/16/2022,1:45:00,14.7142,76.181,,,,
157,9/16/2022,2:00:00,14.7113,76.181,,,,
158,9/16/2022,2:15:00,14.7113,76.181,,,,
159,9/16/2022,2:30:00,14.7071,76.181,,,,
160,9/16/2022,2:45:00,14.7042,76.181,,,,
161,9/16/2022,3:00:00,14.7052,76.006,,,,
162,9/16/2022,3:15:00,14.7071,76.181,,,,
163,9/16/2022,3:30:00,14.7086,76.181,,,,
164,9/16/2022,3:45:00,14.7067,76.006,,,,
165,9/16/2022,4:00:00,14.7052,76.006,,,,
166,9/16/2022,4:15:00,14.7042,76.181,,,,
167,9/16/2022,4:30:00,14.7023,76.006,,,,
168,9/16/2022,4:45:00,14.7009,76.006,,,,
169,9/16/2022,5:00:00,14.7009,76.006,,,,
170,9/16/2022,5:15:00,14.7038,76.006,,,,
171,9/16/2022,5:30:00,14.7009,76.006,,,,
172,9/16/2022,5:45:00,14.7038,76.006,,,,
173,9/16/2022,6:00:00,14.7038,76.006,,,,
174,9/16/2022,6:15:00,14.7038,76.006,,,,
175,9/16/2022,6:30:00,14.7067,76.006,,,,
176,9/16/2022,6:45:00,14.7081,76.006,,,,
177,9/16/2022,7:00:00,14.711,76.006,,,,
178,9/16/2022,7:15:00,14.7125,76.006,,,,
179,9/16/2022,7:30:00,14.7152,76.006,,,,
180,9/16/2022,7:45:00,14.7167,76.006,,,,
181,9/16/2022,8:00:00,14.7167,76.006,,,,
182,9/16/2022,8:15:00,14.7196,76.006,,,,
183,9/16/2022,8:30:00,14.7225,76.006,,,,
184,9/16/2022,8:45:00,14.7225,76.006,,,,
185,9/16/2022,9:00:00,14.7225,76.006,,,,
186,9/16/2022,9:15:00,14.7254,76.006,,,,
187,9/16/2022,9:30:00,14.7268,76.006,,,,
188,9/16/2022,9:45:00,14.7254,76.006,,,,
189,9/16/2022,10:00:00,14.7268,76.006,,,,
190,9/16/2022,10:15:00,14.7281,76.006,,,,
191,9/16/2022,10:30:00,14.7296,76.006,,,,
192,9/16/2022,10:45:00,14.7268,76.006,,,,
193,9/16/2022,11:00:00,14.7281,76.006,,,,
194,9/16/2022,11:15:00,14.7254,76.006,,,,
195,9/16/2022,11:30:00,14.7225,76.006,,,,
196,9/16/2022,11:45:00,14.721,76.006,,,,
197,9/16/2022,12:00:00,14.7196,76.006,,,,
198,9/16/2022,12:15:00,14.7196,76.006,,,,
199,9/16/2022,12:30:00,14.7196,76.006,,,,
200,9/16/2022,12:45:00,14.721,76.006,,,,
201,9/16/2022,13:00:00,14.7196,76.006,,,,
202,9/16/2022,13:15:00,14.721,76.006,,,,
203,9/16/2022,13:30:00,14.7192,75.832,,,,
204,9/16/2022,13:45:00,14.7135,75.832,,,,
205,9/16/2022,14:00:00,14.7106,75.832,,,,
206,9/16/2022,14:15:00,14.7077,75.832,,,,
207,9/16/2022,14:30:00,14.7091,75.832,,,,
208,9/16/2022,14:45:00,14.7033,75.832,,,,
209,9/16/2022,15:00:00,14.7048,75.832,,,,
210,9/16/2022,15:15:00,14.7019,75.832,,,,
211,9/16/2022,15:30:00,14.7033,75.832,,,,
212,9/16/2022,15:45:00,14.7006,75.832,,,,
213,9/16/2022,16:00:00,14.7006,75.832,,,,
214,9/16/2022,16:15:00,14.7019,75.832,,,,
215,9/16/2022,16:30:00,14.7038,76.006,,,,
216,9/16/2022,16:45:00,14.7019,75.832,,,,
217,9/16/2022,17:00:00,14.7038,76.006,,,,
218,9/16/2022,17:15:00,14.7038,76.006,,,,
219,9/16/2022,17:30:00,14.7023,76.006,,,,
220,9/16/2022,17:45:00,14.6994,76.006,,,,
221,9/16/2022,18:00:00,14.7009,76.006,,,,
222,9/16/2022,18:15:00,14.7023,76.006,,,,
223,9/16/2022,18:30:00,14.7023,76.006,,,,
224,9/16/2022,18:45:00,14.7081,76.006,,,,
225,9/16/2022,19:00:00,14.7067,76.006,,,,
226,9/16/2022,19:15:00,14.7067,76.006,,,,
227,9/16/2022,19:30:00,14.7096,76.006,,,,
228,9/16/2022,19:45:00,14.711,76.006,,,,
229,9/16/2022,20:00:00,14.7125,76.006,,,,
230,9/16/2022,20:15:00,14.7138,76.006,,,,
231,9/16/2022,20:30:00,14.7152,76.006,,,,
232,9/16/2022,20:45:00,14.7181,76.006,,,,
233,9/16/2022,21:00:00,14.7196,76.006,,,,
234,9/16/2022,21:15:00,14.7181,76.006,,,,
235,9/16/2022,21:30:00,14.7181,76.006,,,,
236,9/16/2022,21:45:00,14.7196,76.006,,,,
237,9/16/2022,22:00:00,14.721,76.006,,,,
238,9/16/2022,22:15:00,14.721,76.006,,,,
239,9/16/2022,22:30:00,14.7239,76.006,,,,
240,9/16/2022,22:45:00,14.7254,76.006,,,,
241,9/16/2022,23:00:00,14.7225,76.006,,,,
242,9/16/2022,23:15:00,14.7239,76.006,,,,
243,9/16/2022,23:30:00,14.7268,76.006,,,,
244,9/16/2022,23:45:00,14.7254,76.006,,,,
245,9/16/2022,0:00:00,14.721,76.006,,,,
246,9/17/2022,0:15:00,14.7196,76.006,,,,
247,9/17/2022,0:30:00,14.7196,76.006,,,,
248,9/17/2022,0:45:00,14.7225,76.006,,,,
249,9/17/2022,1:00:00,14.7196,76.006,,,,
250,9/17/2022,1:15:00,14.721,76.006,,,,
251,9/17/2022,1:30:00,14.7196,76.006,,,,
252,9/17/2022,1:45:00,14.7167,76.006,,,,
253,9/17/2022,2:00:00,14.7152,76.006,,,,
254,9/17/2022,2:15:00,14.7138,76.006,,,,
255,9/17/2022,2:30:00,14.711,76.006,,,,
256,9/17/2022,2:45:00,14.7096,76.006,,,,
257,9/17/2022,3:00:00,14.7067,76.006,,,,
258,9/17/2022,3:15:00,14.7052,76.006,,,,
259,9/17/2022,3:30:00,14.7038,76.006,,,,
260,9/17/2022,3:45:00,14.7009,76.006,,,,
261,9/17/2022,4:00:00,14.6994,76.006,,,,
262,9/17/2022,4:15:00,14.6994,76.006,,,,
263,9/17/2022,4:30:00,14.698,76.006,,,,
264,9/17/2022,4:45:00,14.698,76.006,,,,
265,9/17/2022,5:00:00,14.6977,75.832,,,,
266,9/17/2022,5:15:00,14.6991,75.832,,,,
267,9/17/2022,5:30:00,14.6962,75.832,,,,
268,9/17/2022,5:45:00,14.6977,75.832,,,,
269,9/17/2022,6:00:00,14.6991,75.832,,,,
270,9/17/2022,6:15:00,14.6991,75.832,,,,
271,9/17/2022,6:30:00,14.7019,75.832,,,,
272,9/17/2022,6:45:00,14.7019,75.832,,,,
273,9/17/2022,7:00:00,14.7019,75.832,,,,
274,9/17/2022,7:15:00,14.7019,75.832,,,,
275,9/17/2022,7:30:00,14.7048,75.832,,,,
276,9/17/2022,7:45:00,14.7033,75.832,,,,
277,9/17/2022,8:00:00,14.7048,75.832,,,,
278,9/17/2022,8:15:00,14.7077,75.832,,,,
279,9/17/2022,8:30:00,14.7077,75.832,,,,
280,9/17/2022,8:45:00,14.7106,75.832,,,,
281,9/17/2022,9:00:00,14.7135,75.832,,,,
282,9/17/2022,9:15:00,14.712,75.832,,,,
283,9/17/2022,9:30:00,14.7149,75.832,,,,
284,9/17/2022,9:45:00,14.7177,75.832,,,,
285,9/17/2022,10:00:00,14.7192,75.832,,,,
286,9/17/2022,10:15:00,14.7221,75.832,,,,
287,9/17/2022,10:30:00,14.7235,75.832,,,,
288,9/17/2022,10:45:00,14.7279,75.832,,,,
289,9/17/2022,11:00:00,14.725,75.832,,,,
290,9/17/2022,11:15:00,14.7235,75.832,,,,
291,9/17/2022,11:30:00,14.7221,75.832,,,,
292,9/17/2022,11:45:00,14.7206,75.832,,,,
293,9/17/2022,12:00:00,14.7192,75.832,,,,
294,9/17/2022,12:15:00,14.7192,75.832,,,,
295,9/17/2022,12:30:00,14.7192,75.832,,,,
296,9/17/2022,12:45:00,14.7192,75.832,,,,
297,9/17/2022,13:00:00,14.7303,75.659,,,,
298,9/17/2022,13:15:00,14.7335,75.832,,,,
299,9/17/2022,13:30:00,14.7245,75.659,,,,
300,9/17/2022,13:45:00,14.7235,75.832,,,,
301,9/17/2022,14:00:00,14.7221,75.832,,,,
302,9/17/2022,14:15:00,14.7216,75.659,,,,
303,9/17/2022,14:30:00,14.7174,75.659,,,,
304,9/17/2022,14:45:00,14.7192,75.832,,,,
305,9/17/2022,15:00:00,14.7149,75.832,,,,
306,9/17/2022,15:15:00,14.7091,75.832,,,,
307,9/17/2022,15:30:00,14.7077,75.832,,,,
308,9/17/2022,15:45:00,14.7062,75.832,,,,
309,9/17/2022,16:00:00,14.7033,75.832,,,,
310,9/17/2022,16:15:00,14.6991,75.832,,,,
311,9/17/2022,16:30:00,14.6991,75.832,,,,
312,9/17/2022,16:45:00,14.6977,75.832,,,,
313,9/17/2022,17:00:00,14.6933,75.832,,,,
314,9/17/2022,17:15:00,14.6948,75.832,,,,
315,9/17/2022,17:30:00,14.6919,75.832,,,,
316,9/17/2022,17:45:00,14.6904,75.832,,,,
317,9/17/2022,18:00:00,14.6861,75.832,,,,
318,9/17/2022,18:15:00,14.6875,75.832,,,,
319,9/17/2022,18:30:00,14.6861,75.832,,,,
320,9/17/2022,18:45:00,14.689,75.832,,,,
321,9/17/2022,19:00:00,14.6861,75.832,,,,
322,9/17/2022,19:15:00,14.6875,75.832,,,,
323,9/17/2022,19:30:00,14.6904,75.832,,,,
324,9/17/2022,19:45:00,14.6919,75.832,,,,
325,9/17/2022,20:00:00,14.6919,75.832,,,,
326,9/17/2022,20:15:00,14.6948,75.832,,,,
327,9/17/2022,20:30:00,14.6977,75.832,,,,
328,9/17/2022,20:45:00,14.6991,75.832,,,,
329,9/17/2022,21:00:00,14.6991,75.832,,,,
330,9/17/2022,21:15:00,14.6991,75.832,,,,
331,9/17/2022,21:30:00,14.7019,75.832,,,,
332,9/17/2022,21:45:00,14.7033,75.832,,,,
333,9/17/2022,22:00:00,14.7033,75.832,,,,
334,9/17/2022,22:15:00,14.7019,75.832,,,,
335,9/17/2022,22:30:00,14.6991,75.832,,,,
336,9/17/2022,22:45:00,14.6977,75.832,,,,
337,9/17/2022,23:00:00,14.6977,75.832,,,,
338,9/17/2022,23:15:00,14.6962,75.832,,,,
339,9/17/2022,23:30:00,14.6948,75.832,,,,
340,9/17/2022,23:45:00,14.6933,75.832,,,,
341,9/17/2022,0:00:00,14.6919,75.832,,,,
342,9/18/2022,0:15:00,14.6904,75.832,,,,
343,9/18/2022,0:30:00,14.6904,75.832,,,,
344,9/18/2022,0:45:00,14.6833,75.832,,,,
345,9/18/2022,1:00:00,14.6848,75.832,,,,
346,9/18/2022,1:15:00,14.6804,75.832,,,,
347,9/18/2022,1:30:00,14.679,75.832,,,,
348,9/18/2022,1:45:00,14.6775,75.832,,,,
349,9/18/2022,2:00:00,14.6775,75.832,,,,
350,9/18/2022,2:15:00,14.6746,75.832,,,,
351,9/18/2022,2:30:00,14.6732,75.832,,,,
352,9/18/2022,2:45:00,14.6746,75.832,,,,
353,9/18/2022,3:00:00,14.669,75.832,,,,
354,9/18/2022,3:15:00,14.669,75.832,,,,
355,9/18/2022,3:30:00,14.6661,75.832,,,,
356,9/18/2022,3:45:00,14.6613,75.659,,,,
357,9/18/2022,4:00:00,14.6617,75.832,,,,
358,9/18/2022,4:15:00,14.6613,75.659,,,,
359,9/18/2022,4:30:00,14.6598,75.659,,,,
360,9/18/2022,4:45:00,14.6571,75.659,,,,
361,9/18/2022,5:00:00,14.6585,75.659,,,,
362,9/18/2022,5:15:00,14.6571,75.659,,,,
363,9/18/2022,5:30:00,14.6571,75.659,,,,
364,9/18/2022,5:45:00,14.6598,75.659,,,,
365,9/18/2022,6:00:00,14.6585,75.659,,,,
366,9/18/2022,6:15:00,14.6556,75.659,,,,
367,9/18/2022,6:30:00,14.6571,75.659,,,,
368,9/18/2022,6:45:00,14.6571,75.659,,,,
369,9/18/2022,7:00:00,14.6571,75.659,,,,
370,9/18/2022,7:15:00,14.6585,75.659,,,,
371,9/18/2022,7:30:00,14.6613,75.659,,,,
372,9/18/2022,7:45:00,14.6642,75.659,,,,
373,9/18/2022,8:00:00,14.6671,75.659,,,,
374,9/18/2022,8:15:00,14.6685,75.659,,,,
375,9/18/2022,8:30:00,14.6671,75.659,,,,
376,9/18/2022,8:45:00,14.6685,75.659,,,,
377,9/18/2022,9:00:00,14.6685,75.659,,,,
378,9/18/2022,9:15:00,14.6714,75.659,,,,
379,9/18/2022,9:30:00,14.6729,75.659,,,,
380,9/18/2022,9:45:00,14.6714,75.659,,,,
381,9/18/2022,10:00:00,14.6729,75.659,,,,
382,9/18/2022,10:15:00,14.6754,75.484,,,,
383,9/18/2022,10:30:00,14.6754,75.484,,,,
384,9/18/2022,10:45:00,14.6754,75.484,,,,
385,9/18/2022,11:00:00,14.6768,75.484,,,,
386,9/18/2022,11:15:00,14.6781,75.484,,,,
387,9/18/2022,11:30:00,14.6768,75.484,,,,
388,9/18/2022,11:45:00,14.6768,75.484,,,,
389,9/18/2022,12:00:00,14.6754,75.484,,,,
390,9/18/2022,12:15:00,14.6725,75.484,,,,
391,9/18/2022,12:30:00,14.6681,75.484,,,,
392,9/18/2022,12:45:00,14.6667,75.484,,,,
393,9/18/2022,13:00:00,14.6667,75.484,,,,
394,9/18/2022,13:15:00,14.6681,75.484,,,,
395,9/18/2022,13:30:00,14.6667,75.484,,,,
396,9/18/2022,13:45:00,14.6638,75.484,,,,
397,9/18/2022,14:00:00,14.6624,75.484,,,,
398,9/18/2022,14:15:00,14.6638,75.484,,,,
399,9/18/2022,14:30:00,14.6581,75.484,,,,
400,9/18/2022,14:45:00,14.6595,75.484,,,,
401,9/18/2022,15:00:00,14.6566,75.484,,,,
402,9/18/2022,15:15:00,14.6552,75.484,,,,
403,9/18/2022,15:30:00,14.6552,75.484,,,,
404,9/18/2022,15:45:00,14.6552,75.484,,,,
405,9/18/2022,16:00:00,14.6581,75.484,,,,
406,9/18/2022,16:15:00,14.6537,75.484,,,,
407,9/18/2022,16:30:00,14.6552,75.484,,,,
408,9/18/2022,16:45:00,14.6523,75.484,,,,
409,9/18/2022,17:00:00,14.6466,75.484,,,,
410,9/18/2022,17:15:00,14.6479,75.484,,,,
411,9/18/2022,17:30:00,14.6508,75.484,,,,
412,9/18/2022,17:45:00,14.6523,75.484,,,,
413,9/18/2022,18:00:00,14.6537,75.484,,,,
414,9/18/2022,18:15:00,14.6537,75.484,,,,
415,9/18/2022,18:30:00,14.6552,75.484,,,,
416,9/18/2022,18:45:00,14.6552,75.484,,,,
417,9/18/2022,19:00:00,14.6552,75.484,,,,
418,9/18/2022,19:15:00,14.6552,75.484,,,,
419,9/18/2022,19:30:00,14.6552,75.484,,,,
420,9/18/2022,19:45:00,14.6556,75.659,,,,
421,9/18/2022,20:00:00,14.6552,75.484,,,,
422,9/18/2022,20:15:00,14.6556,75.659,,,,
423,9/18/2022,20:30:00,14.6571,75.659,,,,
424,9/18/2022,20:45:00,14.6598,75.659,,,,
425,9/18/2022,21:00:00,14.6613,75.659,,,,
426,9/18/2022,21:15:00,14.6598,75.659,,,,
427,9/18/2022,21:30:00,14.6613,75.659,,,,
428,9/18/2022,21:45:00,14.6627,75.659,,,,
429,9/18/2022,22:00:00,14.6627,75.659,,,,
430,9/18/2022,22:15:00,14.6627,75.659,,,,
431,9/18/2022,22:30:00,14.6585,75.659,,,,
432,9/18/2022,22:45:00,14.6585,75.659,,,,
433,9/18/2022,23:00:00,14.6598,75.659,,,,
434,9/18/2022,23:15:00,14.6598,75.659,,,,
435,9/18/2022,23:30:00,14.6585,75.659,,,,
436,9/18/2022,23:45:00,14.6585,75.659,,,,
437,9/18/2022,0:00:00,14.6585,75.659,,,,
438,9/19/2022,0:15:00,14.6598,75.659,,,,
439,9/19/2022,0:30:00,14.6571,75.659,,,,
440,9/19/2022,0:45:00,14.6556,75.659,,,,
441,9/19/2022,1:00:00,14.6527,75.659,,,,
442,9/19/2022,1:15:00,14.6542,75.659,,,,
443,9/19/2022,1:30:00,14.6556,75.659,,,,
444,9/19/2022,1:45:00,14.6498,75.659,,,,
445,9/19/2022,2:00:00,14.6498,75.659,,,,
446,9/19/2022,2:15:00,14.6513,75.659,,,,
447,9/19/2022,2:30:00,14.6494,75.484,,,,
448,9/19/2022,2:45:00,14.6452,75.484,,,,
449,9/19/2022,3:00:00,14.6452,75.484,,,,
450,9/19/2022,3:15:00,14.6437,75.484,,,,
451,9/19/2022,3:30:00,14.6423,75.484,,,,
452,9/19/2022,3:45:00,14.6423,75.484,,,,
453,9/19/2022,4:00:00,14.6394,75.484,,,,
454,9/19/2022,4:15:00,14.6379,75.484,,,,
455,9/19/2022,4:30:00,14.6379,75.484,,,,
456,9/19/2022,4:45:00,14.6365,75.484,,,,
457,9/19/2022,5:00:00,14.6379,75.484,,,,
458,9/19/2022,5:15:00,14.6379,75.484,,,,
459,9/19/2022,5:30:00,14.6379,75.484,,,,
460,9/19/2022,5:45:00,14.6394,75.484,,,,
461,9/19/2022,6:00:00,14.6394,75.484,,,,
462,9/19/2022,6:15:00,14.6379,75.484,,,,
463,9/19/2022,6:30:00,14.6437,75.484,,,,
464,9/19/2022,6:45:00,14.6423,75.484,,,,
465,9/19/2022,7:00:00,14.6437,75.484,,,,
466,9/19/2022,7:15:00,14.6423,75.484,,,,
467,9/19/2022,7:30:00,14.6452,75.484,,,,
468,9/19/2022,7:45:00,14.6466,75.484,,,,
469,9/19/2022,8:00:00,14.6508,75.484,,,,
470,9/19/2022,8:15:00,14.6508,75.484,,,,
471,9/19/2022,8:30:00,14.6508,75.484,,,,
472,9/19/2022,8:45:00,14.6581,75.484,,,,
473,9/19/2022,9:00:00,14.6552,75.484,,,,
474,9/19/2022,9:15:00,14.6595,75.484,,,,
475,9/19/2022,9:30:00,14.6624,75.484,,,,
476,9/19/2022,9:45:00,14.6638,75.484,,,,
477,9/19/2022,10:00:00,14.6638,75.484,,,,
478,9/19/2022,10:15:00,14.6652,75.484,,,,
479,9/19/2022,10:30:00,14.6667,75.484,,,,
480,9/19/2022,10:45:00,14.6681,75.484,,,,
481,9/19/2022,11:00:00,14.6681,75.484,,,,
482,9/19/2022,11:15:00,14.6652,75.484,,,,
483,9/19/2022,11:30:00,14.6638,75.484,,,,
484,9/19/2022,11:45:00,14.6652,75.484,,,,
485,9/19/2022,12:00:00,14.6667,75.484,,,,
486,9/19/2022,12:15:00,14.6624,75.484,,,,
487,9/19/2022,12:30:00,14.6624,75.484,,,,
488,9/19/2022,12:45:00,14.6624,75.484,,,,
