Date,,,CDOM,CO2,CO2hi
8/9/2023 8:00,179,13.12,26.03418,7168.325,4392.508
8/9/2023 9:00,180,13.33,25.88576,7066.758,4404.769
8/9/2023 10:00,181,13.49,25.88563,7038.148,4438.693
8/9/2023 11:00,182,13.65,25.73985,7038.148,4473.025
8/9/2023 12:00,183,13.82,25.50106,6999.524,4527.794
8/9/2023 13:00,184,13.8,25.27424,6869.347,4547.412
8/9/2023 14:00,185,13.57,25.12858,6807.835,4551.091
8/9/2023 15:00,186,13.58,17.36587,6737.739,4582.153
8/9/2023 16:00,187,13.53,28.69145,6733.448,4632.834
8/9/2023 17:00,188,13.65,28.52014,6623.298,4626.704
8/9/2023 18:00,189,13.41,28.32919,6676.227,4591.554
8/9/2023 19:00,190,12.97,28.17491,6657.63,4570.301
8/9/2023 20:00,191,12.93,28.02743,6574.66,4530.655
8/9/2023 21:00,192,12.92,27.88976,6646.186,4517.984
8/9/2023 22:00,193,12.91,27.76193,6613.284,4483.243
8/9/2023 23:00,194,12.89,27.56044,6603.271,4473.843
8/10/2023 0:00,195,12.88,27.47813,6619.006,4436.649
8/10/2023 1:00,196,12.87,27.4332,6704.837,4422.344
8/10/2023 2:00,197,12.85,27.36015,6680.519,4408.039
8/10/2023 3:00,198,12.84,27.26859,6769.211,4394.551
8/10/2023 4:00,199,12.83,27.12193,6733.448,4364.306
8/10/2023 5:00,200,12.82,27.4785,6739.17,4367.167
8/10/2023 6:00,201,12.8,26.95723,6819.279,4391.69
8/10/2023 7:00,202,12.86,26.62864,6404.429,4394.551
8/10/2023 8:00,203,13.15,26.68272,6370.096,4488.557
8/10/2023 9:00,204,13.36,26.65523,6388.693,4529.429
8/10/2023 10:00,205,13.55,23.68395,6098.298,4576.84
8/10/2023 11:00,206,13.56,25.26507,659.4688,4623.025
8/10/2023 12:00,207,14.14,31.6098,376.2262,4658.584
8/10/2023 13:00,208,14.24,31.54633,277.5205,4714.579
8/10/2023 14:00,209,13.72,31.37196,270.3679,4772.617
8/10/2023 15:00,210,13.55,31.24503,234.6049,4717.439
8/10/2023 16:00,211,13.54,31.08148,251.7711,4723.162
8/10/2023 17:00,212,13.53,30.76998,241.7575,4719.892
8/10/2023 18:00,213,13.31,30.74183,351.9074,4651.636
8/10/2023 19:00,214,12.96,30.63348,391.9619,4609.129
8/10/2023 20:00,215,12.93,30.48647,360.4905,4571.118
8/10/2023 21:00,216,12.92,30.27645,393.3924,4534.333
8/10/2023 22:00,217,12.91,30.12044,361.921,4508.993
8/10/2023 23:00,218,12.89,29.96582,379.0872,4455.859
8/11/2023 0:00,219,12.87,30.00196,436.308,4420.709
8/11/2023 1:00,220,12.87,28.98788,389.1009,4393.325
8/11/2023 2:00,221,12.85,30.8636,397.684,4379.429
8/11/2023 3:00,222,12.84,31.71415,409.1281,4355.723
8/11/2023 4:00,223,12.83,31.74964,490.6676,4324.66
8/11/2023 5:00,224,12.82,31.80403,514.9865,4285.423
8/11/2023 6:00,225,12.81,32.22492,492.0982,4322.208
8/11/2023 7:00,226,12.83,32.33356,449.1826,4349.592
8/11/2023 8:00,227,13.14,32.24199,411.9892,4494.279
8/11/2023 9:00,228,13.43,32.40594,311.8529,4590.736
8/11/2023 10:00,229,13.52,32.2947,300.4088,4653.271
8/11/2023 11:00,230,13.77,32.279,291.8257,4750.546
8/11/2023 12:00,231,14.01,31.58415,310.4224,4800.001
8/11/2023 13:00,232,14.24,32.02932,286.1036,4849.047
8/11/2023 14:00,233,13.58,31.98571,296.1172,4823.298
8/11/2023 15:00,234,13.54,31.83971,320.436,4865.805
8/11/2023 16:00,235,13.66,31.54968,324.7276,4860.491
8/11/2023 17:00,236,13.62,29.10761,277.5205,4823.298
8/11/2023 18:00,237,13.5,31.2832,274.6594,4723.979
8/11/2023 19:00,238,12.97,31.09158,339.0327,4668.802
8/11/2023 20:00,239,12.93,31.01923,323.2971,4599.729
8/11/2023 21:00,240,12.92,30.90911,339.0327,4568.257
8/11/2023 22:00,241,12.91,30.7543,359.06,4506.541
8/11/2023 23:00,242,12.9,30.71706,359.06,4508.175
8/12/2023 0:00,243,12.88,30.64489,373.3652,4491.827
8/12/2023 1:00,244,12.87,28.96067,377.6567,4458.312
8/12/2023 2:00,245,12.86,30.37817,410.5587,4445.232
8/12/2023 3:00,246,12.84,30.69905,399.1145,4444.415
8/12/2023 4:00,247,12.83,30.66207,436.308,4423.979
8/12/2023 5:00,248,12.82,30.57179,377.6567,4423.979
8/12/2023 6:00,249,12.81,30.50573,479.2235,4412.535
8/12/2023 7:00,250,12.86,30.58949,416.2807,4412.535
8/12/2023 8:00,251,13.21,30.48778,341.8938,4560.491
8/12/2023 9:00,252,13.36,30.42349,307.5613,4603.407
8/12/2023 10:00,253,13.45,30.35032,283.2426,4647.957
8/12/2023 11:00,254,13.63,31.6656,360.4905,4729.292
8/12/2023 12:00,255,14.23,31.81113,304.7003,4780.791
8/12/2023 13:00,256,14.25,31.44625,354.7684,4826.568
8/12/2023 14:00,257,13.61,31.21796,267.5068,4889.919
8/12/2023 15:00,258,13.55,30.79822,300.4088,4909.946
8/12/2023 16:00,259,13.64,29.77291,267.5068,4924.251
8/12/2023 17:00,260,13.53,29.58526,321.8665,4872.753
8/12/2023 18:00,261,13.33,29.9871,311.8529,4773.434
8/12/2023 19:00,262,12.96,29.92317,277.5205,4684.742
8/12/2023 20:00,263,12.93,28.60535,360.4905,4635.287
8/12/2023 21:00,264,12.92,31.24069,337.6022,4563.353
8/12/2023 22:00,265,12.9,31.18441,326.1581,4523.298
8/12/2023 23:00,266,12.89,30.89965,323.2971,4483.243
8/13/2023 0:00,267,12.87,30.89143,411.9892,4466.077
8/13/2023 1:00,268,12.87,30.97493,276.09,4491.009
8/13/2023 2:00,269,12.85,30.22505,263.2153,4464.034
8/13/2023 3:00,270,12.84,29.67661,287.5341,4443.189
8/13/2023 4:00,271,12.83,28.99117,314.7139,4425.205
8/13/2023 5:00,272,12.81,32.8844,314.7139,4363.489
8/13/2023 6:00,273,12.81,33.00589,324.7276,4331.608
8/13/2023 7:00,274,12.83,32.86829,349.0464,4345.914
8/13/2023 8:00,275,13.15,33.22333,354.7684,4522.889
8/13/2023 9:00,276,13.36,33.15628,288.9646,4589.51
8/13/2023 10:00,277,13.49,33.19429,261.7848,4649.184
8/13/2023 11:00,278,13.62,32.98365,238.8965,4756.268
8/13/2023 12:00,279,14.29,31.08957,246.0491,4829.02
8/13/2023 13:00,280,14.15,32.69987,234.6049,4796.322
8/13/2023 14:00,281,13.53,32.4634,258.9237,4933.243
8/13/2023 15:00,282,13.63,32.0976,257.4932,4966.35
8/13/2023 16:00,283,13.49,31.73443,248.9101,4954.906
8/13/2023 17:00,284,13.57,31.19544,254.6322,4959.81
8/13/2023 18:00,285,13.42,30.83881,244.6186,4857.63
8/13/2023 19:00,286,12.97,30.70158,236.0355,4770.165
8/13/2023 20:00,287,12.94,30.59191,244.6186,4719.892
8/13/2023 21:00,288,12.93,30.6925,270.3679,4656.949
8/13/2023 22:00,289,12.91,21.996,260.3542,4596.867
8/13/2023 23:00,290,12.9,32.7864,260.3542,4566.213
8/14/2023 0:00,291,12.88,32.97853,286.1036,4507.358
8/14/2023 1:00,292,12.87,32.97839,304.7003,4463.625
8/14/2023 2:00,293,12.85,33.04263,343.3243,4430.927
8/14/2023 3:00,294,12.84,33.90191,329.0191,4406.813
8/14/2023 4:00,295,12.83,30.33586,329.0191,4430.927
8/14/2023 5:00,296,12.81,34.80872,303.2698,4392.917
8/14/2023 6:00,297,12.81,34.67116,324.7276,4372.48
8/14/2023 7:00,298,12.84,34.80872,277.5205,4382.29
8/14/2023 8:00,299,13.17,29.53857,276.09,4596.458
8/14/2023 9:00,300,13.35,29.56748,268.9374,4661.854
8/14/2023 10:00,301,13.47,35.359,277.5205,4694.551
8/14/2023 11:00,302,13.82,34.53359,240.327,4792.644
8/14/2023 12:00,303,13.84,34.35017,296.1172,4810.219
8/14/2023 13:00,304,14.12,34.05738,217.4387,4896.458
8/14/2023 14:00,305,13.46,32.8778,183.1063,4446.05
8/14/2023 15:00,306,13.1,37.28495,263.2153,4267.848
8/14/2023 16:00,307,12.99,37.23909,300.4088,4286.649
8/14/2023 17:00,308,12.95,36.9181,4460.355,4323.434
8/14/2023 18:00,309,12.94,38.20207,7576.023,4334.469
8/14/2023 19:00,310,12.91,38.61477,7571.731,4314.034
8/14/2023 20:00,311,12.89,36.9181,7770.573,4293.189
8/14/2023 21:00,312,12.88,38.29378,8091.009,4304.633
8/14/2023 22:00,313,12.86,37.83522,8344.211,4270.709
8/14/2023 23:00,314,12.84,33.9205,8697.549,4279.292
8/15/2023 0:00,315,12.82,37.74351,8713.284,4241.69
8/15/2023 1:00,316,12.81,37.05567,8751.908,4251.5
8/15/2023 2:00,317,12.8,37.37666,8759.062,4246.595
8/15/2023 3:00,318,12.77,36.87224,8740.465,4224.115
8/15/2023 4:00,319,12.77,34.48773,8663.217,4204.905
8/15/2023 5:00,320,12.76,38.66063,8588.829,4194.688
8/15/2023 6:00,321,12.76,38.38549,8490.124,4201.227
8/15/2023 7:00,322,12.82,36.59711,8404.293,4218.393
8/15/2023 8:00,323,13.07,38.20207,8402.862,4285.423
8/15/2023 9:00,324,13.39,38.11036,8365.669,4349.592
8/15/2023 10:00,325,13.32,37.97279,8337.059,4444.006
8/15/2023 11:00,326,13.51,36.50539,8196.867,4472.617
8/15/2023 12:00,327,13.69,37.60594,8131.064,4420.3
8/15/2023 13:00,328,13.17,37.60594,1556.403,4278.066
8/15/2023 14:00,329,13.07,38.15621,7194.075,4195.914
8/15/2023 15:00,330,13.03,38.4772,8006.609,4208.175
8/15/2023 16:00,331,13.31,38.20207,8195.438,4244.551
8/15/2023 17:00,332,13.53,38.11036,8196.867,4262.535
8/15/2023 18:00,333,13.22,37.14738,8455.791,4261.309
8/15/2023 19:00,334,12.99,36.45954,8836.31,4253.134
8/15/2023 20:00,335,12.93,35.7717,9166.759,4277.249
8/15/2023 21:00,336,12.92,35.31314,9231.132,4250.682
8/15/2023 22:00,337,12.91,33.74529,9364.17,4268.257
8/15/2023 23:00,338,12.89,35.90927,9244.007,4240.873
8/16/2023 0:00,339,12.88,35.67999,9262.604,4262.535
8/16/2023 1:00,340,12.86,35.67999,9089.511,4232.29
8/16/2023 2:00,341,12.83,35.72585,9106.677,4254.36
8/16/2023 3:00,342,12.82,35.49656,8965.056,4232.698
8/16/2023 4:00,343,12.8,35.67999,8859.197,4232.29
8/16/2023 5:00,344,12.78,35.63413,8867.78,4245.369
8/16/2023 6:00,345,12.77,34.85458,8749.048,4218.802
8/16/2023 7:00,346,12.87,31.94526,8664.647,4225.341
8/16/2023 8:00,347,13.03,35.90927,8686.104,4247.412
8/16/2023 9:00,348,13.36,35.86341,8637.467,4253.952
8/16/2023 10:00,349,13.49,35.90927,8560.219,4258.039
8/16/2023 11:00,350,13.88,35.86341,8517.304,4304.224
8/16/2023 12:00,351,15.19,35.72585,8471.527,4328.339
8/16/2023 13:00,352,14.38,35.54242,8415.737,4350.001
8/16/2023 14:00,353,14.02,35.26728,8261.241,4375.341
8/16/2023 15:00,354,13.02,35.17557,8023.775,4269.074
8/16/2023 16:00,355,12.97,35.22143,7869.279,4263.352
8/16/2023 17:00,356,12.96,33.52729,7793.461,4249.865
8/16/2023 18:00,357,12.94,35.26728,7853.543,4233.107
8/16/2023 19:00,358,12.91,32.73148,7850.682,4224.524
8/16/2023 20:00,359,12.9,33.11578,7969.416,4240.464
8/16/2023 21:00,360,12.88,31.52464,8055.247,4238.012
8/16/2023 22:00,361,12.87,27.30904,7983.721,4214.306
8/16/2023 23:00,362,12.84,31.4972,7823.502,4204.497
8/17/2023 0:00,363,12.82,33.79248,7773.435,4206.949
8/17/2023 1:00,364,12.81,28.95505,7887.876,4210.219
8/17/2023 2:00,365,12.78,9.459025,8103.884,4208.993
8/17/2023 3:00,366,12.77,8.828054,8269.824,4204.497
8/17/2023 4:00,367,12.75,7.758152,8344.211,4198.366
8/17/2023 5:00,368,12.75,7.877031,8384.266,4192.235
8/17/2023 6:00,369,12.76,5.993268,8314.17,4185.287
8/17/2023 7:00,370,12.8,6.112147,8202.595,4173.846
8/17/2023 8:00,371,12.95,5.215988,8102.454,4166.486
8/17/2023 9:00,372,13.25,4.904938,8032.358,4169.755
8/17/2023 10:00,373,13.35,6.185222,7972.276,4184.878
8/17/2023 11:00,374,13.57,3.262024,7926.5,4211.036
8/17/2023 12:00,375,13.27,6.660116,7862.126,4242.917
8/17/2023 13:00,376,14.2,5.928963,7613.216,4236.377
8/17/2023 14:00,377,16.72,4.502542,7669.006,4243.325
8/17/2023 15:00,378,13.07,5.179243,7006.677,4258.039
8/17/2023 16:00,379,13.07,34.99215,7102.521,4238.829
8/17/2023 17:00,380,12.99,32.85022,7543.121,4269.074
8/17/2023 18:00,381,13,34.07558,7793.461,4245.369
8/17/2023 19:00,382,12.87,33.49067,7956.541,4269.483
8/17/2023 20:00,383,12.88,33.00602,7832.085,4231.881
8/17/2023 21:00,384,12.86,32.93244,7839.238,4243.734
8/17/2023 22:00,385,12.83,32.64027,7842.099,4231.472
8/17/2023 23:00,386,12.8,32.62194,7789.17,4206.131
8/18/2023 0:00,387,12.77,32.3019,7761.99,4206.131
8/18/2023 1:00,388,12.74,32.20111,7761.99,4213.488
8/18/2023 2:00,389,12.73,32.00016,7760.56,4214.715
8/18/2023 3:00,390,12.73,31.3509,7704.876,4208.642
8/18/2023 4:00,391,12.74,28.20464,7636.104,4201.227
8/18/2023 5:00,392,12.7,30.2169,7570.301,4192.235
8/18/2023 6:00,393,12.74,31.54292,7528.816,4187.739
8/18/2023 7:00,394,12.73,31.38732,7484.47,4186.104
8/18/2023 8:00,395,12.78,31.77003,7440.124,4189.374
8/18/2023 9:00,396,12.84,31.76125,7450.137,4200.41
8/18/2023 10:00,397,12.94,31.7506,7445.846,4210.219
8/18/2023 11:00,398,13.32,30.55227,7414.375,4220.028
8/18/2023 12:00,399,13.4,31.96964,7374.32,4243.734
8/18/2023 13:00,400,13.1,31.69527,7435.832,4279.701
8/18/2023 14:00,401,13.57,32.01409,7332.835,4280.519
8/18/2023 15:00,402,13.67,31.88959,7365.737,4293.189
8/18/2023 16:00,403,14.01,31.81484,7398.639,4322.208
8/18/2023 17:00,404,13.44,31.77732,7332.835,4320.982
8/18/2023 18:00,405,13.04,28.03908,7312.808,4317.303
8/18/2023 19:00,406,12.97,24.78516,7348.57,4314.034
8/18/2023 20:00,407,12.95,31.84279,7395.778,4311.581
8/18/2023 21:00,408,12.95,31.506,7377.181,4310.355
8/18/2023 22:00,409,12.94,30.281,7400.069,4311.99
8/18/2023 23:00,410,12.92,31.98991,7412.944,4315.26
8/19/2023 0:00,411,12.92,30.60105,7377.181,4306.268
8/19/2023 1:00,412,12.91,28.92761,7307.085,4278.475
8/19/2023 2:00,413,12.9,32.1739,7380.042,4279.292
8/19/2023 3:00,414,12.89,32.19219,7355.723,4278.066
8/19/2023 4:00,415,12.88,31.72582,7301.363,4248.229
8/19/2023 5:00,416,12.88,29.77754,7324.252,4258.856
8/19/2023 6:00,417,12.86,32.22877,7282.767,4235.56
8/19/2023 7:00,418,12.89,32.24706,7202.658,4217.167
8/19/2023 8:00,419,13.06,32.35569,7252.726,4232.29
8/19/2023 9:00,420,13.18,32.41996,7335.696,4246.595
8/19/2023 10:00,421,13.33,32.34634,7259.878,4238.42
8/19/2023 11:00,422,13.42,31.77694,7245.573,4274.388
8/19/2023 12:00,423,13.58,31.91623,7235.56,4287.875
8/19/2023 13:00,424,16.52,26.55765,7242.712,4324.251
8/19/2023 14:00,425,15.63,26.85179,7201.227,4332.017
8/19/2023 15:00,426,13.54,31.65139,7129.701,4334.878
8/19/2023 16:00,427,14.92,24.74825,7048.162,4342.644
8/19/2023 17:00,428,12.96,30.28094,6998.094,4359.401
8/19/2023 18:00,429,12.92,31.68925,6972.344,4363.897
8/19/2023 19:00,430,12.89,31.23202,6925.137,4352.044
8/19/2023 20:00,431,12.88,30.55533,6882.222,4337.739
8/19/2023 21:00,432,12.87,27.08957,6872.208,4328.339
8/19/2023 22:00,433,12.86,31.6801,6912.263,4325.069
8/19/2023 23:00,434,12.81,27.88514,6915.124,4325.478
8/20/2023 0:00,435,12.81,31.00341,6889.374,4306.268
8/20/2023 1:00,436,12.81,31.91786,6900.818,4279.701
8/20/2023 2:00,437,12.79,31.94529,6999.524,4291.554
8/20/2023 3:00,438,12.77,31.96358,6943.734,4264.987
8/20/2023 4:00,439,12.75,30.96683,7026.704,4275.205
