Date,,,CDOM,CO2,CO2hi
9/7/2023 10:00,877,13.59,39.48603,233.1811,4351.351
9/7/2023 11:00,878,13.77,38.93576,203.1335,4426.431
9/7/2023 12:00,879,15.02,39.6236,207.4251,4785.696
9/7/2023 13:00,880,14.75,41.5037,177.3842,4571.527
9/7/2023 14:00,881,14.65,41.1827,244.6186,4568.666
9/7/2023 15:00,882,16.61,39.9446,204.5641,4604.633
9/7/2023 16:00,883,14.14,39.80703,250.3406,4587.058
9/7/2023 17:00,884,13.79,41.54955,246.0491,4617.712
9/7/2023 18:00,885,13.03,40.3573,251.7711,4458.312
9/7/2023 19:00,886,12.99,35.26728,257.4932,4419.483
9/7/2023 20:00,887,12.98,41.59541,297.5477,4361.036
9/7/2023 21:00,888,12.96,41.59541,306.1319,4341.842
9/7/2023 22:00,889,12.95,39.76117,298.9782,4331.2
9/7/2023 23:00,890,12.94,41.82469,293.2562,4332.426
9/8/2023 0:00,891,12.93,41.27442,320.4557,4315.525
9/8/2023 1:00,892,12.92,41.77883,314.7521,4285.534
9/8/2023 2:00,893,12.9,41.87054,326.2099,4279.973
9/8/2023 3:00,894,12.89,41.13685,314.7962,4260.379
9/8/2023 4:00,895,12.88,40.31144,366.2991,4280.304
9/8/2023 5:00,896,12.86,42.32911,309.0612,4246.322
9/8/2023 6:00,897,12.85,41.09099,397.7776,4209.167
9/8/2023 7:00,898,12.93,40.17387,386.3694,4208.77
9/8/2023 8:00,899,13.52,40.86171,287.6316,4279.517
9/8/2023 9:00,900,13.61,41.59541,256.1348,4311.569
9/8/2023 10:00,901,13.59,42.46667,238.931,4316.292
9/8/2023 11:00,902,14.03,43.10866,234.6319,4362.764
9/8/2023 12:00,903,16.38,43.15451,244.6333,4510.082
9/8/2023 13:00,904,14.23,43.01694,234.6057,4479.171
9/8/2023 14:00,905,14.5,42.97109,226.0229,4418.687
9/8/2023 15:00,906,14.85,42.87938,220.2998,4505.314
9/8/2023 16:00,907,14.2,42.78767,228.8829,4486.104
9/8/2023 17:00,908,13.92,42.6501,226.0218,4447.276
9/8/2023 18:00,909,13.67,42.51253,240.327,4408.856
9/8/2023 19:00,910,12.98,42.46667,236.0355,4324.66
9/8/2023 20:00,911,12.98,42.60424,294.6867,4218.393
9/8/2023 21:00,912,12.97,42.37496,273.2465,4169.615
9/8/2023 22:00,913,12.94,42.51253,279.0178,4170.754
9/8/2023 23:00,914,12.94,42.60424,300.499,4103.141
9/9/2023 0:00,915,12.92,42.74181,321.9768,4075.102
9/9/2023 1:00,916,12.91,43.01694,314.8212,4055.47
9/9/2023 2:00,917,12.9,43.01694,309.0972,4027.258
9/9/2023 3:00,918,12.88,43.33794,297.6491,4042.795
9/9/2023 4:00,919,12.87,43.42965,321.9762,4009.677
9/9/2023 5:00,920,12.85,43.56721,326.2692,4001.091
9/9/2023 6:00,921,12.83,40.21973,316.2595,4001.184
9/9/2023 7:00,922,12.9,44.07163,299.0869,3980.739
9/9/2023 8:00,923,13.51,44.11749,277.6154,4124.164
9/9/2023 9:00,924,13.63,44.25505,289.052,4357.04
9/9/2023 10:00,925,14.04,44.30091,226.0392,4466.012
9/9/2023 11:00,926,14.29,44.30091,274.6602,4516.77
9/9/2023 12:00,927,16.58,44.16335,246.0491,4679.429
9/9/2023 13:00,928,14.37,44.11749,205.9946,4511.036
9/9/2023 14:00,929,14.35,43.93406,240.327,4498.775
9/9/2023 15:00,930,14.36,43.75064,280.3815,4510.219
9/9/2023 16:00,931,14.26,43.61307,211.7166,4521.254
9/9/2023 17:00,932,13.97,43.52136,263.2153,4657.767
9/9/2023 18:00,933,13.24,43.29208,297.5477,4437.058
9/9/2023 19:00,934,12.99,43.20037,294.6867,4345.505
9/9/2023 20:00,935,12.98,43.15451,274.6594,4303.407
9/9/2023 21:00,936,12.97,43.10866,263.229,4237.006
9/9/2023 22:00,937,12.96,40.99928,296.155,4176.419
9/9/2023 23:00,938,12.93,42.55838,314.7906,4146.242
9/10/2023 0:00,939,12.93,43.84235,373.4783,4129.317
9/10/2023 1:00,940,12.91,43.33794,336.2857,4109.023
9/10/2023 2:00,941,12.9,44.30091,349.1683,4086.169
9/10/2023 3:00,942,12.89,44.34677,344.8783,4067.397
9/10/2023 4:00,943,12.87,44.34677,376.3544,4044.839
9/10/2023 5:00,944,12.85,44.30091,394.9575,4008.042
9/10/2023 6:00,945,12.82,44.43848,403.5524,4019.988
9/10/2023 7:00,946,12.91,44.57605,473.6698,3983.57
9/10/2023 8:00,947,13.51,44.57605,343.4417,4156.053
9/10/2023 9:00,948,13.55,44.71362,246.0986,4371.316
9/10/2023 10:00,949,13.66,44.71362,240.3272,4529.433
9/10/2023 11:00,950,14.61,44.71362,197.4115,4556.813
9/10/2023 12:00,951,14.54,44.53019,246.0491,4596.05
9/10/2023 13:00,952,14.47,44.34677,310.4224,4573.979
9/10/2023 14:00,953,14.71,44.25505,195.981,4655.723
9/10/2023 15:00,954,15.94,43.88821,183.1063,4692.099
9/10/2023 16:00,955,13.95,43.70478,207.4251,4621.799
9/10/2023 17:00,956,14.04,43.52136,194.5504,4635.287
9/10/2023 18:00,957,13.25,43.47551,217.4387,4510.627
9/10/2023 19:00,958,12.99,43.20037,278.951,4428.066
9/10/2023 20:00,959,12.99,43.24622,286.1036,4408.856
9/10/2023 21:00,960,12.97,43.20037,288.9646,4378.203
9/10/2023 22:00,961,12.96,43.29208,267.5098,4340.24
9/10/2023 23:00,962,12.94,43.0628,276.1112,4270.22
9/11/2023 0:00,963,12.93,43.29208,301.8527,4241.879
9/11/2023 1:00,964,12.92,42.55838,299.0425,4212.759
9/11/2023 2:00,965,12.91,43.38379,296.1918,4168.353
9/11/2023 3:00,966,12.89,43.42965,360.6103,4151.516
9/11/2023 4:00,967,12.87,43.42965,339.1457,4134.757
9/11/2023 5:00,968,12.86,43.47551,383.5114,4133.583
9/11/2023 6:00,969,12.84,43.33794,429.3016,4099.626
9/11/2023 7:00,970,12.91,43.33794,389.2335,4132.335
9/11/2023 8:00,971,13.46,43.42965,366.3374,4222.284
9/11/2023 9:00,972,13.5,43.33794,234.6317,4405.272
9/11/2023 10:00,973,13.57,42.92523,205.9947,4596.461
9/11/2023 11:00,974,13.82,42.78767,178.8147,4676.977
9/11/2023 12:00,975,16.14,42.19154,283.2426,5012.944
9/11/2023 13:00,976,14.02,42.46667,194.5504,4737.058
9/11/2023 14:00,977,14.53,41.59541,193.1199,4659.81
9/11/2023 15:00,978,16.44,42.09982,183.1063,4768.121
9/11/2023 16:00,979,14.25,41.59541,183.1063,4743.189
9/11/2023 17:00,980,13,41.41198,160.218,4367.576
9/11/2023 18:00,981,13.01,42.78767,168.8082,4071.016
9/11/2023 19:00,982,12.97,43.97992,180.2923,4053.92
9/11/2023 20:00,983,12.96,43.61307,188.8916,4050.131
9/11/2023 21:00,984,12.94,42.55838,217.5126,4046.47
9/11/2023 22:00,985,12.92,42.83352,240.4088,4065.69
9/11/2023 23:00,986,12.92,42.6501,251.857,4092.268
9/12/2023 0:00,987,12.9,41.96226,3093.939,4094.042
9/12/2023 1:00,988,12.89,41.87054,5346.236,4088.587
9/12/2023 2:00,989,12.88,40.44901,5877.189,4068.588
9/12/2023 3:00,990,12.86,41.45784,6157.642,4066.117
9/12/2023 4:00,991,12.84,40.67829,6475.633,4070.807
9/12/2023 5:00,992,12.82,40.86171,6797.496,4071.956
9/12/2023 6:00,993,12.83,41.36613,7145.19,4076.424
9/12/2023 7:00,994,12.9,41.77883,7453.593,4073.96
9/12/2023 8:00,995,13.48,41.96226,7776.186,4072.286
9/12/2023 9:00,996,13.49,42.09982,8080.891,4068.964
9/12/2023 10:00,997,13.55,41.96226,8114.384,4071.399
9/12/2023 11:00,998,13.73,41.82469,8146.302,4111.78
9/12/2023 12:00,999,14.33,41.87054,8135.366,4138.698
9/12/2023 13:00,1000,14.45,40.40315,8123.911,4182.834
9/12/2023 14:00,1001,14.54,41.59541,8050.955,4200.001
9/12/2023 15:00,1002,16.15,40.90757,8005.178,4218.393
9/12/2023 16:00,1003,14.07,40.67829,7979.429,4231.472
9/12/2023 17:00,1004,13.66,40.31144,7966.554,4233.107
9/12/2023 18:00,1005,12.99,40.08216,7933.652,4217.167
9/12/2023 19:00,1006,13,39.80703,7826.363,4206.949
9/12/2023 20:00,1007,12.98,39.57775,7727.658,4211.854
9/12/2023 21:00,1008,12.97,39.30261,7678.178,4216.265
9/12/2023 22:00,1009,12.96,39.2109,7642.733,4214.806
9/12/2023 23:00,1010,12.94,39.2109,7586.063,4208.167
9/13/2023 0:00,1011,12.93,39.02747,7516.392,4199.826
9/13/2023 1:00,1012,12.91,37.78936,7452.629,4188.322
9/13/2023 2:00,1013,12.91,39.30261,7389.674,4171.156
9/13/2023 3:00,1014,12.89,39.66946,7289.537,4146.233
9/13/2023 4:00,1015,12.87,39.66946,7289.539,4141.737
9/13/2023 5:00,1016,12.86,39.66946,7290.97,4157.274
9/13/2023 6:00,1017,12.84,39.6236,7156.536,4127.474
9/13/2023 7:00,1018,12.83,39.57775,7170.818,4127.049
9/13/2023 8:00,1019,13.45,39.57775,7080.642,4129.08
9/13/2023 9:00,1020,13.42,39.57775,7052.898,4121.396
