"Plot Title: Bradford_DO15_09262025"
"#","Date Time, GMT-05:00","DO conc, mg/L (LGR S/N: 21446161, SEN S/N: 21446161)","Temp, °F (LGR S/N: 21446161, SEN S/N: 21446161)","Expired Sensor Cap (LGR S/N: 21446161, SEN S/N: 21446161)","Coupler Attached (LGR S/N: 21446161, SEN S/N: 21446161)","Stopped (LGR S/N: 21446161, SEN S/N: 21446161)","End Of File (LGR S/N: 21446161, SEN S/N: 21446161)"
75,08/16/25 12:00:00 PM,2.18,81.14,,,,
76,08/16/25 01:00:00 PM,2.15,82.00,,,,
77,08/16/25 02:00:00 PM,2.09,82.36,,,,
78,08/16/25 03:00:00 PM,2.09,82.54,,,,
79,08/16/25 04:00:00 PM,2.21,81.75,,,,
80,08/16/25 05:00:00 PM,2.04,81.32,,,,
81,08/16/25 06:00:00 PM,3.03,80.67,,,,
82,08/16/25 07:00:00 PM,2.45,80.42,,,,
83,08/16/25 08:00:00 PM,2.52,79.99,,,,
84,08/16/25 09:00:00 PM,2.40,79.56,,,,
85,08/16/25 10:00:00 PM,2.34,79.27,,,,
86,08/16/25 11:00:00 PM,2.31,79.05,,,,
87,08/17/25 12:00:00 AM,2.31,78.84,,,,
88,08/17/25 01:00:00 AM,2.32,78.66,,,,
89,08/17/25 02:00:00 AM,2.33,78.48,,,,
90,08/17/25 03:00:00 AM,2.33,78.26,,,,
91,08/17/25 04:00:00 AM,2.35,78.08,,,,
92,08/17/25 05:00:00 AM,2.35,77.90,,,,
93,08/17/25 06:00:00 AM,2.36,77.76,,,,
94,08/17/25 07:00:00 AM,2.37,77.65,,,,
95,08/17/25 08:00:00 AM,2.39,77.65,,,,
96,08/17/25 09:00:00 AM,2.40,77.72,,,,
97,08/17/25 10:00:00 AM,2.40,77.90,,,,
98,08/17/25 11:00:00 AM,2.40,78.22,,,,
99,08/17/25 12:00:00 PM,2.39,78.58,,,,
100,08/17/25 01:00:00 PM,2.37,79.09,,,,
101,08/17/25 02:00:00 PM,2.35,79.70,,,,
102,08/17/25 03:00:00 PM,2.32,79.92,,,,
103,08/17/25 04:00:00 PM,2.28,80.24,,,,
104,08/17/25 05:00:00 PM,2.24,80.31,,,,
105,08/17/25 06:00:00 PM,2.21,80.31,,,,
106,08/17/25 07:00:00 PM,2.19,80.24,,,,
107,08/17/25 08:00:00 PM,2.17,80.10,,,,
108,08/17/25 09:00:00 PM,2.16,79.84,,,,
109,08/17/25 10:00:00 PM,2.19,79.52,,,,
110,08/17/25 11:00:00 PM,2.21,79.23,,,,
111,08/18/25 12:00:00 AM,2.21,78.94,,,,
112,08/18/25 01:00:00 AM,2.22,78.66,,,,
113,08/18/25 02:00:00 AM,2.24,78.33,,,,
114,08/18/25 03:00:00 AM,2.24,78.04,,,,
115,08/18/25 04:00:00 AM,2.25,77.79,,,,
116,08/18/25 05:00:00 AM,2.26,77.58,,,,
117,08/18/25 06:00:00 AM,2.27,77.40,,,,
118,08/18/25 07:00:00 AM,2.27,77.22,,,,
119,08/18/25 08:00:00 AM,2.28,77.36,,,,
120,08/18/25 09:00:00 AM,2.26,77.79,,,,
121,08/18/25 10:00:00 AM,2.26,78.33,,,,
122,08/18/25 11:00:00 AM,2.24,79.09,,,,
123,08/18/25 12:00:00 PM,2.22,79.88,,,,
124,08/18/25 01:00:00 PM,2.18,80.46,,,,
125,08/18/25 02:00:00 PM,2.15,80.85,,,,
126,08/18/25 03:00:00 PM,2.13,81.28,,,,
127,08/18/25 04:00:00 PM,2.08,81.50,,,,
128,08/18/25 05:00:00 PM,2.03,81.54,,,,
129,08/18/25 06:00:00 PM,2.03,81.50,,,,
130,08/18/25 07:00:00 PM,1.99,81.14,,,,
131,08/18/25 08:00:00 PM,1.97,80.78,,,,
132,08/18/25 09:00:00 PM,1.98,80.46,,,,
133,08/18/25 10:00:00 PM,1.96,80.06,,,,
134,08/18/25 11:00:00 PM,1.95,79.74,,,,
135,08/19/25 12:00:00 AM,1.95,79.48,,,,
136,08/19/25 01:00:00 AM,1.95,79.27,,,,
137,08/19/25 02:00:00 AM,1.94,79.05,,,,
138,08/19/25 03:00:00 AM,1.93,78.80,,,,
139,08/19/25 04:00:00 AM,1.94,78.55,,,,
140,08/19/25 05:00:00 AM,1.95,78.30,,,,
141,08/19/25 06:00:00 AM,1.96,78.08,,,,
142,08/19/25 07:00:00 AM,1.96,77.94,,,,
143,08/19/25 08:00:00 AM,1.97,78.04,,,,
144,08/19/25 09:00:00 AM,1.95,78.55,,,,
145,08/19/25 10:00:00 AM,1.96,79.12,,,,
146,08/19/25 11:00:00 AM,1.95,79.74,,,,
147,08/19/25 12:00:00 PM,1.93,80.20,,,,
148,08/19/25 01:00:00 PM,1.91,81.03,,,,
149,08/19/25 02:00:00 PM,1.89,80.85,,,,
150,08/19/25 03:00:00 PM,1.86,80.85,,,,
151,08/19/25 04:00:00 PM,1.84,80.49,,,,
152,08/19/25 05:00:00 PM,1.83,80.56,,,,
153,08/19/25 06:00:00 PM,1.79,80.56,,,,
154,08/19/25 07:00:00 PM,1.76,80.42,,,,
155,08/19/25 08:00:00 PM,1.72,80.13,,,,
156,08/19/25 09:00:00 PM,1.72,79.81,,,,
157,08/19/25 10:00:00 PM,1.74,79.45,,,,
158,08/19/25 11:00:00 PM,1.75,79.12,,,,
159,08/20/25 12:00:00 AM,1.74,78.80,,,,
160,08/20/25 01:00:00 AM,1.74,78.44,,,,
161,08/20/25 02:00:00 AM,1.75,78.12,,,,
162,08/20/25 03:00:00 AM,1.74,77.83,,,,
163,08/20/25 04:00:00 AM,1.75,77.58,,,,
164,08/20/25 05:00:00 AM,1.75,77.36,,,,
165,08/20/25 06:00:00 AM,1.76,77.18,,,,
166,08/20/25 07:00:00 AM,1.75,77.11,,,,
167,08/20/25 08:00:00 AM,1.75,77.25,,,,
168,08/20/25 09:00:00 AM,1.75,77.72,,,,
169,08/20/25 10:00:00 AM,1.75,78.37,,,,
170,08/20/25 11:00:00 AM,1.75,79.05,,,,
171,08/20/25 12:00:00 PM,1.74,79.56,,,,
172,08/20/25 01:00:00 PM,1.77,80.10,,,,
173,08/20/25 02:00:00 PM,1.75,80.71,,,,
174,08/20/25 03:00:00 PM,1.71,81.14,,,,
175,08/20/25 04:00:00 PM,1.68,81.43,,,,
176,08/20/25 05:00:00 PM,1.62,81.46,,,,
177,08/20/25 06:00:00 PM,1.58,81.25,,,,
178,08/20/25 07:00:00 PM,1.56,81.07,,,,
179,08/20/25 08:00:00 PM,2.45,80.02,,,,
180,08/20/25 09:00:00 PM,1.99,79.56,,,,
181,08/20/25 10:00:00 PM,1.80,79.34,,,,
182,08/20/25 11:00:00 PM,1.77,79.20,,,,
183,08/21/25 12:00:00 AM,1.77,78.98,,,,
184,08/21/25 01:00:00 AM,1.71,78.69,,,,
185,08/21/25 02:00:00 AM,1.67,78.40,,,,
186,08/21/25 03:00:00 AM,1.65,78.12,,,,
187,08/21/25 04:00:00 AM,1.66,77.86,,,,
188,08/21/25 05:00:00 AM,1.62,77.58,,,,
189,08/21/25 06:00:00 AM,1.69,77.32,,,,
190,08/21/25 07:00:00 AM,1.69,77.14,,,,
191,08/21/25 08:00:00 AM,1.69,77.22,,,,
192,08/21/25 09:00:00 AM,1.72,77.72,,,,
193,08/21/25 10:00:00 AM,1.74,78.44,,,,
194,08/21/25 11:00:00 AM,1.70,79.27,,,,
195,08/21/25 12:00:00 PM,1.65,79.77,,,,
196,08/21/25 01:00:00 PM,1.65,80.49,,,,
197,08/21/25 02:00:00 PM,1.66,81.10,,,,
198,08/21/25 03:00:00 PM,1.67,81.43,,,,
199,08/21/25 04:00:00 PM,1.65,81.61,,,,
200,08/21/25 05:00:00 PM,1.60,81.72,,,,
201,08/21/25 06:00:00 PM,1.62,80.46,,,,
202,08/21/25 07:00:00 PM,3.28,79.23,,,,
203,08/21/25 08:00:00 PM,2.69,78.98,,,,
204,08/21/25 09:00:00 PM,2.14,78.91,,,,
205,08/21/25 10:00:00 PM,1.96,78.80,,,,
206,08/21/25 11:00:00 PM,1.95,78.55,,,,
207,08/22/25 12:00:00 AM,1.87,78.22,,,,
208,08/22/25 01:00:00 AM,1.80,77.86,,,,
209,08/22/25 02:00:00 AM,1.79,77.54,,,,
210,08/22/25 03:00:00 AM,1.80,77.29,,,,
211,08/22/25 04:00:00 AM,1.81,77.11,,,,
212,08/22/25 05:00:00 AM,1.84,76.96,,,,
213,08/22/25 06:00:00 AM,1.84,76.78,,,,
214,08/22/25 07:00:00 AM,1.83,76.64,,,,
215,08/22/25 08:00:00 AM,1.85,76.82,,,,
216,08/22/25 09:00:00 AM,1.85,77.32,,,,
217,08/22/25 10:00:00 AM,1.84,77.83,,,,
218,08/22/25 11:00:00 AM,4.19,77.68,,,,
219,08/22/25 12:00:00 PM,2.61,78.37,,,,
220,08/22/25 01:00:00 PM,2.53,79.27,,,,
221,08/22/25 02:00:00 PM,2.47,79.70,,,,
222,08/22/25 03:00:00 PM,2.28,80.13,,,,
223,08/22/25 04:00:00 PM,2.15,80.46,,,,
224,08/22/25 05:00:00 PM,2.09,80.49,,,,
225,08/22/25 06:00:00 PM,2.05,80.24,,,,
226,08/22/25 07:00:00 PM,2.04,79.95,,,,
227,08/22/25 08:00:00 PM,2.04,79.56,,,,
228,08/22/25 09:00:00 PM,2.06,79.23,,,,
229,08/22/25 10:00:00 PM,2.07,78.98,,,,
230,08/22/25 11:00:00 PM,2.09,78.76,,,,
231,08/23/25 12:00:00 AM,2.08,78.51,,,,
232,08/23/25 01:00:00 AM,2.09,78.26,,,,
233,08/23/25 02:00:00 AM,2.09,78.04,,,,
234,08/23/25 03:00:00 AM,2.12,77.83,,,,
235,08/23/25 04:00:00 AM,2.14,77.65,,,,
236,08/23/25 05:00:00 AM,2.15,77.47,,,,
237,08/23/25 06:00:00 AM,2.15,77.25,,,,
238,08/23/25 07:00:00 AM,2.17,77.22,,,,
239,08/23/25 08:00:00 AM,2.80,77.04,,,,
240,08/23/25 09:00:00 AM,2.89,76.86,,,,
241,08/23/25 10:00:00 AM,2.65,77.11,,,,
242,08/23/25 11:00:00 AM,2.58,77.61,,,,
243,08/23/25 12:00:00 PM,2.45,78.08,,,,
244,08/23/25 01:00:00 PM,2.37,78.62,,,,
245,08/23/25 02:00:00 PM,2.31,78.91,,,,
246,08/23/25 03:00:00 PM,2.96,79.20,,,,
247,08/23/25 04:00:00 PM,2.56,79.09,,,,
248,08/23/25 05:00:00 PM,4.80,78.12,,,,
249,08/23/25 06:00:00 PM,4.31,78.48,,,,
250,08/23/25 07:00:00 PM,3.56,78.37,,,,
251,08/23/25 08:00:00 PM,2.99,78.15,,,,
252,08/23/25 09:00:00 PM,2.72,77.94,,,,
253,08/23/25 10:00:00 PM,2.56,77.72,,,,
254,08/23/25 11:00:00 PM,2.49,77.54,,,,
255,08/24/25 12:00:00 AM,2.44,77.32,,,,
256,08/24/25 01:00:00 AM,2.42,77.11,,,,
257,08/24/25 02:00:00 AM,2.41,76.93,,,,
258,08/24/25 03:00:00 AM,2.42,76.75,,,,
259,08/24/25 04:00:00 AM,2.44,76.60,,,,
260,08/24/25 05:00:00 AM,2.46,76.50,,,,
261,08/24/25 06:00:00 AM,2.47,76.39,,,,
262,08/24/25 07:00:00 AM,2.51,76.35,,,,
263,08/24/25 08:00:00 AM,2.53,76.32,,,,
264,08/24/25 09:00:00 AM,2.55,76.39,,,,
265,08/24/25 10:00:00 AM,2.58,76.64,,,,
266,08/24/25 11:00:00 AM,2.58,77.11,,,,
267,08/24/25 12:00:00 PM,2.58,77.65,,,,
268,08/24/25 01:00:00 PM,2.58,78.26,,,,
269,08/24/25 02:00:00 PM,2.53,78.66,,,,
270,08/24/25 03:00:00 PM,2.51,79.02,,,,
271,08/24/25 04:00:00 PM,2.41,79.20,,,,
272,08/24/25 05:00:00 PM,2.59,79.41,,,,
273,08/24/25 06:00:00 PM,2.52,79.41,,,,
274,08/24/25 07:00:00 PM,2.51,79.34,,,,
275,08/24/25 08:00:00 PM,2.65,79.16,,,,
276,08/24/25 09:00:00 PM,2.65,78.98,,,,
277,08/24/25 10:00:00 PM,2.69,78.73,,,,
278,08/24/25 11:00:00 PM,2.72,78.55,,,,
279,08/25/25 12:00:00 AM,2.72,78.40,,,,
280,08/25/25 01:00:00 AM,2.73,78.22,,,,
281,08/25/25 02:00:00 AM,2.73,78.04,,,,
282,08/25/25 03:00:00 AM,2.75,77.86,,,,
283,08/25/25 04:00:00 AM,2.75,77.68,,,,
284,08/25/25 05:00:00 AM,2.77,77.47,,,,
285,08/25/25 06:00:00 AM,2.77,77.29,,,,
286,08/25/25 07:00:00 AM,2.79,77.14,,,,
287,08/25/25 08:00:00 AM,2.81,77.11,,,,
288,08/25/25 09:00:00 AM,2.82,77.32,,,,
289,08/25/25 10:00:00 AM,2.82,77.76,,,,
290,08/25/25 11:00:00 AM,2.81,78.26,,,,
291,08/25/25 12:00:00 PM,2.79,78.76,,,,
292,08/25/25 01:00:00 PM,2.79,79.34,,,,
293,08/25/25 02:00:00 PM,2.78,79.66,,,,
294,08/25/25 03:00:00 PM,2.77,79.99,,,,
295,08/25/25 04:00:00 PM,2.74,80.20,,,,
296,08/25/25 05:00:00 PM,2.74,80.31,,,,
297,08/25/25 06:00:00 PM,2.74,80.28,,,,
298,08/25/25 07:00:00 PM,2.73,80.13,,,,
299,08/25/25 08:00:00 PM,2.74,80.02,,,,
300,08/25/25 09:00:00 PM,2.75,79.81,,,,
301,08/25/25 10:00:00 PM,2.75,79.56,,,,
302,08/25/25 11:00:00 PM,2.75,79.34,,,,
303,08/26/25 12:00:00 AM,2.80,79.09,,,,
304,08/26/25 01:00:00 AM,2.77,78.87,,,,
305,08/26/25 02:00:00 AM,2.75,78.66,,,,
306,08/26/25 03:00:00 AM,2.74,78.48,,,,
307,08/26/25 04:00:00 AM,2.74,78.26,,,,
308,08/26/25 05:00:00 AM,2.74,77.97,,,,
309,08/26/25 06:00:00 AM,2.77,77.68,,,,
310,08/26/25 07:00:00 AM,2.78,77.36,,,,
311,08/26/25 08:00:00 AM,2.79,77.18,,,,
312,08/26/25 09:00:00 AM,2.80,77.22,,,,
313,08/26/25 10:00:00 AM,2.83,77.61,,,,
314,08/26/25 11:00:00 AM,2.80,78.12,,,,
315,08/26/25 12:00:00 PM,2.79,78.80,,,,
316,08/26/25 01:00:00 PM,2.77,79.52,,,,
317,08/26/25 02:00:00 PM,2.73,79.99,,,,
318,08/26/25 03:00:00 PM,2.72,80.28,,,,
319,08/26/25 04:00:00 PM,2.71,80.42,,,,
320,08/26/25 05:00:00 PM,2.68,80.35,,,,
321,08/26/25 06:00:00 PM,2.65,80.24,,,,
322,08/26/25 07:00:00 PM,2.65,80.02,,,,
323,08/26/25 08:00:00 PM,2.67,79.74,,,,
324,08/26/25 09:00:00 PM,2.67,79.45,,,,
325,08/26/25 10:00:00 PM,2.68,79.09,,,,
326,08/26/25 11:00:00 PM,2.68,78.62,,,,
327,08/27/25 12:00:00 AM,2.69,78.08,,,,
328,08/27/25 01:00:00 AM,2.70,77.50,,,,
329,08/27/25 02:00:00 AM,2.72,76.96,,,,
330,08/27/25 03:00:00 AM,2.73,76.50,,,,
331,08/27/25 04:00:00 AM,2.75,76.03,,,,
332,08/27/25 05:00:00 AM,2.78,75.60,,,,
333,08/27/25 06:00:00 AM,2.80,75.24,,,,
334,08/27/25 07:00:00 AM,2.81,74.98,,,,
335,08/27/25 08:00:00 AM,2.83,74.98,,,,
336,08/27/25 09:00:00 AM,2.84,75.24,,,,
337,08/27/25 10:00:00 AM,2.86,75.81,,,,
338,08/27/25 11:00:00 AM,2.83,76.57,,,,
339,08/27/25 12:00:00 PM,2.81,77.25,,,,
340,08/27/25 01:00:00 PM,2.78,78.04,,,,
341,08/27/25 02:00:00 PM,2.72,78.66,,,,
342,08/27/25 03:00:00 PM,2.70,79.02,,,,
343,08/27/25 04:00:00 PM,2.64,79.41,,,,
344,08/27/25 05:00:00 PM,2.59,79.45,,,,
345,08/27/25 06:00:00 PM,2.55,79.34,,,,
346,08/27/25 07:00:00 PM,2.52,79.09,,,,
347,08/27/25 08:00:00 PM,2.52,78.84,,,,
348,08/27/25 09:00:00 PM,2.52,78.58,,,,
349,08/27/25 10:00:00 PM,2.53,78.37,,,,
350,08/27/25 11:00:00 PM,-888.88,-888.88,Logged,,,
351,08/28/25 12:00:00 AM,-888.88,-888.88,,,,
352,08/28/25 01:00:00 AM,-888.88,-888.88,,,,
353,08/28/25 02:00:00 AM,-888.88,-888.88,,,,
354,08/28/25 03:00:00 AM,-888.88,-888.88,,,,
355,08/28/25 04:00:00 AM,-888.88,-888.88,,,,
356,08/28/25 05:00:00 AM,-888.88,-888.88,,,,
357,08/28/25 06:00:00 AM,-888.88,-888.88,,,,
358,08/28/25 07:00:00 AM,-888.88,-888.88,,,,
359,08/28/25 08:00:00 AM,-888.88,-888.88,,,,
360,08/28/25 09:00:00 AM,-888.88,-888.88,,,,
361,08/28/25 10:00:00 AM,-888.88,-888.88,,,,
362,08/28/25 11:00:00 AM,-888.88,-888.88,,,,
363,08/28/25 12:00:00 PM,-888.88,-888.88,,,,
364,08/28/25 01:00:00 PM,-888.88,-888.88,,,,
365,08/28/25 02:00:00 PM,-888.88,-888.88,,,,
366,08/28/25 03:00:00 PM,-888.88,-888.88,,,,
367,08/28/25 04:00:00 PM,-888.88,-888.88,,,,
368,08/28/25 05:00:00 PM,-888.88,-888.88,,,,
369,08/28/25 06:00:00 PM,-888.88,-888.88,,,,
370,08/28/25 07:00:00 PM,-888.88,-888.88,,,,
371,08/28/25 08:00:00 PM,-888.88,-888.88,,,,
372,08/28/25 09:00:00 PM,-888.88,-888.88,,,,
373,08/28/25 10:00:00 PM,-888.88,-888.88,,,,
374,08/28/25 11:00:00 PM,-888.88,-888.88,,,,
375,08/29/25 12:00:00 AM,-888.88,-888.88,,,,
376,08/29/25 01:00:00 AM,-888.88,-888.88,,,,
377,08/29/25 02:00:00 AM,-888.88,-888.88,,,,
378,08/29/25 03:00:00 AM,-888.88,-888.88,,,,
379,08/29/25 04:00:00 AM,-888.88,-888.88,,,,
380,08/29/25 05:00:00 AM,-888.88,-888.88,,,,
381,08/29/25 06:00:00 AM,-888.88,-888.88,,,,
382,08/29/25 07:00:00 AM,-888.88,-888.88,,,,
383,08/29/25 08:00:00 AM,-888.88,-888.88,,,,
384,08/29/25 09:00:00 AM,-888.88,-888.88,,,,
385,08/29/25 10:00:00 AM,-888.88,-888.88,,,,
386,08/29/25 10:15:23 AM,,,,Logged,,
387,08/29/25 10:15:26 AM,,,,,Logged,Logged
