"Plot Title: Bradford_5DO_9.26.25"
"#","Date Time, GMT-05:00","DO conc, mg/L (LGR S/N: 10733150, SEN S/N: 10733150)","Temp, °F (LGR S/N: 10733150, SEN S/N: 10733150)","Expired Sensor Cap (LGR S/N: 10733150, SEN S/N: 10733150)","Coupler Attached (LGR S/N: 10733150, SEN S/N: 10733150)","Coupler Detached (LGR S/N: 10733150, SEN S/N: 10733150)","Stopped (LGR S/N: 10733150, SEN S/N: 10733150)","End Of File (LGR S/N: 10733150, SEN S/N: 10733150)"
59,08/15/25 08:00:00 PM,3.84,81.32,,,,,
60,08/15/25 09:00:00 PM,3.82,79.66,,,,,
61,08/15/25 10:00:00 PM,3.83,78.80,,,,,
62,08/15/25 11:00:00 PM,3.94,78.44,,,,,
63,08/16/25 12:00:00 AM,4.04,78.12,,,,,
64,08/16/25 01:00:00 AM,4.14,78.04,,,,,
65,08/16/25 02:00:00 AM,4.24,77.47,,,,,
66,08/16/25 03:00:00 AM,4.34,77.11,,,,,
67,08/16/25 04:00:00 AM,4.42,76.75,,,,,
68,08/16/25 05:00:00 AM,4.50,76.39,,,,,
69,08/16/25 06:00:00 AM,4.61,76.28,,,,,
70,08/16/25 07:00:00 AM,4.64,76.28,,,,,
71,08/16/25 08:00:00 AM,4.64,77.61,,,,,
72,08/16/25 09:00:00 AM,4.53,79.74,,,,,
73,08/16/25 10:00:00 AM,4.55,80.35,,,,,
74,08/16/25 11:00:00 AM,4.54,81.90,,,,,
75,08/16/25 12:00:00 PM,4.49,83.01,,,,,
76,08/16/25 01:00:00 PM,4.44,83.48,,,,,
77,08/16/25 02:00:00 PM,4.45,85.93,,,,,
78,08/16/25 03:00:00 PM,4.30,85.46,,,,,
79,08/16/25 04:00:00 PM,4.26,81.90,,,,,
80,08/16/25 05:00:00 PM,4.20,79.30,,,,,
81,08/16/25 06:00:00 PM,3.99,79.16,,,,,
82,08/16/25 07:00:00 PM,3.80,78.73,,,,,
83,08/16/25 08:00:00 PM,3.71,78.04,,,,,
84,08/16/25 09:00:00 PM,3.53,77.47,,,,,
85,08/16/25 10:00:00 PM,3.49,77.50,,,,,
86,08/16/25 11:00:00 PM,3.75,77.00,,,,,
87,08/17/25 12:00:00 AM,3.99,76.71,,,,,
88,08/17/25 01:00:00 AM,4.15,76.24,,,,,
89,08/17/25 02:00:00 AM,4.21,76.17,,,,,
90,08/17/25 03:00:00 AM,4.26,76.60,,,,,
91,08/17/25 04:00:00 AM,4.33,76.50,,,,,
92,08/17/25 05:00:00 AM,4.37,76.35,,,,,
93,08/17/25 06:00:00 AM,4.50,76.32,,,,,
94,08/17/25 07:00:00 AM,4.53,76.24,,,,,
95,08/17/25 08:00:00 AM,4.55,76.39,,,,,
96,08/17/25 09:00:00 AM,4.65,77.00,,,,,
97,08/17/25 10:00:00 AM,4.70,77.58,,,,,
98,08/17/25 11:00:00 AM,4.77,78.33,,,,,
99,08/17/25 12:00:00 PM,4.81,79.16,,,,,
100,08/17/25 01:00:00 PM,4.80,80.53,,,,,
101,08/17/25 02:00:00 PM,4.78,81.46,,,,,
102,08/17/25 03:00:00 PM,4.65,81.75,,,,,
103,08/17/25 04:00:00 PM,4.48,82.36,,,,,
104,08/17/25 05:00:00 PM,4.35,82.26,,,,,
105,08/17/25 06:00:00 PM,4.20,81.68,,,,,
106,08/17/25 07:00:00 PM,4.04,80.85,,,,,
107,08/17/25 08:00:00 PM,3.93,80.10,,,,,
108,08/17/25 09:00:00 PM,3.84,79.63,,,,,
109,08/17/25 10:00:00 PM,3.83,78.94,,,,,
110,08/17/25 11:00:00 PM,3.85,78.15,,,,,
111,08/18/25 12:00:00 AM,3.89,77.72,,,,,
112,08/18/25 01:00:00 AM,4.04,77.32,,,,,
113,08/18/25 02:00:00 AM,4.17,76.96,,,,,
114,08/18/25 03:00:00 AM,4.23,76.46,,,,,
115,08/18/25 04:00:00 AM,4.26,76.14,,,,,
116,08/18/25 05:00:00 AM,4.33,75.85,,,,,
117,08/18/25 06:00:00 AM,4.46,75.56,,,,,
118,08/18/25 07:00:00 AM,4.52,75.60,,,,,
119,08/18/25 08:00:00 AM,4.60,76.60,,,,,
120,08/18/25 09:00:00 AM,4.58,78.19,,,,,
121,08/18/25 10:00:00 AM,4.67,78.66,,,,,
122,08/18/25 11:00:00 AM,4.69,79.81,,,,,
123,08/18/25 12:00:00 PM,4.69,81.10,,,,,
124,08/18/25 01:00:00 PM,4.72,81.18,,,,,
125,08/18/25 02:00:00 PM,4.71,82.76,,,,,
126,08/18/25 03:00:00 PM,4.56,83.66,,,,,
127,08/18/25 04:00:00 PM,4.40,84.42,,,,,
128,08/18/25 05:00:00 PM,4.14,83.01,,,,,
129,08/18/25 06:00:00 PM,4.04,82.26,,,,,
130,08/18/25 07:00:00 PM,3.97,81.18,,,,,
131,08/18/25 08:00:00 PM,4.04,80.02,,,,,
132,08/18/25 09:00:00 PM,4.05,78.98,,,,,
133,08/18/25 10:00:00 PM,3.96,78.48,,,,,
134,08/18/25 11:00:00 PM,3.83,78.15,,,,,
135,08/19/25 12:00:00 AM,3.57,77.79,,,,,
136,08/19/25 01:00:00 AM,2.99,77.61,,,,,
137,08/19/25 02:00:00 AM,2.84,77.40,,,,,
138,08/19/25 03:00:00 AM,3.20,77.04,,,,,
139,08/19/25 04:00:00 AM,3.58,76.75,,,,,
140,08/19/25 05:00:00 AM,3.79,76.42,,,,,
141,08/19/25 06:00:00 AM,4.11,76.28,,,,,
142,08/19/25 07:00:00 AM,4.26,76.21,,,,,
143,08/19/25 08:00:00 AM,4.57,77.40,,,,,
144,08/19/25 09:00:00 AM,4.53,79.30,,,,,
145,08/19/25 10:00:00 AM,4.64,80.38,,,,,
146,08/19/25 11:00:00 AM,4.71,81.07,,,,,
147,08/19/25 12:00:00 PM,4.71,81.75,,,,,
148,08/19/25 01:00:00 PM,4.87,82.44,,,,,
149,08/19/25 02:00:00 PM,4.66,81.00,,,,,
150,08/19/25 03:00:00 PM,4.49,80.10,,,,,
151,08/19/25 04:00:00 PM,4.63,79.81,,,,,
152,08/19/25 05:00:00 PM,4.50,80.46,,,,,
153,08/19/25 06:00:00 PM,4.53,80.60,,,,,
154,08/19/25 07:00:00 PM,4.10,79.88,,,,,
155,08/19/25 08:00:00 PM,4.10,78.15,,,,,
156,08/19/25 09:00:00 PM,4.56,77.22,,,,,
157,08/19/25 10:00:00 PM,4.25,76.64,,,,,
158,08/19/25 11:00:00 PM,3.62,76.28,,,,,
159,08/20/25 12:00:00 AM,3.17,75.92,,,,,
160,08/20/25 01:00:00 AM,3.05,75.78,,,,,
161,08/20/25 02:00:00 AM,2.99,75.34,,,,,
162,08/20/25 03:00:00 AM,3.12,75.09,,,,,
163,08/20/25 04:00:00 AM,3.49,75.20,,,,,
164,08/20/25 05:00:00 AM,3.89,75.38,,,,,
165,08/20/25 06:00:00 AM,4.16,75.24,,,,,
166,08/20/25 07:00:00 AM,4.41,75.31,,,,,
167,08/20/25 08:00:00 AM,4.69,76.35,,,,,
168,08/20/25 09:00:00 AM,4.99,77.65,,,,,
169,08/20/25 10:00:00 AM,5.00,78.94,,,,,
170,08/20/25 11:00:00 AM,5.18,79.74,,,,,
171,08/20/25 12:00:00 PM,5.28,80.96,,,,,
172,08/20/25 01:00:00 PM,5.34,81.79,,,,,
173,08/20/25 02:00:00 PM,5.37,82.98,,,,,
174,08/20/25 03:00:00 PM,5.31,83.84,,,,,
175,08/20/25 04:00:00 PM,5.30,83.84,,,,,
176,08/20/25 05:00:00 PM,4.94,83.12,,,,,
177,08/20/25 06:00:00 PM,4.66,82.22,,,,,
178,08/20/25 07:00:00 PM,4.46,81.18,,,,,
179,08/20/25 08:00:00 PM,5.43,78.55,,,,,
180,08/20/25 09:00:00 PM,4.86,77.83,,,,,
181,08/20/25 10:00:00 PM,4.63,77.47,,,,,
182,08/20/25 11:00:00 PM,4.83,77.14,,,,,
183,08/21/25 12:00:00 AM,4.85,76.42,,,,,
184,08/21/25 01:00:00 AM,4.86,76.14,,,,,
185,08/21/25 02:00:00 AM,4.92,75.67,,,,,
186,08/21/25 03:00:00 AM,4.97,74.84,,,,,
187,08/21/25 04:00:00 AM,4.73,74.52,,,,,
188,08/21/25 05:00:00 AM,3.46,74.59,,,,,
189,08/21/25 06:00:00 AM,3.00,74.84,,,,,
190,08/21/25 07:00:00 AM,2.82,74.95,,,,,
191,08/21/25 08:00:00 AM,2.91,76.46,,,,,
192,08/21/25 09:00:00 AM,3.47,77.90,,,,,
193,08/21/25 10:00:00 AM,4.10,79.48,,,,,
194,08/21/25 11:00:00 AM,4.48,81.00,,,,,
195,08/21/25 12:00:00 PM,4.69,82.08,,,,,
196,08/21/25 01:00:00 PM,4.78,83.26,,,,,
197,08/21/25 02:00:00 PM,5.22,83.08,,,,,
198,08/21/25 03:00:00 PM,5.30,83.59,,,,,
199,08/21/25 04:00:00 PM,5.19,83.98,,,,,
200,08/21/25 05:00:00 PM,5.34,83.88,,,,,
201,08/21/25 06:00:00 PM,6.13,78.87,,,,,
202,08/21/25 07:00:00 PM,6.10,77.07,,,,,
203,08/21/25 08:00:00 PM,5.58,76.68,,,,,
204,08/21/25 09:00:00 PM,6.06,76.42,,,,,
205,08/21/25 10:00:00 PM,4.33,76.86,,,,,
206,08/21/25 11:00:00 PM,5.12,76.42,,,,,
207,08/22/25 12:00:00 AM,5.40,76.17,,,,,
208,08/22/25 01:00:00 AM,5.60,75.70,,,,,
209,08/22/25 02:00:00 AM,5.78,75.31,,,,,
210,08/22/25 03:00:00 AM,5.90,74.98,,,,,
211,08/22/25 04:00:00 AM,5.89,74.80,,,,,
212,08/22/25 05:00:00 AM,5.86,74.70,,,,,
213,08/22/25 06:00:00 AM,5.74,74.48,,,,,
214,08/22/25 07:00:00 AM,5.60,74.62,,,,,
215,08/22/25 08:00:00 AM,5.48,75.78,,,,,
216,08/22/25 09:00:00 AM,5.42,76.93,,,,,
217,08/22/25 10:00:00 AM,4.41,77.76,,,,,
218,08/22/25 11:00:00 AM,4.51,78.40,,,,,
219,08/22/25 12:00:00 PM,4.89,78.91,,,,,
220,08/22/25 01:00:00 PM,5.08,80.24,,,,,
221,08/22/25 02:00:00 PM,5.04,81.54,,,,,
222,08/22/25 03:00:00 PM,4.95,81.97,,,,,
223,08/22/25 04:00:00 PM,4.90,81.54,,,,,
224,08/22/25 05:00:00 PM,4.73,81.10,,,,,
225,08/22/25 06:00:00 PM,4.57,80.24,,,,,
226,08/22/25 07:00:00 PM,4.39,79.48,,,,,
227,08/22/25 08:00:00 PM,4.30,78.69,,,,,
228,08/22/25 09:00:00 PM,4.25,78.01,,,,,
229,08/22/25 10:00:00 PM,4.21,77.58,,,,,
230,08/22/25 11:00:00 PM,4.27,77.22,,,,,
231,08/23/25 12:00:00 AM,4.37,76.82,,,,,
232,08/23/25 01:00:00 AM,4.46,76.53,,,,,
233,08/23/25 02:00:00 AM,4.59,76.14,,,,,
234,08/23/25 03:00:00 AM,4.69,75.92,,,,,
235,08/23/25 04:00:00 AM,4.73,75.78,,,,,
236,08/23/25 05:00:00 AM,4.82,75.52,,,,,
237,08/23/25 06:00:00 AM,4.89,75.34,,,,,
238,08/23/25 07:00:00 AM,4.92,75.52,,,,,
239,08/23/25 08:00:00 AM,5.25,75.42,,,,,
240,08/23/25 09:00:00 AM,5.48,75.49,,,,,
241,08/23/25 10:00:00 AM,5.67,76.10,,,,,
242,08/23/25 11:00:00 AM,5.67,76.71,,,,,
243,08/23/25 12:00:00 PM,5.54,77.65,,,,,
244,08/23/25 01:00:00 PM,5.43,78.80,,,,,
245,08/23/25 02:00:00 PM,5.26,79.27,,,,,
246,08/23/25 03:00:00 PM,5.07,79.70,,,,,
247,08/23/25 04:00:00 PM,4.95,79.66,,,,,
248,08/23/25 05:00:00 PM,6.62,77.32,,,,,
249,08/23/25 06:00:00 PM,6.20,76.57,,,,,
250,08/23/25 07:00:00 PM,5.71,76.68,,,,,
251,08/23/25 08:00:00 PM,5.52,76.64,,,,,
252,08/23/25 09:00:00 PM,5.11,76.53,,,,,
253,08/23/25 10:00:00 PM,4.75,76.39,,,,,
254,08/23/25 11:00:00 PM,4.49,76.24,,,,,
255,08/24/25 12:00:00 AM,4.33,76.10,,,,,
256,08/24/25 01:00:00 AM,4.25,75.96,,,,,
257,08/24/25 02:00:00 AM,4.21,75.85,,,,,
258,08/24/25 03:00:00 AM,4.19,75.78,,,,,
259,08/24/25 04:00:00 AM,4.14,75.70,,,,,
260,08/24/25 05:00:00 AM,4.12,75.60,,,,,
261,08/24/25 06:00:00 AM,4.11,75.52,,,,,
262,08/24/25 07:00:00 AM,4.11,75.49,,,,,
263,08/24/25 08:00:00 AM,4.13,75.49,,,,,
264,08/24/25 09:00:00 AM,4.16,75.56,,,,,
265,08/24/25 10:00:00 AM,4.20,75.74,,,,,
266,08/24/25 11:00:00 AM,4.24,75.99,,,,,
267,08/24/25 12:00:00 PM,4.28,76.42,,,,,
268,08/24/25 01:00:00 PM,4.29,76.82,,,,,
269,08/24/25 02:00:00 PM,4.31,77.25,,,,,
270,08/24/25 03:00:00 PM,4.33,77.50,,,,,
271,08/24/25 04:00:00 PM,4.33,77.68,,,,,
272,08/24/25 05:00:00 PM,4.33,77.76,,,,,
273,08/24/25 06:00:00 PM,4.33,77.83,,,,,
274,08/24/25 07:00:00 PM,4.31,77.79,,,,,
275,08/24/25 08:00:00 PM,4.33,77.65,,,,,
276,08/24/25 09:00:00 PM,4.34,77.54,,,,,
277,08/24/25 10:00:00 PM,4.36,77.43,,,,,
278,08/24/25 11:00:00 PM,4.37,77.32,,,,,
279,08/25/25 12:00:00 AM,4.39,77.18,,,,,
280,08/25/25 01:00:00 AM,4.41,77.04,,,,,
281,08/25/25 02:00:00 AM,4.45,76.89,,,,,
282,08/25/25 03:00:00 AM,4.48,76.75,,,,,
283,08/25/25 04:00:00 AM,4.51,76.57,,,,,
284,08/25/25 05:00:00 AM,4.54,76.42,,,,,
285,08/25/25 06:00:00 AM,4.56,76.28,,,,,
286,08/25/25 07:00:00 AM,4.60,76.14,,,,,
287,08/25/25 08:00:00 AM,4.64,76.17,,,,,
288,08/25/25 09:00:00 AM,4.67,76.32,,,,,
289,08/25/25 10:00:00 AM,4.69,76.60,,,,,
290,08/25/25 11:00:00 AM,4.71,77.00,,,,,
291,08/25/25 12:00:00 PM,4.72,77.54,,,,,
292,08/25/25 01:00:00 PM,4.72,77.97,,,,,
293,08/25/25 02:00:00 PM,4.72,78.33,,,,,
294,08/25/25 03:00:00 PM,4.71,78.66,,,,,
295,08/25/25 04:00:00 PM,4.70,78.80,,,,,
296,08/25/25 05:00:00 PM,4.68,78.87,,,,,
297,08/25/25 06:00:00 PM,4.86,78.76,,,,,
298,08/25/25 07:00:00 PM,4.79,78.33,,,,,
299,08/25/25 08:00:00 PM,4.69,78.19,,,,,
300,08/25/25 09:00:00 PM,4.67,78.04,,,,,
301,08/25/25 10:00:00 PM,4.69,77.90,,,,,
302,08/25/25 11:00:00 PM,4.70,77.76,,,,,
303,08/26/25 12:00:00 AM,4.71,77.61,,,,,
304,08/26/25 01:00:00 AM,4.73,77.47,,,,,
305,08/26/25 02:00:00 AM,4.75,77.29,,,,,
306,08/26/25 03:00:00 AM,4.79,77.07,,,,,
307,08/26/25 04:00:00 AM,4.82,76.89,,,,,
308,08/26/25 05:00:00 AM,4.85,76.68,,,,,
309,08/26/25 06:00:00 AM,4.88,76.42,,,,,
310,08/26/25 07:00:00 AM,4.93,76.21,,,,,
311,08/26/25 08:00:00 AM,4.97,76.10,,,,,
312,08/26/25 09:00:00 AM,5.00,76.14,,,,,
313,08/26/25 10:00:00 AM,5.03,76.42,,,,,
314,08/26/25 11:00:00 AM,5.04,76.82,,,,,
315,08/26/25 12:00:00 PM,5.04,77.65,,,,,
316,08/26/25 01:00:00 PM,5.03,78.48,,,,,
317,08/26/25 02:00:00 PM,5.03,78.87,,,,,
318,08/26/25 03:00:00 PM,4.98,79.05,,,,,
319,08/26/25 04:00:00 PM,4.96,79.12,,,,,
320,08/26/25 05:00:00 PM,4.90,79.09,,,,,
321,08/26/25 06:00:00 PM,4.89,78.94,,,,,
322,08/26/25 07:00:00 PM,4.93,78.80,,,,,
323,08/26/25 08:00:00 PM,4.85,78.51,,,,,
324,08/26/25 09:00:00 PM,4.94,78.12,,,,,
325,08/26/25 10:00:00 PM,4.95,77.79,,,,,
326,08/26/25 11:00:00 PM,5.00,77.40,,,,,
327,08/27/25 12:00:00 AM,4.90,77.00,,,,,
328,08/27/25 01:00:00 AM,4.84,76.57,,,,,
329,08/27/25 02:00:00 AM,4.90,76.14,,,,,
330,08/27/25 03:00:00 AM,4.44,75.67,,,,,
331,08/27/25 04:00:00 AM,4.73,75.20,,,,,
332,08/27/25 05:00:00 AM,5.09,74.77,,,,,
333,08/27/25 06:00:00 AM,5.22,74.37,,,,,
334,08/27/25 07:00:00 AM,5.29,74.05,,,,,
335,08/27/25 08:00:00 AM,5.16,74.01,,,,,
336,08/27/25 09:00:00 AM,5.25,74.19,,,,,
337,08/27/25 10:00:00 AM,5.27,74.62,,,,,
338,08/27/25 11:00:00 AM,5.24,75.16,,,,,
339,08/27/25 12:00:00 PM,5.24,75.96,,,,,
340,08/27/25 01:00:00 PM,5.19,77.04,,,,,
341,08/27/25 02:00:00 PM,5.16,77.90,,,,,
342,08/27/25 03:00:00 PM,5.17,77.90,,,,,
343,08/27/25 04:00:00 PM,4.87,78.12,,,,,
344,08/27/25 05:00:00 PM,4.88,78.33,,,,,
345,08/27/25 06:00:00 PM,5.04,78.22,,,,,
346,08/27/25 07:00:00 PM,4.97,78.08,,,,,
347,08/27/25 08:00:00 PM,-888.88,-888.88,Logged,,,,
348,08/27/25 09:00:00 PM,-888.88,-888.88,,,,,
349,08/27/25 10:00:00 PM,-888.88,-888.88,,,,,
350,08/27/25 11:00:00 PM,-888.88,-888.88,,,,,
351,08/28/25 12:00:00 AM,-888.88,-888.88,,,,,
352,08/28/25 01:00:00 AM,-888.88,-888.88,,,,,
353,08/28/25 02:00:00 AM,-888.88,-888.88,,,,,
354,08/28/25 03:00:00 AM,-888.88,-888.88,,,,,
355,08/28/25 04:00:00 AM,-888.88,-888.88,,,,,
356,08/28/25 05:00:00 AM,-888.88,-888.88,,,,,
357,08/28/25 06:00:00 AM,-888.88,-888.88,,,,,
358,08/28/25 07:00:00 AM,-888.88,-888.88,,,,,
359,08/28/25 08:00:00 AM,-888.88,-888.88,,,,,
360,08/28/25 09:00:00 AM,-888.88,-888.88,,,,,
361,08/28/25 10:00:00 AM,-888.88,-888.88,,,,,
362,08/28/25 11:00:00 AM,-888.88,-888.88,,,,,
363,08/28/25 12:00:00 PM,-888.88,-888.88,,,,,
364,08/28/25 01:00:00 PM,-888.88,-888.88,,,,,
365,08/28/25 02:00:00 PM,-888.88,-888.88,,,,,
366,08/28/25 03:00:00 PM,-888.88,-888.88,,,,,
367,08/28/25 04:00:00 PM,-888.88,-888.88,,,,,
368,08/28/25 05:00:00 PM,-888.88,-888.88,,,,,
369,08/28/25 06:00:00 PM,-888.88,-888.88,,,,,
370,08/28/25 07:00:00 PM,-888.88,-888.88,,,,,
371,08/28/25 08:00:00 PM,-888.88,-888.88,,,,,
372,08/28/25 09:00:00 PM,-888.88,-888.88,,,,,
373,08/28/25 10:00:00 PM,-888.88,-888.88,,,,,
374,08/28/25 11:00:00 PM,-888.88,-888.88,,,,,
375,08/29/25 12:00:00 AM,-888.88,-888.88,,,,,
376,08/29/25 01:00:00 AM,-888.88,-888.88,,,,,
377,08/29/25 02:00:00 AM,-888.88,-888.88,,,,,
378,08/29/25 03:00:00 AM,-888.88,-888.88,,,,,
379,08/29/25 04:00:00 AM,-888.88,-888.88,,,,,
380,08/29/25 05:00:00 AM,-888.88,-888.88,,,,,
381,08/29/25 06:00:00 AM,-888.88,-888.88,,,,,
382,08/29/25 07:00:00 AM,-888.88,-888.88,,,,,
383,08/29/25 08:00:00 AM,-888.88,-888.88,,,,,
384,08/29/25 09:00:00 AM,-888.88,-888.88,,,,,
385,08/29/25 09:42:02 AM,,,,Logged,,,
386,08/29/25 09:42:11 AM,,,,,Logged,,
387,08/29/25 09:42:17 AM,,,,Logged,Logged,,
388,08/29/25 09:42:38 AM,,,,Logged,,,
389,08/29/25 09:42:39 AM,,,,,Logged,,
390,08/29/25 09:54:01 AM,,,,Logged,,,
391,08/29/25 09:54:08 AM,,,,,,Logged,Logged
