"Plot Title: Bradford_DO5_10052024_5"
"#","Date Time, GMT-05:00","DO conc, mg/L (LGR S/N: 21446161, SEN S/N: 21446161)","Temp, °F (LGR S/N: 21446161, SEN S/N: 21446161)","Coupler Attached (LGR S/N: 21446161, SEN S/N: 21446161)","Host Connected (LGR S/N: 21446161, SEN S/N: 21446161)","Stopped (LGR S/N: 21446161, SEN S/N: 21446161)","End Of File (LGR S/N: 21446161, SEN S/N: 21446161)"
137,06/26/24 02:00:00 AM,8.27,75.92,,,,
138,06/26/24 03:00:00 AM,8.33,75.02,,,,
139,06/26/24 04:00:00 AM,8.36,74.95,,,,
140,06/26/24 05:00:00 AM,8.35,74.73,,,,
141,06/26/24 06:00:00 AM,8.34,75.13,,,,
142,06/26/24 07:00:00 AM,8.19,77.04,,,,
143,06/26/24 08:00:00 AM,7.82,81.90,,,,
144,06/26/24 09:00:00 AM,7.74,83.23,,,,
145,06/26/24 10:00:00 AM,7.66,84.52,,,,
146,06/26/24 11:00:00 AM,7.64,85.68,,,,
147,06/26/24 12:00:00 PM,7.44,87.62,,,,
148,06/26/24 01:00:00 PM,8.17,76.50,,,,
149,06/26/24 02:00:00 PM,7.61,82.69,,,,
150,06/26/24 03:00:00 PM,7.67,82.18,,,,
151,06/26/24 04:00:00 PM,7.57,84.45,,,,
152,06/26/24 05:00:00 PM,7.61,84.16,,,,
153,06/26/24 06:00:00 PM,7.72,82.87,,,,
154,06/26/24 07:00:00 PM,7.77,81.72,,,,
155,06/26/24 08:00:00 PM,7.86,80.60,,,,
156,06/26/24 09:00:00 PM,7.94,79.95,,,,
157,06/26/24 10:00:00 PM,8.01,79.02,,,,
158,06/26/24 11:00:00 PM,8.07,78.08,,,,
159,06/27/24 12:00:00 AM,8.15,77.04,,,,
160,06/27/24 01:00:00 AM,8.22,76.06,,,,
161,06/27/24 02:00:00 AM,8.27,75.63,,,,
162,06/27/24 03:00:00 AM,8.30,75.20,,,,
163,06/27/24 04:00:00 AM,8.32,75.09,,,,
164,06/27/24 05:00:00 AM,8.34,74.80,,,,
165,06/27/24 06:00:00 AM,8.37,74.48,,,,
166,06/27/24 07:00:00 AM,8.22,76.53,,,,
167,06/27/24 08:00:00 AM,7.95,80.13,,,,
168,06/27/24 09:00:00 AM,7.83,81.75,,,,
169,06/27/24 10:00:00 AM,7.73,83.41,,,,
170,06/27/24 11:00:00 AM,7.67,84.42,,,,
171,06/27/24 12:00:00 PM,7.86,81.79,,,,
172,06/27/24 01:00:00 PM,7.53,86.72,,,,
173,06/27/24 02:00:00 PM,7.63,85.03,,,,
174,06/27/24 03:00:00 PM,7.57,85.06,,,,
175,06/27/24 04:00:00 PM,7.84,82.18,,,,
176,06/27/24 05:00:00 PM,7.79,82.11,,,,
177,06/27/24 06:00:00 PM,7.79,81.93,,,,
178,06/27/24 07:00:00 PM,7.84,81.32,,,,
179,06/27/24 08:00:00 PM,7.95,79.70,,,,
180,06/27/24 09:00:00 PM,8.04,78.51,,,,
181,06/27/24 10:00:00 PM,8.14,77.29,,,,
182,06/27/24 11:00:00 PM,8.21,76.39,,,,
183,06/28/24 12:00:00 AM,8.26,75.96,,,,
184,06/28/24 01:00:00 AM,8.31,75.34,,,,
185,06/28/24 02:00:00 AM,8.32,75.24,,,,
186,06/28/24 03:00:00 AM,8.33,75.09,,,,
187,06/28/24 04:00:00 AM,8.34,74.95,,,,
188,06/28/24 05:00:00 AM,8.41,74.16,,,,
189,06/28/24 06:00:00 AM,8.46,73.58,,,,
190,06/28/24 07:00:00 AM,8.33,75.42,,,,
191,06/28/24 08:00:00 AM,7.93,80.56,,,,
192,06/28/24 09:00:00 AM,7.79,82.65,,,,
193,06/28/24 10:00:00 AM,7.67,84.45,,,,
194,06/28/24 11:00:00 AM,7.62,84.34,,,,
195,06/28/24 12:00:00 PM,7.81,82.80,,,,
196,06/28/24 01:00:00 PM,8.16,76.42,,,,
197,06/28/24 02:00:00 PM,8.14,77.32,,,,
198,06/28/24 03:00:00 PM,8.03,78.15,,,,
199,06/28/24 04:00:00 PM,8.26,75.45,,,,
200,06/28/24 05:00:00 PM,8.29,75.38,,,,
201,06/28/24 06:00:00 PM,8.27,75.63,,,,
202,06/28/24 07:00:00 PM,8.25,75.88,,,,
203,06/28/24 08:00:00 PM,8.21,76.42,,,,
204,06/28/24 09:00:00 PM,8.22,76.06,,,,
205,06/28/24 10:00:00 PM,8.27,75.60,,,,
206,06/28/24 11:00:00 PM,8.34,74.91,,,,
207,06/29/24 12:00:00 AM,8.39,74.23,,,,
208,06/29/24 01:00:00 AM,8.39,74.34,,,,
209,06/29/24 02:00:00 AM,8.39,74.30,,,,
210,06/29/24 03:00:00 AM,8.40,74.26,,,,
211,06/29/24 04:00:00 AM,8.39,74.26,,,,
212,06/29/24 05:00:00 AM,8.39,74.34,,,,
213,06/29/24 06:00:00 AM,8.39,74.37,,,,
214,06/29/24 07:00:00 AM,8.35,74.91,,,,
215,06/29/24 08:00:00 AM,8.27,75.74,,,,
216,06/29/24 09:00:00 AM,8.12,77.50,,,,
217,06/29/24 10:00:00 AM,7.96,79.23,,,,
218,06/29/24 11:00:00 AM,7.76,81.68,,,,
219,06/29/24 12:00:00 PM,7.64,84.38,,,,
220,06/29/24 01:00:00 PM,7.65,84.56,,,,
221,06/29/24 02:00:00 PM,8.32,75.02,,,,
222,06/29/24 03:00:00 PM,8.20,76.75,,,,
223,06/29/24 04:00:00 PM,8.01,78.73,,,,
224,06/29/24 05:00:00 PM,7.87,79.48,,,,
225,06/29/24 06:00:00 PM,6.00,79.70,,,,
226,06/29/24 07:00:00 PM,5.78,78.80,,,,
227,06/29/24 08:00:00 PM,5.63,77.83,,,,
228,06/29/24 09:00:00 PM,5.59,77.00,,,,
229,06/29/24 10:00:00 PM,5.44,76.68,,,,
230,06/29/24 11:00:00 PM,5.43,76.50,,,,
231,06/30/24 12:00:00 AM,5.32,76.46,,,,
232,06/30/24 01:00:00 AM,5.27,76.46,,,,
233,06/30/24 02:00:00 AM,5.14,76.53,,,,
234,06/30/24 03:00:00 AM,5.05,76.46,,,,
235,06/30/24 04:00:00 AM,5.07,76.28,,,,
236,06/30/24 05:00:00 AM,5.04,76.06,,,,
237,06/30/24 06:00:00 AM,5.03,75.88,,,,
238,06/30/24 07:00:00 AM,5.03,75.92,,,,
239,06/30/24 08:00:00 AM,4.82,76.60,,,,
240,06/30/24 09:00:00 AM,4.86,77.14,,,,
241,06/30/24 10:00:00 AM,4.88,77.68,,,,
242,06/30/24 11:00:00 AM,4.71,78.15,,,,
243,06/30/24 12:00:00 PM,4.91,78.84,,,,
244,06/30/24 01:00:00 PM,4.88,79.74,,,,
245,06/30/24 02:00:00 PM,4.79,80.89,,,,
246,06/30/24 03:00:00 PM,5.00,81.61,,,,
247,06/30/24 04:00:00 PM,4.79,81.61,,,,
248,06/30/24 05:00:00 PM,4.98,81.10,,,,
249,06/30/24 06:00:00 PM,4.91,80.49,,,,
250,06/30/24 07:00:00 PM,4.86,80.02,,,,
251,06/30/24 08:00:00 PM,5.41,79.34,,,,
252,06/30/24 09:00:00 PM,5.10,78.48,,,,
253,06/30/24 10:00:00 PM,5.05,78.12,,,,
254,06/30/24 11:00:00 PM,4.67,77.79,,,,
255,07/01/24 12:00:00 AM,4.47,77.54,,,,
256,07/01/24 01:00:00 AM,4.37,77.25,,,,
257,07/01/24 02:00:00 AM,4.40,77.00,,,,
258,07/01/24 03:00:00 AM,4.37,76.75,,,,
259,07/01/24 04:00:00 AM,4.33,76.53,,,,
260,07/01/24 05:00:00 AM,4.29,76.35,,,,
261,07/01/24 06:00:00 AM,4.52,76.28,,,,
262,07/01/24 07:00:00 AM,4.43,76.46,,,,
263,07/01/24 08:00:00 AM,4.34,77.32,,,,
264,07/01/24 09:00:00 AM,2.75,78.40,,,,
265,07/01/24 10:00:00 AM,2.71,79.30,,,,
266,07/01/24 11:00:00 AM,2.75,79.59,,,,
267,07/01/24 12:00:00 PM,3.00,80.89,,,,
268,07/01/24 01:00:00 PM,3.00,80.53,,,,
269,07/01/24 02:00:00 PM,3.17,80.13,,,,
270,07/01/24 03:00:00 PM,3.33,81.36,,,,
271,07/01/24 04:00:00 PM,3.30,81.64,,,,
272,07/01/24 05:00:00 PM,3.56,80.31,,,,
273,07/01/24 06:00:00 PM,4.17,79.92,,,,
274,07/01/24 07:00:00 PM,4.21,79.48,,,,
275,07/01/24 08:00:00 PM,4.35,78.80,,,,
276,07/01/24 09:00:00 PM,4.56,78.37,,,,
277,07/01/24 10:00:00 PM,4.36,78.22,,,,
278,07/01/24 11:00:00 PM,4.15,78.08,,,,
279,07/02/24 12:00:00 AM,3.96,77.83,,,,
280,07/02/24 01:00:00 AM,4.24,77.68,,,,
281,07/02/24 02:00:00 AM,4.54,77.54,,,,
282,07/02/24 03:00:00 AM,4.73,77.40,,,,
283,07/02/24 04:00:00 AM,4.77,77.22,,,,
284,07/02/24 05:00:00 AM,4.98,77.00,,,,
285,07/02/24 06:00:00 AM,5.08,76.82,,,,
286,07/02/24 07:00:00 AM,5.16,76.75,,,,
287,07/02/24 08:00:00 AM,4.94,77.07,,,,
288,07/02/24 09:00:00 AM,4.91,77.43,,,,
289,07/02/24 10:00:00 AM,4.77,77.86,,,,
290,07/02/24 11:00:00 AM,4.97,78.40,,,,
291,07/02/24 12:00:00 PM,5.10,78.91,,,,
292,07/02/24 01:00:00 PM,5.25,79.74,,,,
293,07/02/24 02:00:00 PM,5.17,80.46,,,,
294,07/02/24 03:00:00 PM,5.07,81.10,,,,
295,07/02/24 04:00:00 PM,5.17,81.57,,,,
296,07/02/24 05:00:00 PM,5.42,79.74,,,,
297,07/02/24 06:00:00 PM,5.29,79.23,,,,
298,07/02/24 07:00:00 PM,5.44,78.66,,,,
299,07/02/24 08:00:00 PM,6.02,77.90,,,,
300,07/02/24 09:00:00 PM,6.02,77.54,,,,
301,07/02/24 10:00:00 PM,5.99,77.36,,,,
302,07/02/24 11:00:00 PM,5.95,77.18,,,,
303,07/03/24 12:00:00 AM,5.91,77.04,,,,
304,07/03/24 01:00:00 AM,5.92,76.96,,,,
305,07/03/24 02:00:00 AM,5.89,76.93,,,,
306,07/03/24 03:00:00 AM,5.85,76.86,,,,
307,07/03/24 04:00:00 AM,5.65,76.75,,,,
308,07/03/24 05:00:00 AM,5.66,76.60,,,,
309,07/03/24 06:00:00 AM,5.56,76.50,,,,
310,07/03/24 07:00:00 AM,5.60,76.46,,,,
311,07/03/24 08:00:00 AM,5.68,76.71,,,,
312,07/03/24 09:00:00 AM,5.73,76.96,,,,
313,07/03/24 10:00:00 AM,5.87,77.32,,,,
314,07/03/24 11:00:00 AM,5.75,77.83,,,,
315,07/03/24 12:00:00 PM,5.66,78.62,,,,
316,07/03/24 01:00:00 PM,5.53,79.70,,,,
317,07/03/24 02:00:00 PM,5.42,81.00,,,,
318,07/03/24 03:00:00 PM,5.11,81.61,,,,
319,07/03/24 04:00:00 PM,5.01,82.22,,,,
320,07/03/24 05:00:00 PM,5.12,82.62,,,,
321,07/03/24 06:00:00 PM,6.26,81.36,,,,
322,07/03/24 07:00:00 PM,7.08,77.76,,,,
323,07/03/24 08:00:00 PM,6.87,77.50,,,,
324,07/03/24 09:00:00 PM,6.38,77.43,,,,
325,07/03/24 10:00:00 PM,6.02,77.61,,,,
326,07/03/24 11:00:00 PM,5.54,77.65,,,,
327,07/04/24 12:00:00 AM,5.10,77.58,,,,
328,07/04/24 01:00:00 AM,4.68,77.47,,,,
329,07/04/24 02:00:00 AM,4.38,77.36,,,,
330,07/04/24 03:00:00 AM,4.26,77.22,,,,
331,07/04/24 04:00:00 AM,4.27,77.04,,,,
332,07/04/24 05:00:00 AM,4.36,76.93,,,,
333,07/04/24 06:00:00 AM,4.45,76.78,,,,
334,07/04/24 07:00:00 AM,4.55,76.68,,,,
335,07/04/24 08:00:00 AM,4.59,76.78,,,,
336,07/04/24 09:00:00 AM,4.62,77.00,,,,
337,07/04/24 10:00:00 AM,4.59,77.25,,,,
338,07/04/24 11:00:00 AM,4.56,77.72,,,,
339,07/04/24 12:00:00 PM,4.53,78.33,,,,
340,07/04/24 01:00:00 PM,4.49,78.84,,,,
341,07/04/24 02:00:00 PM,4.49,79.20,,,,
342,07/04/24 03:00:00 PM,4.47,79.09,,,,
343,07/04/24 04:00:00 PM,4.48,78.94,,,,
344,07/04/24 05:00:00 PM,4.53,78.87,,,,
345,07/04/24 06:00:00 PM,4.56,78.87,,,,
346,07/04/24 07:00:00 PM,4.61,78.80,,,,
347,07/04/24 08:00:00 PM,4.64,78.69,,,,
348,07/04/24 09:00:00 PM,4.67,78.51,,,,
349,07/04/24 10:00:00 PM,4.69,78.37,,,,
350,07/04/24 11:00:00 PM,4.74,78.19,,,,
351,07/05/24 12:00:00 AM,4.78,77.97,,,,
352,07/05/24 01:00:00 AM,4.82,77.79,,,,
353,07/05/24 02:00:00 AM,4.86,77.61,,,,
354,07/05/24 03:00:00 AM,4.88,77.43,,,,
355,07/05/24 04:00:00 AM,4.92,77.22,,,,
356,07/05/24 05:00:00 AM,4.94,77.04,,,,
357,07/05/24 06:00:00 AM,4.96,76.89,,,,
358,07/05/24 07:00:00 AM,5.01,76.78,,,,
359,07/05/24 08:00:00 AM,5.03,76.78,,,,
360,07/05/24 09:00:00 AM,5.03,76.93,,,,
361,07/05/24 10:00:00 AM,5.05,77.22,,,,
362,07/05/24 11:00:00 AM,5.03,77.65,,,,
363,07/05/24 12:00:00 PM,5.01,78.01,,,,
364,07/05/24 01:00:00 PM,4.94,78.87,,,,
365,07/05/24 02:00:00 PM,4.93,79.52,,,,
366,07/05/24 03:00:00 PM,4.91,79.66,,,,
367,07/05/24 04:00:00 PM,4.85,79.74,,,,
368,07/05/24 05:00:00 PM,4.83,79.74,,,,
369,07/05/24 06:00:00 PM,5.16,79.30,,,,
370,07/05/24 07:00:00 PM,5.08,79.09,,,,
371,07/05/24 08:00:00 PM,4.95,78.87,,,,
372,07/05/24 09:00:00 PM,4.89,78.76,,,,
373,07/05/24 10:00:00 PM,4.88,78.48,,,,
374,07/05/24 11:00:00 PM,4.87,78.22,,,,
375,07/06/24 12:00:00 AM,4.85,78.01,,,,
376,07/06/24 01:00:00 AM,4.84,77.86,,,,
377,07/06/24 02:00:00 AM,4.82,77.68,,,,
378,07/06/24 03:00:00 AM,4.83,77.58,,,,
379,07/06/24 04:00:00 AM,4.84,77.40,,,,
380,07/06/24 05:00:00 AM,4.85,77.22,,,,
381,07/06/24 06:00:00 AM,4.85,77.04,,,,
382,07/06/24 07:00:00 AM,4.87,76.93,,,,
383,07/06/24 08:00:00 AM,4.86,77.00,,,,
384,07/06/24 09:00:00 AM,4.86,77.22,,,,
385,07/06/24 10:00:00 AM,4.85,77.50,,,,
386,07/06/24 11:00:00 AM,4.85,77.79,,,,
387,07/06/24 12:00:00 PM,4.82,78.30,,,,
388,07/06/24 01:00:00 PM,4.78,78.66,,,,
389,07/06/24 02:00:00 PM,4.74,78.84,,,,
390,07/06/24 03:00:00 PM,4.75,78.84,,,,
391,07/06/24 04:00:00 PM,4.72,78.84,,,,
392,07/06/24 05:00:00 PM,4.68,78.91,,,,
393,07/06/24 06:00:00 PM,4.67,78.94,,,,
394,07/06/24 07:00:00 PM,4.67,78.94,,,,
395,07/06/24 08:00:00 PM,4.68,78.84,,,,
396,07/06/24 09:00:00 PM,4.68,78.73,,,,
397,07/06/24 10:00:00 PM,4.68,78.62,,,,
398,07/06/24 11:00:00 PM,4.71,78.44,,,,
399,07/07/24 12:00:00 AM,4.71,78.30,,,,
400,07/07/24 01:00:00 AM,4.73,78.15,,,,
401,07/07/24 02:00:00 AM,4.75,78.01,,,,
402,07/07/24 03:00:00 AM,4.75,77.83,,,,
403,07/07/24 04:00:00 AM,4.78,77.65,,,,
404,07/07/24 05:00:00 AM,4.82,77.43,,,,
405,07/07/24 06:00:00 AM,4.83,77.25,,,,
406,07/07/24 07:00:00 AM,4.85,77.11,,,,
407,07/07/24 08:00:00 AM,4.89,77.22,,,,
408,07/07/24 09:00:00 AM,4.89,77.43,,,,
409,07/07/24 10:00:00 AM,4.88,77.76,,,,
410,07/07/24 11:00:00 AM,4.88,78.22,,,,
411,07/07/24 12:00:00 PM,4.85,78.91,,,,
412,07/07/24 01:00:00 PM,4.81,79.77,,,,
413,07/07/24 02:00:00 PM,4.77,80.06,,,,
414,07/07/24 03:00:00 PM,4.71,79.99,,,,
415,07/07/24 04:00:00 PM,4.78,79.84,,,,
416,07/07/24 05:00:00 PM,4.71,79.92,,,,
417,07/07/24 06:00:00 PM,4.66,79.84,,,,
418,07/07/24 07:00:00 PM,4.67,79.70,,,,
419,07/07/24 08:00:00 PM,4.67,79.48,,,,
420,07/07/24 09:00:00 PM,4.64,79.30,,,,
421,07/07/24 10:00:00 PM,4.61,79.09,,,,
422,07/07/24 11:00:00 PM,4.62,78.91,,,,
423,07/08/24 12:00:00 AM,4.65,78.73,,,,
424,07/08/24 01:00:00 AM,4.63,78.58,,,,
425,07/08/24 02:00:00 AM,4.69,78.37,,,,
426,07/08/24 03:00:00 AM,4.73,78.19,,,,
427,07/08/24 04:00:00 AM,4.73,77.97,,,,
428,07/08/24 05:00:00 AM,4.75,77.83,,,,
429,07/08/24 06:00:00 AM,4.77,77.68,,,,
430,07/08/24 07:00:00 AM,4.77,77.61,,,,
431,07/08/24 08:00:00 AM,4.81,77.72,,,,
432,07/08/24 09:00:00 AM,4.75,78.01,,,,
433,07/08/24 10:00:00 AM,4.78,78.33,,,,
434,07/08/24 11:00:00 AM,4.78,78.84,,,,
435,07/08/24 12:00:00 PM,4.67,79.52,,,,
436,07/08/24 01:00:00 PM,4.64,80.38,,,,
437,07/08/24 02:00:00 PM,4.55,81.28,,,,
438,07/08/24 03:00:00 PM,4.55,81.21,,,,
439,07/08/24 04:00:00 PM,4.45,81.00,,,,
440,07/08/24 05:00:00 PM,6.24,79.12,,,,
441,07/08/24 06:00:00 PM,6.23,77.90,,,,
442,07/08/24 07:00:00 PM,5.65,77.79,,,,
443,07/08/24 08:00:00 PM,5.07,77.90,,,,
444,07/08/24 09:00:00 PM,4.50,77.94,,,,
445,07/08/24 10:00:00 PM,4.11,77.83,,,,
446,07/08/24 11:00:00 PM,3.86,77.65,,,,
447,07/09/24 12:00:00 AM,3.71,77.50,,,,
448,07/09/24 01:00:00 AM,3.67,77.32,,,,
449,07/09/24 02:00:00 AM,3.70,77.11,,,,
450,07/09/24 03:00:00 AM,3.68,76.96,,,,
451,07/09/24 04:00:00 AM,3.62,76.82,,,,
452,07/09/24 05:00:00 AM,3.58,76.68,,,,
453,07/09/24 06:00:00 AM,3.51,76.57,,,,
454,07/09/24 07:00:00 AM,3.50,76.46,,,,
455,07/09/24 08:00:00 AM,3.51,76.50,,,,
456,07/09/24 09:00:00 AM,3.51,76.68,,,,
457,07/09/24 10:00:00 AM,3.52,77.00,,,,
458,07/09/24 11:00:00 AM,3.70,77.29,,,,
459,07/09/24 12:00:00 PM,3.89,77.25,,,,
460,07/09/24 01:00:00 PM,3.79,77.32,,,,
461,07/09/24 02:00:00 PM,3.78,77.54,,,,
462,07/09/24 03:00:00 PM,3.74,77.76,,,,
463,07/09/24 04:00:00 PM,3.72,78.08,,,,
464,07/09/24 05:00:00 PM,3.68,78.26,,,,
465,07/09/24 06:00:00 PM,3.66,78.37,,,,
466,07/09/24 07:00:00 PM,3.63,78.37,,,,
