"Plot Title: Brad6a_DO"
"#","Date Time, GMT-05:00","DO conc, mg/L (LGR S/N: 10926095, SEN S/N: 10926095)","Temp, °F (LGR S/N: 10926095, SEN S/N: 10926095)","Expired Sensor Cap (LGR S/N: 10926095, SEN S/N: 10926095)","Coupler Attached (LGR S/N: 10926095, SEN S/N: 10926095)","Host Connected (LGR S/N: 10926095, SEN S/N: 10926095)","Stopped (LGR S/N: 10926095, SEN S/N: 10926095)","End Of File (LGR S/N: 10926095, SEN S/N: 10926095)"
109,06/25/24 01:00:00 AM,8.54,74.59,,,,,
110,06/25/24 02:00:00 AM,8.52,74.48,,,,,
111,06/25/24 03:00:00 AM,8.53,74.55,,,,,
112,06/25/24 04:00:00 AM,8.52,74.73,,,,,
113,06/25/24 05:00:00 AM,8.55,74.30,,,,,
114,06/25/24 06:00:00 AM,8.63,73.51,,,,,
115,06/25/24 07:00:00 AM,8.47,75.34,,,,,
116,06/25/24 08:00:00 AM,8.15,78.44,,,,,
117,06/25/24 09:00:00 AM,7.88,81.43,,,,,
118,06/25/24 10:00:00 AM,7.76,82.83,,,,,
119,06/25/24 11:00:00 AM,7.48,85.89,,,,,
120,06/25/24 12:00:00 PM,6.55,96.76,,,,,
121,06/25/24 01:00:00 PM,6.38,102.81,,,,,
122,06/25/24 02:00:00 PM,6.69,97.66,,,,,
123,06/25/24 03:00:00 PM,7.53,86.04,,,,,
124,06/25/24 04:00:00 PM,7.17,91.62,,,,,
125,06/25/24 05:00:00 PM,7.38,87.94,,,,,
126,06/25/24 06:00:00 PM,7.66,84.42,,,,,
127,06/25/24 07:00:00 PM,7.78,83.05,,,,,
128,06/25/24 08:00:00 PM,7.92,81.39,,,,,
129,06/25/24 09:00:00 PM,7.98,80.64,,,,,
130,06/25/24 10:00:00 PM,8.05,79.88,,,,,
131,06/25/24 11:00:00 PM,8.34,76.53,,,,,
132,06/26/24 12:00:00 AM,7.75,71.20,,,,,
133,06/26/24 01:00:00 AM,5.80,72.00,,,,,
134,06/26/24 02:00:00 AM,6.96,71.60,,,,,
135,06/26/24 03:00:00 AM,8.73,71.35,,,,,
136,06/26/24 04:00:00 AM,8.79,71.60,,,,,
137,06/26/24 05:00:00 AM,8.75,71.92,,,,,
138,06/26/24 06:00:00 AM,8.66,72.82,,,,,
139,06/26/24 07:00:00 AM,8.38,75.42,,,,,
140,06/26/24 08:00:00 AM,8.04,79.05,,,,,
141,06/26/24 09:00:00 AM,7.81,81.61,,,,,
142,06/26/24 10:00:00 AM,7.66,83.70,,,,,
143,06/26/24 11:00:00 AM,7.57,84.34,,,,,
144,06/26/24 12:00:00 PM,6.61,97.41,,,,,
145,06/26/24 01:00:00 PM,7.00,89.89,,,,,
146,06/26/24 02:00:00 PM,6.39,97.77,,,,,
147,06/26/24 03:00:00 PM,7.05,90.25,,,,,
148,06/26/24 04:00:00 PM,7.01,91.22,,,,,
149,06/26/24 05:00:00 PM,7.29,87.48,,,,,
150,06/26/24 06:00:00 PM,7.58,84.38,,,,,
151,06/26/24 07:00:00 PM,7.76,82.40,,,,,
152,06/26/24 08:00:00 PM,7.92,80.82,,,,,
153,06/26/24 09:00:00 PM,8.04,79.56,,,,,
154,06/26/24 10:00:00 PM,8.15,78.22,,,,,
155,06/26/24 11:00:00 PM,8.27,77.14,,,,,
156,06/27/24 12:00:00 AM,8.38,75.99,,,,,
157,06/27/24 01:00:00 AM,8.50,74.91,,,,,
158,06/27/24 02:00:00 AM,8.51,74.88,,,,,
159,06/27/24 03:00:00 AM,8.54,74.30,,,,,
160,06/27/24 04:00:00 AM,8.61,73.80,,,,,
161,06/27/24 05:00:00 AM,8.63,73.47,,,,,
162,06/27/24 06:00:00 AM,8.66,73.15,,,,,
163,06/27/24 07:00:00 AM,8.46,75.60,,,,,
164,06/27/24 08:00:00 AM,8.12,78.51,,,,,
165,06/27/24 09:00:00 AM,7.69,82.90,,,,,
166,06/27/24 10:00:00 AM,7.54,84.38,,,,,
167,06/27/24 11:00:00 AM,7.66,83.19,,,,,
168,06/27/24 12:00:00 PM,7.81,83.88,,,,,
169,06/27/24 01:00:00 PM,7.02,91.94,,,,,
170,06/27/24 02:00:00 PM,6.90,94.46,,,,,
171,06/27/24 03:00:00 PM,7.40,87.80,,,,,
172,06/27/24 04:00:00 PM,7.56,85.82,,,,,
173,06/27/24 05:00:00 PM,7.70,83.95,,,,,
174,06/27/24 06:00:00 PM,7.84,82.51,,,,,
175,06/27/24 07:00:00 PM,7.93,81.39,,,,,
176,06/27/24 08:00:00 PM,8.11,79.23,,,,,
177,06/27/24 09:00:00 PM,8.28,77.40,,,,,
178,06/27/24 10:00:00 PM,8.40,76.14,,,,,
179,06/27/24 11:00:00 PM,8.47,75.34,,,,,
180,06/28/24 12:00:00 AM,8.50,74.80,,,,,
181,06/28/24 01:00:00 AM,8.55,74.48,,,,,
182,06/28/24 02:00:00 AM,8.53,74.48,,,,,
183,06/28/24 03:00:00 AM,8.54,74.34,,,,,
184,06/28/24 04:00:00 AM,8.62,73.54,,,,,
185,06/28/24 05:00:00 AM,8.68,72.93,,,,,
186,06/28/24 06:00:00 AM,8.74,72.68,,,,,
187,06/28/24 07:00:00 AM,8.61,73.94,,,,,
188,06/28/24 08:00:00 AM,8.19,78.22,,,,,
189,06/28/24 09:00:00 AM,7.80,82.76,,,,,
190,06/28/24 10:00:00 AM,7.67,84.56,,,,,
191,06/28/24 11:00:00 AM,7.51,87.12,,,,,
192,06/28/24 12:00:00 PM,7.60,85.21,,,,,
193,06/28/24 01:00:00 PM,7.39,79.30,,,,,
194,06/28/24 02:00:00 PM,5.84,79.23,,,,,
195,06/28/24 03:00:00 PM,4.41,84.02,,,,,
196,06/28/24 04:00:00 PM,6.49,79.52,,,,,
197,06/28/24 05:00:00 PM,7.40,76.14,,,,,
198,06/28/24 06:00:00 PM,7.17,75.78,,,,,
199,06/28/24 07:00:00 PM,7.99,76.57,,,,,
200,06/28/24 08:00:00 PM,8.21,76.60,,,,,
201,06/28/24 09:00:00 PM,8.33,76.10,,,,,
202,06/28/24 10:00:00 PM,8.45,75.31,,,,,
203,06/28/24 11:00:00 PM,8.54,74.59,,,,,
204,06/29/24 12:00:00 AM,8.56,74.30,,,,,
205,06/29/24 01:00:00 AM,8.56,74.41,,,,,
206,06/29/24 02:00:00 AM,8.56,74.37,,,,,
207,06/29/24 03:00:00 AM,8.59,74.19,,,,,
208,06/29/24 04:00:00 AM,8.62,74.16,,,,,
209,06/29/24 05:00:00 AM,8.61,74.12,,,,,
210,06/29/24 06:00:00 AM,8.59,74.19,,,,,
211,06/29/24 07:00:00 AM,8.51,75.06,,,,,
212,06/29/24 08:00:00 AM,8.37,76.39,,,,,
213,06/29/24 09:00:00 AM,8.08,79.38,,,,,
214,06/29/24 10:00:00 AM,7.85,81.75,,,,,
215,06/29/24 11:00:00 AM,7.60,84.67,,,,,
216,06/29/24 12:00:00 PM,6.47,99.39,,,,,
217,06/29/24 01:00:00 PM,6.22,101.77,,,,,
218,06/29/24 02:00:00 PM,7.98,81.46,,,,,
219,06/29/24 03:00:00 PM,7.80,83.52,,,,,
220,06/29/24 04:00:00 PM,7.72,84.02,,,,,
221,06/29/24 05:00:00 PM,7.70,84.20,,,,,
222,06/29/24 06:00:00 PM,7.88,81.79,,,,,
223,06/29/24 07:00:00 PM,8.10,79.56,,,,,
224,06/29/24 08:00:00 PM,8.33,77.32,,,,,
225,06/29/24 09:00:00 PM,8.51,75.81,,,,,
226,06/29/24 10:00:00 PM,8.59,75.06,,,,,
227,06/29/24 11:00:00 PM,8.59,74.84,,,,,
228,06/30/24 12:00:00 AM,8.55,75.09,,,,,
229,06/30/24 01:00:00 AM,8.56,75.13,,,,,
230,06/30/24 02:00:00 AM,8.54,75.24,,,,,
231,06/30/24 03:00:00 AM,8.55,75.02,,,,,
232,06/30/24 04:00:00 AM,8.59,74.55,,,,,
233,06/30/24 05:00:00 AM,8.71,73.47,,,,,
234,06/30/24 06:00:00 AM,8.80,72.64,,,,,
235,06/30/24 07:00:00 AM,8.67,73.90,,,,,
236,06/30/24 08:00:00 AM,8.33,77.22,,,,,
237,06/30/24 09:00:00 AM,7.94,80.96,,,,,
238,06/30/24 10:00:00 AM,7.65,84.45,,,,,
239,06/30/24 11:00:00 AM,7.41,87.69,,,,,
240,06/30/24 12:00:00 PM,7.09,95.47,,,,,
241,06/30/24 01:00:00 PM,6.23,109.18,,,,,
242,06/30/24 02:00:00 PM,6.43,104.83,,,,,
243,06/30/24 03:00:00 PM,6.87,95.79,,,,,
244,06/30/24 04:00:00 PM,7.30,89.82,,,,,
245,06/30/24 05:00:00 PM,7.29,79.59,,,,,
246,06/30/24 06:00:00 PM,5.77,79.59,,,,,
247,06/30/24 07:00:00 PM,4.40,79.66,,,,,
248,06/30/24 08:00:00 PM,3.27,79.12,,,,,
249,06/30/24 09:00:00 PM,2.71,78.30,,,,,
250,06/30/24 10:00:00 PM,2.37,77.65,,,,,
251,06/30/24 11:00:00 PM,1.73,77.22,,,,,
252,07/01/24 12:00:00 AM,1.06,76.89,,,,,
253,07/01/24 01:00:00 AM,0.91,76.53,,,,,
254,07/01/24 02:00:00 AM,0.93,75.88,,,,,
255,07/01/24 03:00:00 AM,1.04,75.63,,,,,
256,07/01/24 04:00:00 AM,1.06,75.42,,,,,
257,07/01/24 05:00:00 AM,1.02,75.31,,,,,
258,07/01/24 06:00:00 AM,0.78,75.24,,,,,
259,07/01/24 07:00:00 AM,0.62,75.96,,,,,
260,07/01/24 08:00:00 AM,0.30,77.07,,,,,
261,07/01/24 09:00:00 AM,0.25,79.02,,,,,
262,07/01/24 10:00:00 AM,1.37,80.89,,,,,
263,07/01/24 11:00:00 AM,1.20,83.62,,,,,
264,07/01/24 12:00:00 PM,0.95,86.94,,,,,
265,07/01/24 01:00:00 PM,1.36,86.94,,,,,
266,07/01/24 02:00:00 PM,2.62,82.00,,,,,
267,07/01/24 03:00:00 PM,3.03,86.50,,,,,
268,07/01/24 04:00:00 PM,3.55,87.40,,,,,
269,07/01/24 05:00:00 PM,3.11,83.95,,,,,
270,07/01/24 06:00:00 PM,2.46,81.39,,,,,
271,07/01/24 07:00:00 PM,2.91,79.45,,,,,
272,07/01/24 08:00:00 PM,4.24,79.09,,,,,
273,07/01/24 09:00:00 PM,4.75,79.02,,,,,
274,07/01/24 10:00:00 PM,4.04,78.58,,,,,
275,07/01/24 11:00:00 PM,3.29,78.12,,,,,
276,07/02/24 12:00:00 AM,2.61,78.01,,,,,
277,07/02/24 01:00:00 AM,2.29,77.83,,,,,
278,07/02/24 02:00:00 AM,1.87,77.40,,,,,
279,07/02/24 03:00:00 AM,1.66,76.75,,,,,
280,07/02/24 04:00:00 AM,1.70,76.39,,,,,
281,07/02/24 05:00:00 AM,1.74,75.92,,,,,
282,07/02/24 06:00:00 AM,1.52,75.60,,,,,
283,07/02/24 07:00:00 AM,1.21,75.96,,,,,
284,07/02/24 08:00:00 AM,1.76,76.89,,,,,
285,07/02/24 09:00:00 AM,1.60,78.26,,,,,
286,07/02/24 10:00:00 AM,0.95,79.41,,,,,
287,07/02/24 11:00:00 AM,0.83,81.28,,,,,
288,07/02/24 12:00:00 PM,0.43,85.14,,,,,
289,07/02/24 01:00:00 PM,1.75,89.42,,,,,
290,07/02/24 02:00:00 PM,1.31,88.92,,,,,
291,07/02/24 03:00:00 PM,0.15,89.60,,,,,
292,07/02/24 04:00:00 PM,0.24,89.38,,,,,
293,07/02/24 05:00:00 PM,-0.01,86.36,,,,,
294,07/02/24 06:00:00 PM,1.37,83.70,,,,,
295,07/02/24 07:00:00 PM,1.42,82.08,,,,,
296,07/02/24 08:00:00 PM,1.22,80.82,,,,,
297,07/02/24 09:00:00 PM,1.06,79.88,,,,,
298,07/02/24 10:00:00 PM,1.28,79.20,,,,,
299,07/02/24 11:00:00 PM,1.22,79.02,,,,,
300,07/03/24 12:00:00 AM,1.45,78.66,,,,,
301,07/03/24 01:00:00 AM,1.31,78.40,,,,,
302,07/03/24 02:00:00 AM,1.46,78.01,,,,,
303,07/03/24 03:00:00 AM,1.47,77.72,,,,,
304,07/03/24 04:00:00 AM,0.56,77.97,,,,,
305,07/03/24 05:00:00 AM,0.56,77.90,,,,,
306,07/03/24 06:00:00 AM,1.06,77.32,,,,,
307,07/03/24 07:00:00 AM,0.45,77.50,,,,,
308,07/03/24 08:00:00 AM,0.94,78.26,,,,,
309,07/03/24 09:00:00 AM,0.96,79.88,,,,,
310,07/03/24 10:00:00 AM,0.91,81.46,,,,,
311,07/03/24 11:00:00 AM,1.10,85.06,,,,,
312,07/03/24 12:00:00 PM,0.91,102.42,,,,,
313,07/03/24 01:00:00 PM,1.56,104.61,,,,,
314,07/03/24 02:00:00 PM,3.43,100.29,,,,,
315,07/03/24 03:00:00 PM,3.56,96.08,,,,,
316,07/03/24 04:00:00 PM,2.55,92.52,,,,,
317,07/03/24 05:00:00 PM,2.75,89.85,,,,,
318,07/03/24 06:00:00 PM,1.93,85.32,,,,,
319,07/03/24 07:00:00 PM,2.48,81.97,,,,,
320,07/03/24 08:00:00 PM,1.90,80.42,,,,,
321,07/03/24 09:00:00 PM,1.38,79.12,,,,,
322,07/03/24 10:00:00 PM,1.86,77.94,,,,,
323,07/03/24 11:00:00 PM,2.94,78.08,,,,,
324,07/04/24 12:00:00 AM,1.53,77.22,,,,,
325,07/04/24 01:00:00 AM,1.36,76.39,,,,,
326,07/04/24 02:00:00 AM,1.79,75.85,,,,,
327,07/04/24 03:00:00 AM,2.77,75.27,,,,,
328,07/04/24 04:00:00 AM,1.95,74.77,,,,,
329,07/04/24 05:00:00 AM,1.10,74.55,,,,,
330,07/04/24 06:00:00 AM,2.27,74.19,,,,,
331,07/04/24 07:00:00 AM,2.80,75.88,,,,,
332,07/04/24 08:00:00 AM,2.42,78.84,,,,,
333,07/04/24 09:00:00 AM,0.83,81.50,,,,,
334,07/04/24 10:00:00 AM,2.21,83.48,,,,,
335,07/04/24 11:00:00 AM,5.02,86.76,,,,,
336,07/04/24 12:00:00 PM,6.04,97.59,,,,,
337,07/04/24 01:00:00 PM,7.02,91.98,,,,,
338,07/04/24 02:00:00 PM,7.05,90.57,,,,,
339,07/04/24 03:00:00 PM,7.70,83.73,,,,,
340,07/04/24 04:00:00 PM,7.79,82.83,,,,,
341,07/04/24 05:00:00 PM,7.73,83.08,,,,,
342,07/04/24 06:00:00 PM,7.84,82.36,,,,,
343,07/04/24 07:00:00 PM,7.92,81.57,,,,,
344,07/04/24 08:00:00 PM,8.01,80.49,,,,,
345,07/04/24 09:00:00 PM,8.18,78.87,,,,,
346,07/04/24 10:00:00 PM,8.31,77.58,,,,,
347,07/04/24 11:00:00 PM,8.39,76.64,,,,,
348,07/05/24 12:00:00 AM,8.45,75.99,,,,,
349,07/05/24 01:00:00 AM,8.51,75.42,,,,,
350,07/05/24 02:00:00 AM,8.51,75.42,,,,,
351,07/05/24 03:00:00 AM,8.58,74.66,,,,,
352,07/05/24 04:00:00 AM,8.62,74.01,,,,,
353,07/05/24 05:00:00 AM,8.68,73.54,,,,,
354,07/05/24 06:00:00 AM,8.72,73.29,,,,,
355,07/05/24 07:00:00 AM,8.61,74.59,,,,,
356,07/05/24 08:00:00 AM,8.23,78.22,,,,,
357,07/05/24 09:00:00 AM,7.85,81.50,,,,,
358,07/05/24 10:00:00 AM,7.66,83.55,,,,,
359,07/05/24 11:00:00 AM,7.39,86.76,,,,,
360,07/05/24 12:00:00 PM,6.14,107.60,,,,,
361,07/05/24 01:00:00 PM,6.50,101.37,,,,,
362,07/05/24 02:00:00 PM,6.55,101.52,,,,,
363,07/05/24 03:00:00 PM,7.05,92.34,,,,,
364,07/05/24 04:00:00 PM,7.20,91.47,,,,,
365,07/05/24 05:00:00 PM,7.36,88.12,,,,,
366,07/05/24 06:00:00 PM,7.81,82.94,,,,,
367,07/05/24 07:00:00 PM,7.86,82.22,,,,,
368,07/05/24 08:00:00 PM,8.04,80.60,,,,,
369,07/05/24 09:00:00 PM,8.08,79.95,,,,,
370,07/05/24 10:00:00 PM,8.15,79.02,,,,,
371,07/05/24 11:00:00 PM,8.31,77.72,,,,,
372,07/06/24 12:00:00 AM,8.40,76.35,,,,,
373,07/06/24 01:00:00 AM,8.45,76.10,,,,,
374,07/06/24 02:00:00 AM,8.38,76.68,,,,,
375,07/06/24 03:00:00 AM,8.41,76.17,,,,,
376,07/06/24 04:00:00 AM,8.53,75.02,,,,,
377,07/06/24 05:00:00 AM,8.60,74.37,,,,,
378,07/06/24 06:00:00 AM,8.64,73.98,,,,,
379,07/06/24 07:00:00 AM,8.50,75.63,,,,,
380,07/06/24 08:00:00 AM,8.22,78.51,,,,,
381,07/06/24 09:00:00 AM,7.88,81.79,,,,,
382,07/06/24 10:00:00 AM,7.61,85.96,,,,,
383,07/06/24 11:00:00 AM,7.30,89.74,,,,,
384,07/06/24 12:00:00 PM,6.10,109.29,,,,,
385,07/06/24 01:00:00 PM,6.34,104.22,,,,,
386,07/06/24 02:00:00 PM,6.45,103.89,,,,,
387,07/06/24 03:00:00 PM,6.82,96.19,,,,,
388,07/06/24 04:00:00 PM,7.07,92.70,,,,,
389,07/06/24 05:00:00 PM,7.31,88.92,,,,,
390,07/06/24 06:00:00 PM,7.53,86.65,,,,,
391,07/06/24 07:00:00 PM,7.73,83.62,,,,,
392,07/06/24 08:00:00 PM,7.95,81.18,,,,,
393,07/06/24 09:00:00 PM,8.07,80.02,,,,,
394,07/06/24 10:00:00 PM,8.12,79.45,,,,,
395,07/06/24 11:00:00 PM,8.16,79.09,,,,,
396,07/07/24 12:00:00 AM,8.19,78.73,,,,,
397,07/07/24 01:00:00 AM,8.22,78.55,,,,,
398,07/07/24 02:00:00 AM,8.32,77.32,,,,,
399,07/07/24 03:00:00 AM,8.45,76.06,,,,,
400,07/07/24 04:00:00 AM,8.50,75.38,,,,,
401,07/07/24 05:00:00 AM,8.51,75.16,,,,,
402,07/07/24 06:00:00 AM,8.54,74.98,,,,,
403,07/07/24 07:00:00 AM,8.33,77.32,,,,,
404,07/07/24 08:00:00 AM,8.07,79.99,,,,,
405,07/07/24 09:00:00 AM,7.75,83.52,,,,,
406,07/07/24 10:00:00 AM,7.52,87.12,,,,,
407,07/07/24 11:00:00 AM,7.38,88.52,,,,,
408,07/07/24 12:00:00 PM,6.06,109.62,,,,,
409,07/07/24 01:00:00 PM,6.17,107.42,,,,,
410,07/07/24 02:00:00 PM,-888.88,-888.88,Logged,,,,
411,07/07/24 03:00:00 PM,-888.88,-888.88,,,,,
412,07/07/24 04:00:00 PM,-888.88,-888.88,,,,,
413,07/07/24 05:00:00 PM,-888.88,-888.88,,,,,
414,07/07/24 06:00:00 PM,-888.88,-888.88,,,,,
415,07/07/24 07:00:00 PM,-888.88,-888.88,,,,,
416,07/07/24 08:00:00 PM,-888.88,-888.88,,,,,
417,07/07/24 09:00:00 PM,-888.88,-888.88,,,,,
418,07/07/24 10:00:00 PM,-888.88,-888.88,,,,,
419,07/07/24 11:00:00 PM,-888.88,-888.88,,,,,
420,07/08/24 12:00:00 AM,-888.88,-888.88,,,,,
421,07/08/24 01:00:00 AM,-888.88,-888.88,,,,,
422,07/08/24 02:00:00 AM,-888.88,-888.88,,,,,
423,07/08/24 03:00:00 AM,-888.88,-888.88,,,,,
424,07/08/24 04:00:00 AM,-888.88,-888.88,,,,,
425,07/08/24 05:00:00 AM,-888.88,-888.88,,,,,
426,07/08/24 06:00:00 AM,-888.88,-888.88,,,,,
427,07/08/24 07:00:00 AM,-888.88,-888.88,,,,,
428,07/08/24 08:00:00 AM,-888.88,-888.88,,,,,
429,07/08/24 09:00:00 AM,-888.88,-888.88,,,,,
430,07/08/24 10:00:00 AM,-888.88,-888.88,,,,,
431,07/08/24 11:00:00 AM,-888.88,-888.88,,,,,
432,07/08/24 12:00:00 PM,-888.88,-888.88,,,,,
433,07/08/24 01:00:00 PM,-888.88,-888.88,,,,,
434,07/08/24 02:00:00 PM,-888.88,-888.88,,,,,
435,07/08/24 03:00:00 PM,-888.88,-888.88,,,,,
436,07/08/24 04:00:00 PM,-888.88,-888.88,,,,,
437,07/08/24 05:00:00 PM,-888.88,-888.88,,,,,
438,07/08/24 06:00:00 PM,-888.88,-888.88,,,,,
439,07/08/24 07:00:00 PM,-888.88,-888.88,,,,,
440,07/08/24 08:00:00 PM,-888.88,-888.88,,,,,
441,07/08/24 09:00:00 PM,-888.88,-888.88,,,,,
442,07/08/24 10:00:00 PM,-888.88,-888.88,,,,,
443,07/08/24 11:00:00 PM,-888.88,-888.88,,,,,
444,07/09/24 12:00:00 AM,-888.88,-888.88,,,,,
445,07/09/24 01:00:00 AM,-888.88,-888.88,,,,,
446,07/09/24 02:00:00 AM,-888.88,-888.88,,,,,
