"Plot Title: Bradford5a_DO"
"#","Date Time, GMT-05:00","DO conc, mg/L (LGR S/N: 10733147, SEN S/N: 10733147)","Temp, °F (LGR S/N: 10733147, SEN S/N: 10733147)","Expired Sensor Cap (LGR S/N: 10733147, SEN S/N: 10733147)","Coupler Attached (LGR S/N: 10733147, SEN S/N: 10733147)","Host Connected (LGR S/N: 10733147, SEN S/N: 10733147)","Coupler Detached (LGR S/N: 10733147, SEN S/N: 10733147)","Stopped (LGR S/N: 10733147, SEN S/N: 10733147)","End Of File (LGR S/N: 10733147, SEN S/N: 10733147)"
168,06/27/24 10:00:00 AM,7.58,83.77,,,,,,
169,06/27/24 11:00:00 AM,7.76,78.94,,,,,,
170,06/27/24 12:00:00 PM,7.88,78.62,,,,,,
171,06/27/24 01:00:00 PM,7.57,82.33,,,,,,
172,06/27/24 02:00:00 PM,7.55,84.09,,,,,,
173,06/27/24 03:00:00 PM,7.55,83.52,,,,,,
174,06/27/24 04:00:00 PM,7.67,81.68,,,,,,
175,06/27/24 05:00:00 PM,7.66,81.61,,,,,,
176,06/27/24 06:00:00 PM,7.67,81.32,,,,,,
177,06/27/24 07:00:00 PM,7.69,81.00,,,,,,
178,06/27/24 08:00:00 PM,7.78,79.70,,,,,,
179,06/27/24 09:00:00 PM,7.87,78.69,,,,,,
180,06/27/24 10:00:00 PM,7.95,77.76,,,,,,
181,06/27/24 11:00:00 PM,7.99,77.00,,,,,,
182,06/28/24 12:00:00 AM,8.05,76.50,,,,,,
183,06/28/24 01:00:00 AM,8.08,76.14,,,,,,
184,06/28/24 02:00:00 AM,8.10,75.70,,,,,,
185,06/28/24 03:00:00 AM,8.13,75.45,,,,,,
186,06/28/24 04:00:00 AM,8.16,75.24,,,,,,
187,06/28/24 05:00:00 AM,8.20,74.66,,,,,,
188,06/28/24 06:00:00 AM,8.24,74.26,,,,,,
189,06/28/24 07:00:00 AM,8.16,75.31,,,,,,
190,06/28/24 08:00:00 AM,7.96,77.90,,,,,,
191,06/28/24 09:00:00 AM,7.72,81.43,,,,,,
192,06/28/24 10:00:00 AM,7.53,84.60,,,,,,
193,06/28/24 11:00:00 AM,7.39,86.07,,,,,,
194,06/28/24 12:00:00 PM,7.28,87.08,,,,,,
195,06/28/24 01:00:00 PM,7.78,79.12,,,,,,
196,06/28/24 02:00:00 PM,7.98,77.65,,,,,,
197,06/28/24 03:00:00 PM,7.85,79.20,,,,,,
198,06/28/24 04:00:00 PM,8.08,76.14,,,,,,
199,06/28/24 05:00:00 PM,8.14,75.67,,,,,,
200,06/28/24 06:00:00 PM,8.12,75.85,,,,,,
201,06/28/24 07:00:00 PM,8.10,75.99,,,,,,
202,06/28/24 08:00:00 PM,8.09,76.17,,,,,,
203,06/28/24 09:00:00 PM,8.09,76.17,,,,,,
204,06/28/24 10:00:00 PM,8.14,75.67,,,,,,
205,06/28/24 11:00:00 PM,8.22,74.84,,,,,,
206,06/29/24 12:00:00 AM,8.24,74.55,,,,,,
207,06/29/24 01:00:00 AM,8.24,74.59,,,,,,
208,06/29/24 02:00:00 AM,8.25,74.41,,,,,,
209,06/29/24 03:00:00 AM,8.26,74.26,,,,,,
210,06/29/24 04:00:00 AM,8.26,74.30,,,,,,
211,06/29/24 05:00:00 AM,8.26,74.30,,,,,,
212,06/29/24 06:00:00 AM,8.27,74.26,,,,,,
213,06/29/24 07:00:00 AM,8.22,74.88,,,,,,
214,06/29/24 08:00:00 AM,8.16,75.70,,,,,,
215,06/29/24 09:00:00 AM,8.02,77.68,,,,,,
216,06/29/24 10:00:00 AM,7.79,80.10,,,,,,
217,06/29/24 11:00:00 AM,7.66,82.18,,,,,,
218,06/29/24 12:00:00 PM,7.51,84.52,,,,,,
219,06/29/24 01:00:00 PM,7.63,82.94,,,,,,
220,06/29/24 02:00:00 PM,8.00,77.65,,,,,,
221,06/29/24 03:00:00 PM,8.04,77.72,,,,,,
222,06/29/24 04:00:00 PM,7.83,79.92,,,,,,
223,06/29/24 05:00:00 PM,7.80,80.56,,,,,,
224,06/29/24 06:00:00 PM,7.83,80.02,,,,,,
225,06/29/24 07:00:00 PM,7.86,79.20,,,,,,
226,06/29/24 08:00:00 PM,7.96,78.15,,,,,,
227,06/29/24 09:00:00 PM,8.06,77.07,,,,,,
228,06/29/24 10:00:00 PM,8.14,76.14,,,,,,
229,06/29/24 11:00:00 PM,8.18,75.60,,,,,,
230,06/30/24 12:00:00 AM,8.19,75.52,,,,,,
231,06/30/24 01:00:00 AM,8.20,75.27,,,,,,
232,06/30/24 02:00:00 AM,8.19,75.42,,,,,,
233,06/30/24 03:00:00 AM,8.15,75.63,,,,,,
234,06/30/24 04:00:00 AM,8.20,75.13,,,,,,
235,06/30/24 05:00:00 AM,8.26,74.41,,,,,,
236,06/30/24 06:00:00 AM,8.33,73.69,,,,,,
237,06/30/24 07:00:00 AM,8.28,74.41,,,,,,
238,06/30/24 08:00:00 AM,8.09,76.78,,,,,,
239,06/30/24 09:00:00 AM,7.89,79.84,,,,,,
240,06/30/24 10:00:00 AM,7.67,82.33,,,,,,
241,06/30/24 11:00:00 AM,7.58,83.70,,,,,,
242,06/30/24 12:00:00 PM,7.50,85.86,,,,,,
243,06/30/24 01:00:00 PM,7.30,88.48,,,,,,
244,06/30/24 02:00:00 PM,7.26,88.88,,,,,,
245,06/30/24 03:00:00 PM,7.13,89.67,,,,,,
246,06/30/24 04:00:00 PM,7.21,88.70,,,,,,
247,06/30/24 05:00:00 PM,7.51,83.84,,,,,,
248,06/30/24 06:00:00 PM,7.80,79.66,,,,,,
249,06/30/24 07:00:00 PM,7.88,78.98,,,,,,
250,06/30/24 08:00:00 PM,7.93,78.33,,,,,,
251,06/30/24 09:00:00 PM,8.03,77.18,,,,,,
252,06/30/24 10:00:00 PM,8.07,76.64,,,,,,
253,06/30/24 11:00:00 PM,8.10,76.17,,,,,,
254,07/01/24 12:00:00 AM,8.12,76.14,,,,,,
255,07/01/24 01:00:00 AM,8.10,75.99,,,,,,
256,07/01/24 02:00:00 AM,8.14,75.52,,,,,,
257,07/01/24 03:00:00 AM,8.15,75.34,,,,,,
258,07/01/24 04:00:00 AM,8.17,75.06,,,,,,
259,07/01/24 05:00:00 AM,8.17,74.98,,,,,,
260,07/01/24 06:00:00 AM,8.17,74.98,,,,,,
261,07/01/24 07:00:00 AM,8.13,75.60,,,,,,
262,07/01/24 08:00:00 AM,7.99,77.54,,,,,,
263,07/01/24 09:00:00 AM,7.79,80.35,,,,,,
264,07/01/24 10:00:00 AM,7.57,83.88,,,,,,
265,07/01/24 11:00:00 AM,7.50,84.78,,,,,,
266,07/01/24 12:00:00 PM,7.25,89.02,,,,,,
267,07/01/24 01:00:00 PM,7.50,83.37,,,,,,
268,07/01/24 02:00:00 PM,7.75,80.28,,,,,,
269,07/01/24 03:00:00 PM,7.46,83.66,,,,,,
270,07/01/24 04:00:00 PM,7.50,83.16,,,,,,
271,07/01/24 05:00:00 PM,7.77,80.24,,,,,,
272,07/01/24 06:00:00 PM,7.84,79.34,,,,,,
273,07/01/24 07:00:00 PM,7.89,78.69,,,,,,
274,07/01/24 08:00:00 PM,7.97,77.58,,,,,,
275,07/01/24 09:00:00 PM,7.98,77.25,,,,,,
276,07/01/24 10:00:00 PM,7.99,77.11,,,,,,
277,07/01/24 11:00:00 PM,7.99,77.14,,,,,,
278,07/02/24 12:00:00 AM,8.00,77.11,,,,,,
279,07/02/24 01:00:00 AM,8.03,76.64,,,,,,
280,07/02/24 02:00:00 AM,8.04,76.46,,,,,,
281,07/02/24 03:00:00 AM,8.08,75.96,,,,,,
282,07/02/24 04:00:00 AM,8.16,74.88,,,,,,
283,07/02/24 05:00:00 AM,8.22,74.48,,,,,,
284,07/02/24 06:00:00 AM,8.22,74.48,,,,,,
285,07/02/24 07:00:00 AM,8.16,75.24,,,,,,
286,07/02/24 08:00:00 AM,7.98,77.40,,,,,,
287,07/02/24 09:00:00 AM,7.78,79.99,,,,,,
288,07/02/24 10:00:00 AM,7.65,81.61,,,,,,
289,07/02/24 11:00:00 AM,7.40,87.44,,,,,,
290,07/02/24 12:00:00 PM,7.35,86.50,,,,,,
291,07/02/24 01:00:00 PM,7.29,87.55,,,,,,
292,07/02/24 02:00:00 PM,7.28,87.76,,,,,,
293,07/02/24 03:00:00 PM,7.29,87.04,,,,,,
294,07/02/24 04:00:00 PM,7.26,88.05,,,,,,
295,07/02/24 05:00:00 PM,7.65,79.92,,,,,,
296,07/02/24 06:00:00 PM,8.00,77.18,,,,,,
297,07/02/24 07:00:00 PM,7.99,77.40,,,,,,
298,07/02/24 08:00:00 PM,8.04,76.82,,,,,,
299,07/02/24 09:00:00 PM,8.06,76.53,,,,,,
300,07/02/24 10:00:00 PM,8.05,76.57,,,,,,
301,07/02/24 11:00:00 PM,8.07,76.57,,,,,,
302,07/03/24 12:00:00 AM,8.05,76.75,,,,,,
303,07/03/24 01:00:00 AM,8.02,77.11,,,,,,
304,07/03/24 02:00:00 AM,7.99,77.40,,,,,,
305,07/03/24 03:00:00 AM,8.00,77.04,,,,,,
306,07/03/24 04:00:00 AM,8.08,76.17,,,,,,
307,07/03/24 05:00:00 AM,8.08,75.99,,,,,,
308,07/03/24 06:00:00 AM,8.10,76.06,,,,,,
309,07/03/24 07:00:00 AM,8.06,76.64,,,,,,
310,07/03/24 08:00:00 AM,7.96,77.97,,,,,,
311,07/03/24 09:00:00 AM,7.78,79.92,,,,,,
312,07/03/24 10:00:00 AM,7.57,82.15,,,,,,
313,07/03/24 11:00:00 AM,7.29,88.66,,,,,,
314,07/03/24 12:00:00 PM,7.25,88.95,,,,,,
315,07/03/24 01:00:00 PM,7.30,86.68,,,,,,
316,07/03/24 02:00:00 PM,7.14,89.92,,,,,,
317,07/03/24 03:00:00 PM,7.02,91.90,,,,,,
318,07/03/24 04:00:00 PM,7.13,88.99,,,,,,
319,07/03/24 05:00:00 PM,7.19,87.98,,,,,,
320,07/03/24 06:00:00 PM,7.80,79.56,,,,,,
321,07/03/24 07:00:00 PM,8.17,75.38,,,,,,
322,07/03/24 08:00:00 PM,8.07,76.50,,,,,,
323,07/03/24 09:00:00 PM,8.08,76.24,,,,,,
324,07/03/24 10:00:00 PM,8.10,76.10,,,,,,
325,07/03/24 11:00:00 PM,8.06,76.60,,,,,,
326,07/04/24 12:00:00 AM,8.08,76.17,,,,,,
327,07/04/24 01:00:00 AM,8.12,75.81,,,,,,
328,07/04/24 02:00:00 AM,8.13,75.63,,,,,,
329,07/04/24 03:00:00 AM,8.13,75.42,,,,,,
330,07/04/24 04:00:00 AM,8.19,74.66,,,,,,
331,07/04/24 05:00:00 AM,8.20,74.48,,,,,,
332,07/04/24 06:00:00 AM,8.22,74.48,,,,,,
333,07/04/24 07:00:00 AM,8.16,75.27,,,,,,
334,07/04/24 08:00:00 AM,7.98,77.58,,,,,,
335,07/04/24 09:00:00 AM,7.83,79.45,,,,,,
336,07/04/24 10:00:00 AM,7.65,81.43,,,,,,
337,07/04/24 11:00:00 AM,7.43,86.07,,,,,,
338,07/04/24 12:00:00 PM,7.27,87.66,,,,,,
339,07/04/24 01:00:00 PM,7.18,89.06,,,,,,
340,07/04/24 02:00:00 PM,7.24,87.51,,,,,,
341,07/04/24 03:00:00 PM,7.47,84.06,,,,,,
342,07/04/24 04:00:00 PM,7.57,82.62,,,,,,
343,07/04/24 05:00:00 PM,7.59,82.47,,,,,,
344,07/04/24 06:00:00 PM,7.59,82.26,,,,,,
345,07/04/24 07:00:00 PM,7.64,81.64,,,,,,
346,07/04/24 08:00:00 PM,7.69,80.78,,,,,,
347,07/04/24 09:00:00 PM,7.79,79.77,,,,,,
348,07/04/24 10:00:00 PM,7.89,78.55,,,,,,
349,07/04/24 11:00:00 PM,7.95,77.83,,,,,,
350,07/05/24 12:00:00 AM,7.99,77.14,,,,,,
351,07/05/24 01:00:00 AM,8.04,76.50,,,,,,
352,07/05/24 02:00:00 AM,8.07,75.96,,,,,,
353,07/05/24 03:00:00 AM,8.13,75.49,,,,,,
354,07/05/24 04:00:00 AM,8.14,75.13,,,,,,
355,07/05/24 05:00:00 AM,8.18,74.70,,,,,,
356,07/05/24 06:00:00 AM,8.20,74.48,,,,,,
357,07/05/24 07:00:00 AM,8.15,75.31,,,,,,
358,07/05/24 08:00:00 AM,7.98,77.25,,,,,,
359,07/05/24 09:00:00 AM,7.84,79.16,,,,,,
360,07/05/24 10:00:00 AM,7.65,82.44,,,,,,
361,07/05/24 11:00:00 AM,7.19,89.89,,,,,,
362,07/05/24 12:00:00 PM,7.10,90.03,,,,,,
363,07/05/24 01:00:00 PM,7.19,87.91,,,,,,
364,07/05/24 02:00:00 PM,7.17,88.95,,,,,,
365,07/05/24 03:00:00 PM,7.28,86.36,,,,,,
366,07/05/24 04:00:00 PM,7.31,86.94,,,,,,
367,07/05/24 05:00:00 PM,7.49,82.15,,,,,,
368,07/05/24 06:00:00 PM,7.86,78.26,,,,,,
369,07/05/24 07:00:00 PM,7.86,78.62,,,,,,
370,07/05/24 08:00:00 PM,7.84,78.87,,,,,,
371,07/05/24 09:00:00 PM,7.89,78.08,,,,,,
372,07/05/24 10:00:00 PM,7.96,77.40,,,,,,
373,07/05/24 11:00:00 PM,8.04,76.24,,,,,,
374,07/06/24 12:00:00 AM,8.08,75.78,,,,,,
375,07/06/24 01:00:00 AM,8.09,75.63,,,,,,
376,07/06/24 02:00:00 AM,8.08,75.81,,,,,,
377,07/06/24 03:00:00 AM,8.08,75.56,,,,,,
378,07/06/24 04:00:00 AM,8.13,75.06,,,,,,
379,07/06/24 05:00:00 AM,8.14,75.02,,,,,,
380,07/06/24 06:00:00 AM,8.15,74.84,,,,,,
381,07/06/24 07:00:00 AM,8.12,75.52,,,,,,
382,07/06/24 08:00:00 AM,7.96,77.43,,,,,,
383,07/06/24 09:00:00 AM,7.77,79.63,,,,,,
384,07/06/24 10:00:00 AM,7.61,81.86,,,,,,
385,07/06/24 11:00:00 AM,7.54,83.12,,,,,,
386,07/06/24 12:00:00 PM,7.33,86.97,,,,,,
387,07/06/24 01:00:00 PM,7.33,85.75,,,,,,
388,07/06/24 02:00:00 PM,7.49,84.24,,,,,,
389,07/06/24 03:00:00 PM,7.46,84.60,,,,,,
390,07/06/24 04:00:00 PM,7.43,84.52,,,,,,
391,07/06/24 05:00:00 PM,7.30,86.18,,,,,,
392,07/06/24 06:00:00 PM,7.43,84.63,,,,,,
393,07/06/24 07:00:00 PM,7.58,82.33,,,,,,
394,07/06/24 08:00:00 PM,7.70,80.74,,,,,,
395,07/06/24 09:00:00 PM,7.75,80.20,,,,,,
396,07/06/24 10:00:00 PM,7.83,79.63,,,,,,
397,07/06/24 11:00:00 PM,7.86,78.98,,,,,,
398,07/07/24 12:00:00 AM,7.88,78.73,,,,,,
399,07/07/24 01:00:00 AM,7.87,78.58,,,,,,
400,07/07/24 02:00:00 AM,7.92,78.01,,,,,,
401,07/07/24 03:00:00 AM,7.97,77.22,,,,,,
402,07/07/24 04:00:00 AM,8.03,76.75,,,,,,
403,07/07/24 05:00:00 AM,8.08,76.14,,,,,,
404,07/07/24 06:00:00 AM,8.10,75.70,,,,,,
405,07/07/24 07:00:00 AM,8.06,76.57,,,,,,
406,07/07/24 08:00:00 AM,7.89,78.55,,,,,,
407,07/07/24 09:00:00 AM,7.70,81.25,,,,,,
408,07/07/24 10:00:00 AM,7.50,84.06,,,,,,
409,07/07/24 11:00:00 AM,7.21,88.38,,,,,,
410,07/07/24 12:00:00 PM,7.14,89.85,,,,,,
411,07/07/24 01:00:00 PM,7.14,89.38,,,,,,
412,07/07/24 02:00:00 PM,7.21,87.98,,,,,,
413,07/07/24 03:00:00 PM,7.27,88.16,,,,,,
414,07/07/24 04:00:00 PM,-888.88,-888.88,Logged,,,,,
415,07/07/24 05:00:00 PM,-888.88,-888.88,,,,,,
416,07/07/24 06:00:00 PM,-888.88,-888.88,,,,,,
417,07/07/24 07:00:00 PM,-888.88,-888.88,,,,,,
418,07/07/24 08:00:00 PM,-888.88,-888.88,,,,,,
419,07/07/24 09:00:00 PM,-888.88,-888.88,,,,,,
420,07/07/24 10:00:00 PM,-888.88,-888.88,,,,,,
421,07/07/24 11:00:00 PM,-888.88,-888.88,,,,,,
422,07/08/24 12:00:00 AM,-888.88,-888.88,,,,,,
423,07/08/24 01:00:00 AM,-888.88,-888.88,,,,,,
424,07/08/24 02:00:00 AM,-888.88,-888.88,,,,,,
425,07/08/24 03:00:00 AM,-888.88,-888.88,,,,,,
426,07/08/24 04:00:00 AM,-888.88,-888.88,,,,,,
427,07/08/24 05:00:00 AM,-888.88,-888.88,,,,,,
428,07/08/24 06:00:00 AM,-888.88,-888.88,,,,,,
429,07/08/24 07:00:00 AM,-888.88,-888.88,,,,,,
430,07/08/24 08:00:00 AM,-888.88,-888.88,,,,,,
431,07/08/24 09:00:00 AM,-888.88,-888.88,,,,,,
