"Plot Title: Brad9_DO"
"#","Date Time, GMT-05:00","DO conc, mg/L (LGR S/N: 20358767, SEN S/N: 20358767)","Temp, °F (LGR S/N: 20358767, SEN S/N: 20358767)","Coupler Attached (LGR S/N: 20358767)","Coupler Detached (LGR S/N: 20358767)","Host Connected (LGR S/N: 20358767)","Stopped (LGR S/N: 20358767)","End Of File (LGR S/N: 20358767)"
54,04/20/24 09:00:00 PM,4.76,73.18,,,,,
55,04/20/24 10:00:00 PM,4.80,72.57,,,,,
56,04/20/24 11:00:00 PM,4.85,72.00,,,,,
57,04/21/24 12:00:00 AM,4.91,71.35,,,,,
58,04/21/24 01:00:00 AM,4.95,70.66,,,,,
59,04/21/24 02:00:00 AM,5.03,70.02,,,,,
60,04/21/24 03:00:00 AM,5.09,69.33,,,,,
61,04/21/24 04:00:00 AM,5.16,68.72,,,,,
62,04/21/24 05:00:00 AM,5.23,68.29,,,,,
63,04/21/24 06:00:00 AM,5.31,67.96,,,,,
64,04/21/24 07:00:00 AM,5.36,67.71,,,,,
65,04/21/24 08:00:00 AM,5.42,67.75,,,,,
66,04/21/24 09:00:00 AM,5.44,68.00,,,,,
67,04/21/24 10:00:00 AM,5.46,68.32,,,,,
68,04/21/24 11:00:00 AM,5.47,68.94,,,,,
69,04/21/24 12:00:00 PM,5.46,69.73,,,,,
70,04/21/24 01:00:00 PM,5.44,70.66,,,,,
71,04/21/24 02:00:00 PM,5.40,71.17,,,,,
72,04/21/24 03:00:00 PM,5.28,71.67,,,,,
73,04/21/24 04:00:00 PM,5.19,71.96,,,,,
74,04/21/24 05:00:00 PM,5.08,72.07,,,,,
75,04/21/24 06:00:00 PM,4.96,72.03,,,,,
76,04/21/24 07:00:00 PM,5.13,72.00,,,,,
77,04/21/24 08:00:00 PM,4.94,71.67,,,,,
78,04/21/24 09:00:00 PM,4.88,71.38,,,,,
79,04/21/24 10:00:00 PM,4.79,70.95,,,,,
80,04/21/24 11:00:00 PM,4.83,70.41,,,,,
81,04/22/24 12:00:00 AM,4.89,69.84,,,,,
82,04/22/24 01:00:00 AM,4.95,69.19,,,,,
83,04/22/24 02:00:00 AM,5.06,68.47,,,,,
84,04/22/24 03:00:00 AM,5.13,67.78,,,,,
85,04/22/24 04:00:00 AM,5.22,67.17,,,,,
86,04/22/24 05:00:00 AM,5.30,66.63,,,,,
87,04/22/24 06:00:00 AM,5.41,66.06,,,,,
88,04/22/24 07:00:00 AM,5.48,65.52,,,,,
89,04/22/24 08:00:00 AM,5.57,65.19,,,,,
90,04/22/24 09:00:00 AM,5.65,65.05,,,,,
91,04/22/24 10:00:00 AM,5.71,65.26,,,,,
92,04/22/24 11:00:00 AM,5.79,65.77,,,,,
93,04/22/24 12:00:00 PM,5.84,66.31,,,,,
94,04/22/24 01:00:00 PM,5.89,66.63,,,,,
95,04/22/24 02:00:00 PM,5.88,67.14,,,,,
96,04/22/24 03:00:00 PM,5.82,67.39,,,,,
97,04/22/24 04:00:00 PM,5.76,67.39,,,,,
98,04/22/24 05:00:00 PM,5.67,67.60,,,,,
99,04/22/24 06:00:00 PM,5.59,67.57,,,,,
100,04/22/24 07:00:00 PM,5.56,67.42,,,,,
101,04/22/24 08:00:00 PM,5.54,67.06,,,,,
102,04/22/24 09:00:00 PM,5.54,66.74,,,,,
103,04/22/24 10:00:00 PM,5.56,66.13,,,,,
104,04/22/24 11:00:00 PM,5.63,65.34,,,,,
105,04/23/24 12:00:00 AM,5.69,64.58,,,,,
106,04/23/24 01:00:00 AM,5.78,63.79,,,,,
107,04/23/24 02:00:00 AM,5.89,62.96,,,,,
108,04/23/24 03:00:00 AM,5.99,62.24,,,,,
109,04/23/24 04:00:00 AM,6.09,61.52,,,,,
110,04/23/24 05:00:00 AM,6.21,60.80,,,,,
111,04/23/24 06:00:00 AM,6.32,60.12,,,,,
112,04/23/24 07:00:00 AM,6.43,59.68,,,,,
113,04/23/24 08:00:00 AM,6.49,59.79,,,,,
114,04/23/24 09:00:00 AM,6.53,60.08,,,,,
115,04/23/24 10:00:00 AM,6.60,60.58,,,,,
116,04/23/24 11:00:00 AM,6.64,61.48,,,,,
117,04/23/24 12:00:00 PM,6.67,62.38,,,,,
118,04/23/24 01:00:00 PM,6.65,63.43,,,,,
119,04/23/24 02:00:00 PM,6.61,64.36,,,,,
120,04/23/24 03:00:00 PM,6.51,64.94,,,,,
121,04/23/24 04:00:00 PM,6.32,65.34,,,,,
122,04/23/24 05:00:00 PM,6.20,65.52,,,,,
123,04/23/24 06:00:00 PM,6.06,65.84,,,,,
124,04/23/24 07:00:00 PM,5.92,65.98,,,,,
125,04/23/24 08:00:00 PM,5.83,65.88,,,,,
126,04/23/24 09:00:00 PM,5.77,65.84,,,,,
127,04/23/24 10:00:00 PM,5.77,65.55,,,,,
128,04/23/24 11:00:00 PM,5.79,64.94,,,,,
129,04/24/24 12:00:00 AM,5.85,64.18,,,,,
130,04/24/24 01:00:00 AM,5.92,63.46,,,,,
131,04/24/24 02:00:00 AM,6.00,62.78,,,,,
132,04/24/24 03:00:00 AM,6.08,62.06,,,,,
133,04/24/24 04:00:00 AM,6.17,61.38,,,,,
134,04/24/24 05:00:00 AM,6.29,60.69,,,,,
135,04/24/24 06:00:00 AM,6.40,60.04,,,,,
136,04/24/24 07:00:00 AM,6.49,59.68,,,,,
137,04/24/24 08:00:00 AM,6.54,59.83,,,,,
138,04/24/24 09:00:00 AM,6.57,60.44,,,,,
139,04/24/24 10:00:00 AM,6.60,61.12,,,,,
140,04/24/24 11:00:00 AM,6.64,62.10,,,,,
141,04/24/24 12:00:00 PM,6.72,62.74,,,,,
142,04/24/24 01:00:00 PM,6.67,63.28,,,,,
143,04/24/24 02:00:00 PM,6.64,64.29,,,,,
144,04/24/24 03:00:00 PM,6.52,65.23,,,,,
145,04/24/24 04:00:00 PM,6.33,65.77,,,,,
146,04/24/24 05:00:00 PM,6.24,65.95,,,,,
147,04/24/24 06:00:00 PM,6.08,66.09,,,,,
148,04/24/24 07:00:00 PM,5.94,66.24,,,,,
149,04/24/24 08:00:00 PM,5.82,66.16,,,,,
150,04/24/24 09:00:00 PM,5.71,66.09,,,,,
151,04/24/24 10:00:00 PM,5.67,65.91,,,,,
152,04/24/24 11:00:00 PM,5.66,65.55,,,,,
153,04/25/24 12:00:00 AM,5.69,65.05,,,,,
154,04/25/24 01:00:00 AM,5.73,64.40,,,,,
155,04/25/24 02:00:00 AM,5.81,63.75,,,,,
156,04/25/24 03:00:00 AM,5.89,63.10,,,,,
157,04/25/24 04:00:00 AM,5.96,62.53,,,,,
158,04/25/24 05:00:00 AM,6.04,61.95,,,,,
159,04/25/24 06:00:00 AM,6.14,61.41,,,,,
160,04/25/24 07:00:00 AM,6.21,61.12,,,,,
161,04/25/24 08:00:00 AM,6.27,61.34,,,,,
162,04/25/24 09:00:00 AM,6.31,61.81,,,,,
163,04/25/24 10:00:00 AM,6.36,62.46,,,,,
164,04/25/24 11:00:00 AM,6.38,63.61,,,,,
165,04/25/24 12:00:00 PM,6.42,64.51,,,,,
166,04/25/24 01:00:00 PM,6.41,65.59,,,,,
167,04/25/24 02:00:00 PM,6.34,66.78,,,,,
168,04/25/24 03:00:00 PM,6.24,67.39,,,,,
169,04/25/24 04:00:00 PM,6.04,67.89,,,,,
170,04/25/24 05:00:00 PM,5.94,67.68,,,,,
171,04/25/24 06:00:00 PM,5.78,67.71,,,,,
172,04/25/24 07:00:00 PM,5.60,67.93,,,,,
173,04/25/24 08:00:00 PM,5.47,67.93,,,,,
174,04/25/24 09:00:00 PM,5.35,68.07,,,,,
175,04/25/24 10:00:00 PM,5.27,68.11,,,,,
176,04/25/24 11:00:00 PM,5.21,67.96,,,,,
177,04/26/24 12:00:00 AM,5.23,67.64,,,,,
178,04/26/24 01:00:00 AM,5.28,67.17,,,,,
179,04/26/24 02:00:00 AM,5.31,66.70,,,,,
180,04/26/24 03:00:00 AM,5.35,66.16,,,,,
181,04/26/24 04:00:00 AM,5.43,65.66,,,,,
182,04/26/24 05:00:00 AM,5.49,65.19,,,,,
183,04/26/24 06:00:00 AM,5.56,64.69,,,,,
184,04/26/24 07:00:00 AM,5.63,64.47,,,,,
185,04/26/24 08:00:00 AM,5.66,64.69,,,,,
186,04/26/24 09:00:00 AM,5.70,65.19,,,,,
187,04/26/24 10:00:00 AM,5.78,65.73,,,,,
188,04/26/24 11:00:00 AM,5.80,66.60,,,,,
189,04/26/24 12:00:00 PM,5.87,67.50,,,,,
190,04/26/24 01:00:00 PM,5.91,68.04,,,,,
191,04/26/24 02:00:00 PM,5.82,68.50,,,,,
192,04/26/24 03:00:00 PM,5.81,68.54,,,,,
193,04/26/24 04:00:00 PM,5.63,69.37,,,,,
194,04/26/24 05:00:00 PM,5.58,69.01,,,,,
195,04/26/24 06:00:00 PM,5.46,69.04,,,,,
196,04/26/24 07:00:00 PM,5.36,68.90,,,,,
197,04/26/24 08:00:00 PM,5.25,68.79,,,,,
198,04/26/24 09:00:00 PM,5.17,68.65,,,,,
199,04/26/24 10:00:00 PM,5.10,68.50,,,,,
200,04/26/24 11:00:00 PM,5.08,68.25,,,,,
201,04/27/24 12:00:00 AM,5.05,67.96,,,,,
202,04/27/24 01:00:00 AM,5.05,67.71,,,,,
203,04/27/24 02:00:00 AM,5.05,67.68,,,,,
204,04/27/24 03:00:00 AM,5.08,67.28,,,,,
205,04/27/24 04:00:00 AM,5.10,67.10,,,,,
206,04/27/24 05:00:00 AM,5.15,66.78,,,,,
207,04/27/24 06:00:00 AM,5.21,66.38,,,,,
208,04/27/24 07:00:00 AM,5.24,66.24,,,,,
209,04/27/24 08:00:00 AM,5.27,66.56,,,,,
210,04/27/24 09:00:00 AM,5.42,66.45,,,,,
211,04/27/24 10:00:00 AM,5.41,66.49,,,,,
212,04/27/24 11:00:00 AM,5.46,66.52,,,,,
213,04/27/24 12:00:00 PM,5.45,66.74,,,,,
214,04/27/24 01:00:00 PM,5.41,67.89,,,,,
215,04/27/24 02:00:00 PM,5.45,67.93,,,,,
216,04/27/24 03:00:00 PM,5.46,68.79,,,,,
217,04/27/24 04:00:00 PM,5.41,68.76,,,,,
218,04/27/24 05:00:00 PM,5.39,68.72,,,,,
219,04/27/24 06:00:00 PM,5.33,68.76,,,,,
220,04/27/24 07:00:00 PM,5.29,68.61,,,,,
221,04/27/24 08:00:00 PM,5.22,68.54,,,,,
222,04/27/24 09:00:00 PM,5.15,68.50,,,,,
223,04/27/24 10:00:00 PM,5.09,68.50,,,,,
224,04/27/24 11:00:00 PM,5.07,68.43,,,,,
225,04/28/24 12:00:00 AM,5.04,68.36,,,,,
226,04/28/24 01:00:00 AM,5.00,68.14,,,,,
227,04/28/24 02:00:00 AM,5.06,67.71,,,,,
228,04/28/24 03:00:00 AM,5.10,67.32,,,,,
229,04/28/24 04:00:00 AM,5.13,66.92,,,,,
230,04/28/24 05:00:00 AM,5.18,66.60,,,,,
231,04/28/24 06:00:00 AM,5.21,66.24,,,,,
232,04/28/24 07:00:00 AM,5.27,65.98,,,,,
233,04/28/24 08:00:00 AM,5.30,66.13,,,,,
234,04/28/24 09:00:00 AM,5.33,66.49,,,,,
235,04/28/24 10:00:00 AM,5.40,66.99,,,,,
236,04/28/24 11:00:00 AM,5.44,67.89,,,,,
237,04/28/24 12:00:00 PM,5.53,68.43,,,,,
238,04/28/24 01:00:00 PM,5.55,68.90,,,,,
239,04/28/24 02:00:00 PM,5.56,69.62,,,,,
240,04/28/24 03:00:00 PM,5.52,69.73,,,,,
241,04/28/24 04:00:00 PM,5.36,70.20,,,,,
242,04/28/24 05:00:00 PM,5.25,69.98,,,,,
243,04/28/24 06:00:00 PM,5.19,69.51,,,,,
244,04/28/24 07:00:00 PM,5.09,69.33,,,,,
245,04/28/24 08:00:00 PM,5.01,69.08,,,,,
246,04/28/24 09:00:00 PM,4.94,68.94,,,,,
247,04/28/24 10:00:00 PM,4.87,68.58,,,,,
248,04/28/24 11:00:00 PM,4.86,68.00,,,,,
249,04/29/24 12:00:00 AM,4.85,67.53,,,,,
250,04/29/24 01:00:00 AM,4.85,67.14,,,,,
251,04/29/24 02:00:00 AM,4.86,66.67,,,,,
252,04/29/24 03:00:00 AM,4.88,66.16,,,,,
253,04/29/24 04:00:00 AM,4.94,65.55,,,,,
254,04/29/24 05:00:00 AM,5.01,64.90,,,,,
255,04/29/24 06:00:00 AM,5.09,64.33,,,,,
256,04/29/24 07:00:00 AM,5.16,64.04,,,,,
257,04/29/24 08:00:00 AM,5.18,64.51,,,,,
258,04/29/24 09:00:00 AM,5.22,65.41,,,,,
259,04/29/24 10:00:00 AM,5.28,66.20,,,,,
260,04/29/24 11:00:00 AM,5.34,67.28,,,,,
261,04/29/24 12:00:00 PM,5.45,67.75,,,,,
262,04/29/24 01:00:00 PM,5.45,69.08,,,,,
263,04/29/24 02:00:00 PM,5.48,69.80,,,,,
264,04/29/24 03:00:00 PM,5.42,70.45,,,,,
265,04/29/24 04:00:00 PM,5.24,71.06,,,,,
266,04/29/24 05:00:00 PM,5.17,70.48,,,,,
267,04/29/24 06:00:00 PM,5.08,69.94,,,,,
268,04/29/24 07:00:00 PM,4.96,69.62,,,,,
269,04/29/24 08:00:00 PM,4.84,69.48,,,,,
270,04/29/24 09:00:00 PM,4.71,69.40,,,,,
271,04/29/24 10:00:00 PM,4.59,69.37,,,,,
272,04/29/24 11:00:00 PM,4.45,69.33,,,,,
273,04/30/24 12:00:00 AM,4.37,69.15,,,,,
274,04/30/24 01:00:00 AM,4.37,69.04,,,,,
275,04/30/24 02:00:00 AM,4.40,68.61,,,,,
276,04/30/24 03:00:00 AM,4.44,68.18,,,,,
277,04/30/24 04:00:00 AM,4.47,67.78,,,,,
278,04/30/24 05:00:00 AM,4.51,67.28,,,,,
279,04/30/24 06:00:00 AM,4.55,66.96,,,,,
280,04/30/24 07:00:00 AM,4.57,67.14,,,,,
281,04/30/24 08:00:00 AM,4.58,67.68,,,,,
282,04/30/24 09:00:00 AM,4.60,68.36,,,,,
283,04/30/24 10:00:00 AM,4.65,69.01,,,,,
284,04/30/24 11:00:00 AM,4.73,69.30,,,,,
285,04/30/24 12:00:00 PM,4.83,70.34,,,,,
286,04/30/24 01:00:00 PM,4.89,70.66,,,,,
287,04/30/24 02:00:00 PM,4.94,71.13,,,,,
288,04/30/24 03:00:00 PM,4.91,71.85,,,,,
289,04/30/24 04:00:00 PM,4.77,72.03,,,,,
290,04/30/24 05:00:00 PM,4.67,71.82,,,,,
291,04/30/24 06:00:00 PM,4.57,71.28,,,,,
292,04/30/24 07:00:00 PM,4.55,70.70,,,,,
293,04/30/24 08:00:00 PM,4.48,70.30,,,,,
294,04/30/24 09:00:00 PM,4.37,70.12,,,,,
295,04/30/24 10:00:00 PM,4.30,70.30,,,,,
296,04/30/24 11:00:00 PM,4.23,70.45,,,,,
297,05/01/24 12:00:00 AM,4.20,70.16,,,,,
298,05/01/24 01:00:00 AM,4.16,69.73,,,,,
299,05/01/24 02:00:00 AM,4.12,69.30,,,,,
300,05/01/24 03:00:00 AM,4.14,68.90,,,,,
301,05/01/24 04:00:00 AM,4.13,68.50,,,,,
302,05/01/24 05:00:00 AM,4.16,68.04,,,,,
303,05/01/24 06:00:00 AM,4.15,67.60,,,,,
304,05/01/24 07:00:00 AM,4.21,67.57,,,,,
305,05/01/24 08:00:00 AM,4.21,68.11,,,,,
306,05/01/24 09:00:00 AM,4.24,68.90,,,,,
307,05/01/24 10:00:00 AM,4.26,69.69,,,,,
308,05/01/24 11:00:00 AM,4.33,70.63,,,,,
309,05/01/24 12:00:00 PM,4.40,72.00,,,,,
310,05/01/24 01:00:00 PM,4.45,72.39,,,,,
311,05/01/24 02:00:00 PM,4.48,73.36,,,,,
312,05/01/24 03:00:00 PM,4.55,72.54,,,,,
313,05/01/24 04:00:00 PM,4.34,74.05,,,,,
314,05/01/24 05:00:00 PM,4.32,72.61,,,,,
315,05/01/24 06:00:00 PM,4.23,72.25,,,,,
316,05/01/24 07:00:00 PM,4.16,71.85,,,,,
317,05/01/24 08:00:00 PM,4.06,71.74,,,,,
318,05/01/24 09:00:00 PM,3.91,71.60,,,,,
319,05/01/24 10:00:00 PM,3.86,71.13,,,,,
320,05/01/24 11:00:00 PM,3.78,70.77,,,,,
321,05/02/24 12:00:00 AM,3.73,70.45,,,,,
322,05/02/24 01:00:00 AM,3.72,70.09,,,,,
323,05/02/24 02:00:00 AM,3.70,69.76,,,,,
324,05/02/24 03:00:00 AM,3.68,69.44,,,,,
325,05/02/24 04:00:00 AM,3.68,69.26,,,,,
326,05/02/24 05:00:00 AM,3.68,68.94,,,,,
327,05/02/24 06:00:00 AM,3.72,68.58,,,,,
328,05/02/24 07:00:00 AM,3.71,68.76,,,,,
329,05/02/24 08:00:00 AM,3.73,69.58,,,,,
330,05/02/24 09:00:00 AM,3.75,70.59,,,,,
331,05/02/24 10:00:00 AM,3.84,71.42,,,,,
332,05/02/24 11:00:00 AM,3.88,72.64,,,,,
333,05/02/24 12:00:00 PM,3.95,73.00,,,,,
334,05/02/24 01:00:00 PM,4.02,74.55,,,,,
335,05/02/24 02:00:00 PM,4.06,73.90,,,,,
336,05/02/24 03:00:00 PM,4.12,74.41,,,,,
337,05/02/24 04:00:00 PM,3.95,75.49,,,,,
338,05/02/24 05:00:00 PM,3.91,74.52,,,,,
339,05/02/24 06:00:00 PM,3.87,74.08,,,,,
340,05/02/24 07:00:00 PM,3.78,73.22,,,,,
341,05/02/24 08:00:00 PM,3.75,72.68,,,,,
342,05/02/24 09:00:00 PM,3.71,72.21,,,,,
343,05/02/24 10:00:00 PM,3.61,71.92,,,,,
344,05/02/24 11:00:00 PM,3.51,71.42,,,,,
345,05/03/24 12:00:00 AM,3.44,71.13,,,,,
346,05/03/24 01:00:00 AM,3.38,70.70,,,,,
347,05/03/24 02:00:00 AM,3.36,70.30,,,,,
348,05/03/24 03:00:00 AM,3.31,69.98,,,,,
349,05/03/24 04:00:00 AM,3.26,69.76,,,,,
350,05/03/24 05:00:00 AM,3.28,69.37,,,,,
351,05/03/24 06:00:00 AM,3.29,69.04,,,,,
352,05/03/24 07:00:00 AM,3.28,69.30,,,,,
353,05/03/24 08:00:00 AM,3.29,70.38,,,,,
354,05/03/24 09:00:00 AM,3.29,71.53,,,,,
355,05/03/24 10:00:00 AM,3.31,72.43,,,,,
356,05/03/24 11:00:00 AM,3.34,73.69,,,,,
357,05/03/24 12:00:00 PM,3.36,74.70,,,,,
358,05/03/24 01:00:00 PM,3.44,75.60,,,,,
359,05/03/24 02:00:00 PM,3.52,76.82,,,,,
360,05/03/24 03:00:00 PM,3.61,76.96,,,,,
361,05/03/24 04:00:00 PM,3.59,77.86,,,,,
362,05/03/24 05:00:00 PM,3.47,76.32,,,,,
363,05/03/24 06:00:00 PM,3.44,75.27,,,,,
364,05/03/24 07:00:00 PM,3.30,75.02,,,,,
365,05/03/24 08:00:00 PM,3.25,74.26,,,,,
366,05/03/24 09:00:00 PM,3.17,73.65,,,,,
367,05/03/24 10:00:00 PM,3.12,73.11,,,,,
368,05/03/24 11:00:00 PM,3.03,72.54,,,,,
369,05/04/24 12:00:00 AM,2.89,72.00,,,,,
370,05/04/24 01:00:00 AM,2.88,71.56,,,,,
371,05/04/24 02:00:00 AM,2.88,71.06,,,,,
372,05/04/24 03:00:00 AM,2.88,70.70,,,,,
373,05/04/24 04:00:00 AM,2.85,70.41,,,,,
374,05/04/24 05:00:00 AM,2.96,70.09,,,,,
375,05/04/24 06:00:00 AM,3.00,69.91,,,,,
376,05/04/24 07:00:00 AM,3.00,70.27,,,,,
377,05/04/24 08:00:00 AM,3.03,70.74,,,,,
378,05/04/24 09:00:00 AM,3.10,71.56,,,,,
379,05/04/24 10:00:00 AM,3.13,72.43,,,,,
380,05/04/24 11:00:00 AM,3.18,72.86,,,,,
381,05/04/24 12:00:00 PM,3.30,73.62,,,,,
382,05/04/24 01:00:00 PM,3.38,75.49,,,,,
383,05/04/24 02:00:00 PM,3.47,74.70,,,,,
384,05/04/24 03:00:00 PM,3.51,74.62,,,,,
385,05/04/24 04:00:00 PM,3.64,74.70,,,,,
386,05/04/24 05:00:00 PM,3.49,74.95,,,,,
387,05/04/24 06:00:00 PM,3.42,74.16,,,,,
388,05/04/24 07:00:00 PM,3.39,73.90,,,,,
389,05/04/24 08:00:00 PM,3.36,73.36,,,,,
390,05/04/24 09:00:00 PM,3.32,72.72,,,,,
391,05/04/24 10:00:00 PM,3.27,72.32,,,,,
392,05/04/24 11:00:00 PM,3.20,71.74,,,,,
393,05/05/24 12:00:00 AM,3.14,71.06,,,,,
394,05/05/24 01:00:00 AM,3.11,70.56,,,,,
395,05/05/24 02:00:00 AM,3.08,70.23,,,,,
396,05/05/24 03:00:00 AM,3.06,69.91,,,,,
397,05/05/24 04:00:00 AM,3.01,69.48,,,,,
398,05/05/24 05:00:00 AM,3.00,69.08,,,,,
399,05/05/24 06:00:00 AM,3.01,68.83,,,,,
400,05/05/24 07:00:00 AM,2.98,69.22,,,,,
401,05/05/24 08:00:00 AM,2.93,70.81,,,,,
402,05/05/24 09:00:00 AM,3.00,72.07,,,,,
403,05/05/24 10:00:00 AM,3.04,73.15,,,,,
404,05/05/24 11:00:00 AM,3.10,73.76,,,,,
405,05/05/24 12:00:00 PM,3.15,75.67,,,,,
406,05/05/24 01:00:00 PM,3.28,75.09,,,,,
407,05/05/24 02:00:00 PM,3.38,75.70,,,,,
408,05/05/24 03:00:00 PM,3.38,77.36,,,,,
409,05/05/24 04:00:00 PM,4.83,72.86,,,,,
410,05/05/24 05:00:00 PM,3.73,72.90,,,,,
411,05/05/24 06:00:00 PM,3.73,72.50,,,,,
412,05/05/24 07:00:00 PM,3.66,72.50,,,,,
413,05/05/24 08:00:00 PM,3.52,72.54,,,,,
414,05/05/24 09:00:00 PM,3.50,72.39,,,,,
415,05/05/24 10:00:00 PM,3.52,72.36,,,,,
416,05/05/24 11:00:00 PM,3.58,72.25,,,,,
417,05/06/24 12:00:00 AM,3.60,72.03,,,,,
418,05/06/24 01:00:00 AM,3.63,71.78,,,,,
419,05/06/24 02:00:00 AM,3.66,71.46,,,,,
420,05/06/24 03:00:00 AM,3.73,71.10,,,,,
421,05/06/24 04:00:00 AM,3.76,70.74,,,,,
422,05/06/24 05:00:00 AM,3.76,70.45,,,,,
423,05/06/24 06:00:00 AM,3.80,70.09,,,,,
424,05/06/24 07:00:00 AM,3.82,70.02,,,,,
425,05/06/24 08:00:00 AM,3.84,70.38,,,,,
426,05/06/24 09:00:00 AM,3.83,70.92,,,,,
427,05/06/24 10:00:00 AM,3.83,71.64,,,,,
428,05/06/24 11:00:00 AM,3.80,72.68,,,,,
429,05/06/24 12:00:00 PM,3.84,73.54,,,,,
430,05/06/24 01:00:00 PM,3.84,74.19,,,,,
431,05/06/24 02:00:00 PM,3.84,74.91,,,,,
432,05/06/24 03:00:00 PM,3.83,75.06,,,,,
433,05/06/24 04:00:00 PM,3.76,75.02,,,,,
434,05/06/24 05:00:00 PM,3.66,74.26,,,,,
435,05/06/24 06:00:00 PM,3.55,74.12,,,,,
436,05/06/24 07:00:00 PM,3.47,74.01,,,,,
437,05/06/24 08:00:00 PM,3.38,73.72,,,,,
438,05/06/24 09:00:00 PM,3.29,73.51,,,,,
439,05/06/24 10:00:00 PM,3.24,73.29,,,,,
440,05/06/24 11:00:00 PM,3.22,73.15,,,,,
441,05/07/24 12:00:00 AM,3.20,72.79,,,,,
442,05/07/24 01:00:00 AM,3.20,72.61,,,,,
443,05/07/24 02:00:00 AM,3.19,72.39,,,,,
444,05/07/24 03:00:00 AM,3.17,72.07,,,,,
445,05/07/24 04:00:00 AM,3.16,71.82,,,,,
446,05/07/24 05:00:00 AM,3.16,71.46,,,,,
447,05/07/24 06:00:00 AM,3.17,71.20,,,,,
448,05/07/24 07:00:00 AM,3.17,71.28,,,,,
449,05/07/24 08:00:00 AM,3.16,71.89,,,,,
450,05/07/24 09:00:00 AM,3.15,72.72,,,,,
451,05/07/24 10:00:00 AM,3.14,73.62,,,,,
452,05/07/24 11:00:00 AM,3.18,75.09,,,,,
453,05/07/24 12:00:00 PM,3.24,75.74,,,,,
