Date,,,FDOM,CO2,CO2hi
8/7/2023 0:00,62,12.82,4.412053,6837.241,4507.406
8/7/2023 1:00,63,12.82,4.476818,6789.71,4493.003
8/7/2023 2:00,64,12.79,4.45839,6734.978,4458.435
8/7/2023 3:00,65,12.8,4.560022,6759.463,4465.843
8/7/2023 4:00,66,12.8,4.560022,6648.558,4429.628
8/7/2023 5:00,67,12.79,4.504586,6621.192,4431.275
8/7/2023 6:00,68,12.8,4.476869,6632.714,4425.102
8/7/2023 7:00,69,12.78,4.523065,6572.221,4403.703
8/7/2023 8:00,70,12.8,4.523065,6531.891,4394.649
8/7/2023 9:00,71,12.79,4.540974,6507.406,4399.176
8/7/2023 10:00,72,12.82,4.568459,6464.196,4414.402
8/7/2023 11:00,73,12.82,4.568459,6387.854,4439.914
8/7/2023 12:00,74,12.84,4.549984,6328.725,4476.898
8/7/2023 13:00,75,12.85,4.531508,6301.428,4512.749
8/7/2023 14:00,76,13.23,4.448369,6181.426,4531.757
8/7/2023 15:00,77,12.9,4.476082,6153.726,4567.719
8/7/2023 16:00,78,12.88,4.411418,6100.996,4601.878
8/7/2023 17:00,79,12.84,4.36523,6056.541,4610.667
8/7/2023 18:00,80,12.83,4.383705,6079.628,4605.349
8/7/2023 19:00,81,12.79,4.392943,6073.862,4594.646
8/7/2023 20:00,82,12.8,4.420656,6026.336,4590.123
8/7/2023 21:00,83,12.8,4.457781,6092.591,4588.476
8/7/2023 22:00,84,12.78,4.421385,6124.278,4569.958
8/7/2023 23:00,85,12.79,4.421407,6131.48,4545.678
8/8/2023 0:00,86,12.77,4.421443,6157.406,4530.04
8/8/2023 1:00,87,12.78,4.430676,6122.838,4520.575
8/8/2023 2:00,88,12.76,4.476872,6065.225,4499.999
8/8/2023 3:00,89,12.77,4.476872,6020.575,4473.25
8/8/2023 4:00,90,12.75,4.467632,6075.307,4475.719
8/8/2023 5:00,91,12.76,4.467632,5978.805,4462.962
8/8/2023 6:00,92,12.74,4.412197,5984.566,4451.439
8/8/2023 7:00,93,12.74,4.439915,5895.266,4443.209
8/8/2023 8:00,94,12.74,4.458393,5958.641,4448.97
8/8/2023 9:00,95,12.77,4.448451,5913.99,4438.271
8/8/2023 10:00,96,12.78,4.337517,5846.253,4464.988
8/8/2023 11:00,97,12.79,4.420656,5813.167,4485.596
8/8/2023 12:00,98,12.79,4.420656,5674.771,4497.432
8/8/2023 13:00,99,12.85,4.374467,5674.727,4543.074
8/8/2023 14:00,100,13.13,4.392943,5524.902,4567.325
8/8/2023 15:00,101,12.93,4.328279,5433.974,4579.919
8/8/2023 16:00,102,12.85,4.309803,5386.471,4600.104
8/8/2023 17:00,103,12.81,4.272853,5358.016,4598.347
8/8/2023 18:00,104,12.79,4.300566,5326.237,4609.79
8/8/2023 19:00,105,12.76,4.291368,5358.023,4621.398
8/8/2023 20:00,106,12.77,4.263615,5447.324,4606.583
8/8/2023 21:00,107,12.74,4.245437,5419.958,4576.542
8/8/2023 22:00,108,12.75,4.181355,5444.443,4571.192
8/8/2023 23:00,109,12.73,4.495313,5496.295,4561.316
8/9/2023 0:00,110,12.74,3.885555,5519.34,4549.793
8/9/2023 1:00,111,12.72,4.504591,5512.139,4534.567
8/9/2023 2:00,112,12.73,4.49535,5519.34,4513.991
8/9/2023 3:00,113,12.72,4.486111,5487.653,4489.299
8/9/2023 4:00,114,12.72,4.458393,5520.78,4481.069
8/9/2023 5:00,115,12.7,4.486129,5503.497,4482.715
8/9/2023 6:00,116,12.72,4.46764,5434.361,4448.559
8/9/2023 7:00,117,12.69,4.449177,5451.645,4462.55
8/9/2023 8:00,118,12.71,4.449154,5434.361,4439.094
8/9/2023 9:00,119,12.7,4.411938,5409.875,4462.962
8/9/2023 10:00,120,12.72,4.494566,5389.71,4470.781
8/9/2023 11:00,121,12.75,4.476082,5262.943,4477.761
8/9/2023 12:00,122,12.73,4.392943,5248.5,4515.175
8/9/2023 13:00,123,12.77,4.392943,5125.953,4527.414
8/9/2023 14:00,124,13.22,4.300717,5072.838,4560.904
8/9/2023 15:00,125,12.87,4.383711,5012.33,4588.052
8/9/2023 16:00,126,12.79,4.383705,4905.668,4605.263
8/9/2023 17:00,127,12.78,4.355998,4892.791,4612.75
8/9/2023 18:00,128,12.73,4.365231,4892.797,4606.583
8/9/2023 19:00,129,12.73,4.300566,4899.999,4598.353
8/9/2023 20:00,130,12.71,4.236052,4889.917,4590.534
8/9/2023 21:00,131,12.72,4.375163,4934.566,4590.123
8/9/2023 22:00,132,12.7,4.329024,5012.344,4581.069
8/9/2023 23:00,133,12.71,4.338283,5038.271,4557.612
8/10/2023 0:00,134,12.69,4.319821,5036.83,4539.094
8/10/2023 1:00,135,12.7,4.393718,5061.315,4524.279
8/10/2023 2:00,136,12.68,4.366107,5065.637,4515.637
8/10/2023 3:00,137,12.69,4.384589,5029.628,4498.353
8/10/2023 4:00,138,12.68,4.329053,5028.188,4468.723
8/10/2023 5:00,139,12.67,4.356772,5065.637,4470.781
8/10/2023 6:00,140,12.68,4.412205,4993.62,4453.908
8/10/2023 7:00,141,12.66,4.282924,5032.509,4455.555
8/10/2023 8:00,142,12.68,4.356761,4974.896,4439.917
8/10/2023 9:00,143,12.68,4.337999,4969.134,4468.312
8/10/2023 10:00,144,12.71,4.282403,4901.439,4469.135
8/10/2023 11:00,145,12.73,4.346755,4786.213,4481.48
8/10/2023 12:00,146,12.72,4.383809,4790.534,4518.106
8/10/2023 13:00,147,12.74,4.309807,4663.785,4532.509
8/10/2023 14:00,148,13.17,4.328279,4611.807,4555.018
8/10/2023 15:00,149,12.83,4.37458,4534.092,4581.417
8/10/2023 16:00,150,12.78,4.328292,4472.221,4584.361
8/10/2023 17:00,151,12.73,4.346815,4453.497,4589.711
8/10/2023 18:00,152,12.72,4.208269,4397.324,4586.83
8/10/2023 19:00,153,12.69,4.272952,4393.003,4576.542
8/10/2023 20:00,154,12.69,4.329031,4385.801,4559.67
8/10/2023 21:00,155,12.67,4.328929,4393.003,4547.735
8/10/2023 22:00,156,12.67,4.393868,4437.653,4534.979
8/10/2023 23:00,157,12.68,4.375368,4473.661,4518.518
8/11/2023 0:00,158,12.65,4.39397,4519.752,4499.999
8/11/2023 1:00,159,12.67,4.403315,4584.567,4495.472
8/11/2023 2:00,160,12.65,4.347703,4560.081,4487.653
8/11/2023 3:00,161,12.65,3.904435,4565.842,4451.028
8/11/2023 4:00,162,12.64,4.412352,4577.365,4456.789
8/11/2023 5:00,163,12.65,4.394202,4578.805,4420.575
8/11/2023 6:00,164,12.63,4.37537,4542.797,4408.641
8/11/2023 7:00,165,12.63,4.412304,4554.32,4408.229
8/11/2023 8:00,166,12.63,4.384634,4583.126,4415.637
8/11/2023 9:00,167,12.65,4.384479,4600.41,4427.571
8/11/2023 10:00,168,12.65,4.430534,4568.723,4440.74
8/11/2023 11:00,169,12.68,4.346832,4498.147,4460.081
8/11/2023 12:00,170,12.68,4.411427,4434.772,4475.719
8/11/2023 13:00,171,12.68,4.291333,4352.674,4514.402
8/11/2023 14:00,172,13.04,4.355992,4310.904,4531.275
8/11/2023 15:00,173,12.77,4.319127,4204.32,4573.25
8/11/2023 16:00,174,12.71,4.309804,4113.579,4559.67
8/11/2023 17:00,175,12.69,4.300738,4084.772,4565.431
8/11/2023 18:00,176,12.68,4.319209,4091.974,4574.896
8/11/2023 19:00,177,12.65,4.291357,4106.349,4576.921
8/11/2023 20:00,178,12.66,4.282689,4120.781,4565.431
8/11/2023 21:00,179,12.64,4.236823,4103.497,4546.913
8/11/2023 22:00,180,12.65,4.116795,4109.258,4529.217
8/11/2023 23:00,181,12.63,4.366149,4151.028,4514.402
8/12/2023 0:00,182,12.64,4.35693,4212.962,4506.172
8/12/2023 1:00,183,12.62,4.384602,4267.694,4502.057
8/12/2023 2:00,184,12.63,4.356921,4256.172,4481.892
8/12/2023 3:00,185,12.61,4.40338,4308.023,4458.023
8/12/2023 4:00,186,12.62,4.338357,4325.308,4466.666
8/12/2023 5:00,187,12.6,4.338525,4341.151,4437.036
8/12/2023 6:00,188,12.61,4.486403,4310.904,4436.213
8/12/2023 7:00,189,12.6,4.477338,4351.233,4433.744
8/12/2023 8:00,190,12.61,4.486157,4318.106,4418.106
8/12/2023 9:00,191,12.61,4.49535,4299.381,4427.571
8/12/2023 10:00,192,12.64,4.439858,4283.538,4453.497
8/12/2023 11:00,193,12.63,4.421181,4276.336,4480.657
8/12/2023 12:00,194,12.64,4.393241,4211.521,4478.188
8/12/2023 13:00,195,12.69,4.420768,4178.394,4527.982
8/12/2023 14:00,196,12.98,4.411536,4120.781,4531.275
8/12/2023 15:00,197,12.77,4.36523,4074.69,4574.073
8/12/2023 16:00,198,12.7,4.309828,3965.225,4573.662
8/12/2023 17:00,199,12.68,4.319131,3936.419,4571.604
8/12/2023 18:00,200,12.65,4.356153,3934.978,4563.785
8/12/2023 19:00,201,12.64,4.282154,3968.106,4566.666
8/12/2023 20:00,202,12.62,4.282844,3942.18,4557.201
8/12/2023 21:00,203,12.63,4.310615,3896.09,4544.032
8/12/2023 22:00,204,12.61,4.384621,3897.53,4531.275
8/12/2023 23:00,205,12.61,4.458626,3927.777,4520.987
8/13/2023 0:00,206,12.6,4.421873,3963.785,4515.637
8/13/2023 1:00,207,12.6,4.440074,3991.151,4506.995
8/13/2023 2:00,208,12.59,4.403166,3998.353,4477.777
8/13/2023 3:00,209,12.6,4.476895,4070.369,4470.369
8/13/2023 4:00,210,12.58,4.458442,4012.756,4450.616
8/13/2023 5:00,211,12.59,4.430889,4064.608,4444.032
8/13/2023 6:00,212,12.59,4.504866,4040.122,4411.11
8/13/2023 7:00,213,12.57,4.495855,4017.077,4404.526
8/13/2023 8:00,214,12.58,4.578755,4044.443,4412.756
8/13/2023 9:00,215,12.58,4.504642,4081.892,4427.982
8/13/2023 10:00,216,12.6,4.53247,4110.699,4443.209
8/13/2023 11:00,217,12.61,4.476772,4125.102,4462.55
8/13/2023 12:00,218,12.63,4.485831,4063.168,4480.657
8/13/2023 13:00,219,12.63,4.476259,4021.398,4523.456
8/13/2023 14:00,220,13,4.393004,4047.324,4541.974
8/13/2023 15:00,221,12.77,4.439132,3960.904,4567.489
8/13/2023 16:00,222,12.72,4.448369,3939.299,4565.02
8/13/2023 17:00,223,12.67,4.448399,3911.933,4572.838
8/13/2023 18:00,224,12.65,4.439352,3881.686,4558.847
8/13/2023 19:00,225,12.62,4.4394,3911.933,4546.089
8/13/2023 20:00,226,12.62,4.430653,3927.777,4544.443
8/13/2023 21:00,227,12.59,4.338352,3950.822,4547.324
8/13/2023 22:00,228,12.6,4.643221,3911.933,4546.501
8/13/2023 23:00,229,12.58,4.661845,3865.843,4537.859
8/14/2023 0:00,230,12.59,4.763497,3828.394,4513.579
8/14/2023 1:00,231,12.59,4.818772,3862.962,4485.596
8/14/2023 2:00,232,12.56,4.782174,3909.052,4485.596
8/14/2023 3:00,233,12.58,4.828099,3884.567,4462.962
8/14/2023 4:00,234,12.55,4.846572,3965.225,4454.731
8/14/2023 5:00,235,12.56,4.865331,3950.822,4426.748
8/14/2023 6:00,236,12.55,4.929804,3949.382,4431.686
8/14/2023 7:00,237,12.55,4.763676,3975.308,4425.102
8/14/2023 8:00,238,12.54,4.846708,3963.785,4416.048
8/14/2023 9:00,239,12.56,4.61573,3976.748,4417.694
8/14/2023 10:00,240,12.56,4.809715,3965.225,4432.921
8/14/2023 11:00,241,12.6,4.883494,3952.262,4474.896
8/14/2023 12:00,242,12.56,4.920212,3965.225,4516.46
8/14/2023 13:00,243,12.59,4.864191,3929.217,4517.694
8/14/2023 14:00,244,12.7,4.799434,3929.217,4551.028
8/14/2023 15:00,245,12.61,4.864888,3809.67,4495.472
8/14/2023 16:00,246,12.55,4.86509,3839.917,4470.781
8/14/2023 17:00,247,12.55,4.920369,3813.991,4452.674
8/14/2023 18:00,248,12.53,4.892661,3874.485,4451.439
8/14/2023 19:00,249,12.55,4.883456,3855.76,4422.221
8/14/2023 20:00,250,12.51,4.837274,3801.028,4417.694
8/14/2023 21:00,251,12.53,4.828287,3793.826,4419.34
8/14/2023 22:00,252,12.53,4.791257,3789.505,4411.521
8/14/2023 23:00,253,12.52,4.625153,3790.946,4395.472
8/15/2023 0:00,254,12.53,4.893094,3803.908,4380.246
8/15/2023 1:00,255,12.51,4.671209,3822.633,4370.369
8/15/2023 2:00,256,12.52,5.114605,3838.476,4351.851
8/15/2023 3:00,257,12.51,5.123715,3867.283,4320.575
8/15/2023 4:00,258,12.52,5.068549,3927.777,4322.633
8/15/2023 5:00,259,12.5,5.161009,3883.126,4305.349
8/15/2023 6:00,260,12.51,5.11463,3934.978,4301.645
8/15/2023 7:00,261,12.49,5.123835,3907.612,4286.83
8/15/2023 8:00,262,12.5,5.10531,3972.427,4311.521
8/15/2023 9:00,263,12.51,5.225291,3970.987,4305.349
8/15/2023 10:00,264,12.55,5.16983,4006.995,4351.028
8/15/2023 11:00,265,12.53,5.170138,4011.316,4346.501
8/15/2023 12:00,266,12.54,5.179503,4058.847,4386.007
8/15/2023 13:00,267,12.5,5.123877,3992.592,4390.534
8/15/2023 14:00,268,12.51,5.216018,3949.382,4348.97
8/15/2023 15:00,269,12.49,5.207027,3973.867,4341.974
8/15/2023 16:00,270,12.5,5.243979,3998.353,4354.32
8/15/2023 17:00,271,12.49,5.225457,4002.674,4344.443
8/15/2023 18:00,272,12.48,5.188575,4030.04,4335.801
8/15/2023 19:00,273,12.49,5.15164,4067.489,4351.439
8/15/2023 20:00,274,12.48,5.050217,4037.242,4360.904
8/15/2023 21:00,275,12.49,5.096182,3979.629,4348.97
8/15/2023 22:00,276,12.48,5.179588,3998.353,4333.744
8/15/2023 23:00,277,12.48,5.161106,4024.279,4343.209
8/16/2023 0:00,278,12.46,5.271639,4006.995,4344.032
8/16/2023 1:00,279,12.48,5.355003,4015.637,4320.575
8/16/2023 2:00,280,12.46,5.345796,4083.332,4325.102
8/16/2023 3:00,281,12.47,5.327349,4048.764,4324.279
8/16/2023 4:00,282,12.45,5.234991,4040.122,4303.703
8/16/2023 5:00,283,12.47,5.280935,4024.279,4320.164
8/16/2023 6:00,284,12.45,5.253254,4005.554,4290.945
8/16/2023 7:00,285,12.46,5.25322,4030.04,4313.579
8/16/2023 8:00,286,12.45,5.271749,4021.398,4295.884
8/16/2023 9:00,287,12.47,5.280982,4043.003,4330.04
8/16/2023 10:00,288,12.46,5.262534,4037.242,4317.283
8/16/2023 11:00,289,12.53,5.244103,4067.489,4366.666
8/16/2023 12:00,290,12.83,5.160868,1160.905,382.7161
8/16/2023 13:00,291,12.74,5.160794,3989.712,4385.597
8/16/2023 14:00,292,12.73,5.216275,3999.794,4407.819
8/16/2023 15:00,293,12.66,5.08691,3960.905,4387.243
8/16/2023 16:00,294,12.67,5.170075,3943.621,4348.972
8/16/2023 17:00,295,12.68,5.207018,4012.757,4325.103
8/16/2023 18:00,296,12.67,5.160892,4116.461,4329.218
8/16/2023 19:00,297,12.68,5.179213,4113.58,4324.28
8/16/2023 20:00,298,12.67,5.086957,4094.856,4299.177
8/16/2023 21:00,299,12.68,4.828312,4030.041,4318.107
8/16/2023 22:00,300,12.67,4.18149,3937.86,4290.947
8/16/2023 23:00,301,12.67,4.440103,3926.337,4310.288
8/17/2023 0:00,302,12.66,4.735696,3942.181,4279.424
8/17/2023 1:00,303,12.67,5.206993,3998.354,4290.124
8/17/2023 2:00,304,12.66,5.216543,4068.93,4273.251
8/17/2023 3:00,305,12.67,5.216427,4058.848,4251.029
8/17/2023 4:00,306,12.65,5.161087,4047.325,4253.086
8/17/2023 5:00,307,12.66,5.133234,4044.444,4255.144
8/17/2023 6:00,308,12.64,5.123827,4050.206,4250.206
8/17/2023 7:00,309,12.65,5.059315,4022.839,4243.21
8/17/2023 8:00,310,12.65,5.068541,4021.399,4243.622
8/17/2023 9:00,311,12.67,5.068838,4027.16,4256.791
8/17/2023 10:00,312,12.76,5.01321,4005.555,4265.844
8/17/2023 11:00,313,12.8,4.976092,3978.189,4304.938
8/17/2023 12:00,314,12.68,4.957765,4018.519,4341.152
8/17/2023 13:00,315,12.74,4.865343,3929.218,4334.157
8/17/2023 14:00,316,12.68,4.791419,4034.362,4341.976
8/17/2023 15:00,317,12.63,4.735878,4058.848,4348.148
8/17/2023 16:00,318,12.65,4.763709,4006.996,4309.465
8/17/2023 17:00,319,12.63,4.763385,4004.115,4330.042
8/17/2023 18:00,320,12.64,4.662147,3937.86,4329.218
8/17/2023 19:00,321,12.63,4.772764,3982.51,4309.465
8/17/2023 20:00,322,12.64,4.772872,4057.407,4326.749
8/17/2023 21:00,323,12.62,4.726441,4074.691,4295.885
8/17/2023 22:00,324,12.63,4.680435,4104.938,4309.465
8/17/2023 23:00,325,12.61,4.698773,4043.004,4278.189
8/18/2023 0:00,326,12.62,4.717277,4035.802,4288.066
8/18/2023 1:00,327,12.6,4.680603,4034.362,4269.136
8/18/2023 2:00,328,12.62,4.71756,3996.914,4246.502
8/18/2023 3:00,329,12.59,4.36622,3963.786,4247.737
8/18/2023 4:00,330,12.61,4.532564,3969.547,4253.498
8/18/2023 5:00,331,12.58,4.264512,3992.593,4254.321
8/18/2023 6:00,332,12.6,4.486262,4048.765,4251.029
8/18/2023 7:00,333,12.57,4.449531,4071.811,4244.856
8/18/2023 8:00,334,12.59,4.496104,4068.93,4246.502
8/18/2023 9:00,335,12.59,4.36643,4053.086,4250.206
8/18/2023 10:00,336,12.73,4.310661,4071.811,4265.021
8/18/2023 11:00,337,12.7,4.320247,4113.58,4315.227
8/18/2023 12:00,338,12.67,3.521218,4163.992,4335.391
8/18/2023 13:00,339,12.75,3.460894,4119.341,4366.255
8/18/2023 14:00,340,12.84,3.91352,4165.432,4400
8/18/2023 15:00,341,12.76,3.95033,4080.453,4417.696
8/18/2023 16:00,342,12.71,3.85793,3978.189,4408.23
8/18/2023 17:00,343,12.69,3.811715,3973.868,4408.642
8/18/2023 18:00,344,12.6,3.728666,3995.473,4403.704
8/18/2023 19:00,345,12.61,3.58081,4045.885,4395.885
8/18/2023 20:00,346,12.57,2.883196,4084.774,4390.535
8/18/2023 21:00,347,12.6,3.052301,4112.14,4388.889
8/18/2023 22:00,348,12.57,2.858584,4096.296,4383.54
8/18/2023 23:00,349,12.59,2.97642,4035.802,4376.543
8/19/2023 0:00,350,12.56,1.091988,3972.428,4365.844
8/19/2023 1:00,351,12.58,1.576362,3932.099,4352.264
8/19/2023 2:00,352,12.54,1.262008,3893.21,4344.856
8/19/2023 3:00,353,12.57,1.101155,3910.494,4343.21
8/19/2023 4:00,354,12.54,0.8882154,3878.807,4325.515
8/19/2023 5:00,355,12.57,1.442079,3893.21,4298.766
8/19/2023 6:00,356,12.53,0.912894,3878.807,4297.12
8/19/2023 7:00,357,12.54,0.6759996,3932.099,4280.659
8/19/2023 8:00,358,12.53,1.651338,3887.448,4270.782
8/19/2023 9:00,359,12.57,1.390055,3933.539,4308.642
8/19/2023 10:00,360,12.64,1.838745,3947.942,4306.996
8/19/2023 11:00,361,12.58,1.306832,3943.621,4353.086
8/19/2023 12:00,362,12.53,1.665052,3947.942,4372.84
8/19/2023 13:00,363,12.8,1.46576,3969.547,4388.889
8/19/2023 14:00,364,12.74,2.207829,4001.235,4448.972
8/19/2023 15:00,365,12.56,1.926366,4009.876,4440.33
8/19/2023 16:00,366,12.67,1.982152,3963.786,4458.437
8/19/2023 17:00,367,12.58,1.872474,3950.823,4449.383
8/19/2023 18:00,368,12.59,1.267512,3952.263,4432.922
8/19/2023 19:00,369,12.56,1.61293,3981.07,4417.696
8/19/2023 20:00,370,12.58,1.52247,4038.683,4407.408
8/19/2023 21:00,371,12.55,1.718953,4070.37,4397.12
8/19/2023 22:00,372,12.57,0.8739198,4060.288,4385.186
8/19/2023 23:00,373,12.54,1.018902,4022.839,4368.313
8/20/2023 0:00,374,12.56,0.9531115,3989.712,4348.56
8/20/2023 1:00,375,12.54,0.9558425,3924.897,4347.325
8/20/2023 2:00,376,12.55,0.9805489,3862.963,4351.852
8/20/2023 3:00,377,12.52,0.9568063,3786.625,4329.218
8/20/2023 4:00,378,12.54,1.012564,3811.111,4313.581
8/20/2023 5:00,379,12.52,1.231885,3808.23,4324.691
8/20/2023 6:00,380,12.53,1.235557,3811.111,4293.004
8/20/2023 7:00,381,12.5,1.313201,3844.239,4311.935
8/20/2023 8:00,382,12.53,1.283931,3857.202,4293.004
8/20/2023 9:00,383,12.54,1.297666,3914.815,4334.568
8/20/2023 10:00,384,12.57,1.335147,3903.292,4333.745
8/20/2023 11:00,385,12.69,1.437462,3968.107,4376.543
8/20/2023 12:00,386,12.52,0.6693766,3880.247,4370.371
8/20/2023 13:00,387,12.54,1.122204,3906.173,4337.449
8/20/2023 14:00,388,12.54,1.110314,3969.547,4339.918
8/20/2023 15:00,389,12.62,1.323233,3837.037,4376.543
8/20/2023 16:00,390,12.51,1.208962,3605.144,4370.371
8/20/2023 17:00,391,12.54,1.335161,3616.667,4344.856
8/20/2023 18:00,392,12.5,2.298388,3707.407,4339.918
8/20/2023 19:00,393,12.52,2.033307,3829.835,4351.44
8/20/2023 20:00,394,12.5,1.39724,3936.42,4354.321
8/20/2023 21:00,395,12.52,1.51789,3945.062,4333.745
8/20/2023 22:00,396,12.49,1.465773,3959.465,4318.107
8/20/2023 23:00,397,12.51,1.590077,3969.547,4332.922
8/21/2023 0:00,398,12.48,1.230976,3916.255,4304.938
8/21/2023 1:00,399,12.49,1.118553,3927.778,4304.115
8/21/2023 2:00,400,12.47,1.09203,3848.56,4282.305
8/21/2023 3:00,401,12.49,1.076533,3873.045,4293.416
8/21/2023 4:00,402,12.47,1.262949,3868.724,4265.844
8/21/2023 5:00,403,12.48,1.201796,3821.193,4255.556
8/21/2023 6:00,404,12.45,0.9220797,3832.716,4262.963
8/21/2023 7:00,405,12.45,0.6317866,3802.469,4264.609
8/21/2023 8:00,406,12.48,0.6436121,3896.091,4263.375
8/21/2023 9:00,407,12.48,0.742276,3858.642,4266.255
8/21/2023 10:00,408,12.55,0.7484258,3793.827,4292.181
8/21/2023 11:00,409,12.57,0.7474719,3793.827,4334.979
8/21/2023 12:00,410,12.55,0.6490353,3716.049,4350.618
8/21/2023 13:00,411,12.89,0.7647678,3687.243,4399.177
8/21/2023 14:00,412,12.73,0.7083982,3664.198,4432.099
8/21/2023 15:00,413,12.48,0.6688256,3599.383,4453.086
8/21/2023 16:00,414,12.43,0.732866,3560.494,4444.445
8/21/2023 17:00,415,12.29,0.7804405,3580.658,4425.515
8/21/2023 18:00,416,12.29,0.6914251,3629.63,4408.642
8/21/2023 19:00,417,12.2,0.700773,3649.794,4393.004
8/21/2023 20:00,418,12.27,0.8187397,3714.609,4380.247
8/21/2023 21:00,419,12.17,1.064726,3721.811,4370.371
8/21/2023 22:00,420,12.26,0.9660046,3695.885,4364.609
8/21/2023 23:00,421,12.15,1.002585,3628.189,4358.437
8/22/2023 0:00,422,12.24,1.022716,3550.411,4327.161
8/22/2023 1:00,423,12.42,1.019065,3540.329,4311.935
8/22/2023 2:00,424,12.44,1.000788,3515.844,4304.938
8/22/2023 3:00,425,12.41,0.8481992,3550.411,4281.893
8/22/2023 4:00,426,12.43,0.8600266,3528.807,4256.791
8/22/2023 5:00,427,12.42,0.8545285,3554.732,4254.321
8/22/2023 6:00,428,12.4,0.898414,3593.622,4246.091
8/22/2023 7:00,429,12.41,0.9020629,3610.906,4236.214
8/22/2023 8:00,430,12.39,0.9056815,3631.07,4241.153
8/22/2023 9:00,431,12.43,0.6421778,3674.28,4262.963
8/22/2023 10:00,432,12.47,0.6485085,3693.004,4277.778
8/22/2023 11:00,433,12.51,0.610579,3632.51,4296.708
8/22/2023 12:00,434,12.47,0.6429905,3560.494,4335.392
