Plot Title: Bradford_13con,,,,
#,"Date Time, GMT-05:00","Low Range, μS/cm (LGR S/N: 10778435, SEN S/N: 10778435)","Full Range, μS/cm (LGR S/N: 10778435, SEN S/N: 10778435)","Temp, °F (LGR S/N: 10778435, SEN S/N: 10778435)"
232,9/18/2023 5:00,304.3,311.1,75.24
233,9/18/2023 6:00,305.9,312.7,75.13
234,9/18/2023 7:00,307,313.9,75.07
235,9/18/2023 8:00,307.5,314.7,75.06
236,9/18/2023 9:00,307.6,314.7,75.38
237,9/18/2023 10:00,310,317,75.85
238,9/18/2023 11:00,311,318.1,76.23
239,9/18/2023 12:00,313.3,320.7,77.61
240,9/18/2023 13:00,293.3,299.3,78.69
241,9/18/2023 14:00,184.8,189.4,78.71
242,9/18/2023 15:00,134.7,136.9,78.62
243,9/18/2023 16:00,117.6,120.8,77.95
244,9/18/2023 17:00,108.9,112.5,78.35
245,9/18/2023 18:00,102.2,106,76.87
246,9/18/2023 19:00,100.8,104.5,75.36
247,9/18/2023 20:00,100.7,104.6,74.01
248,9/18/2023 21:00,99.2,102.6,73.27
249,9/18/2023 22:00,97.8,101.5,72.59
250,9/18/2023 23:00,97.5,101.2,71.67
251,9/19/2023 0:00,98.9,102.8,70.95
252,9/19/2023 1:00,101.5,105.5,71.04
253,9/19/2023 2:00,104.4,108.3,70.99
254,9/19/2023 3:00,106.5,110.7,70.34
255,9/19/2023 4:00,110.9,115.1,70.16
256,9/19/2023 5:00,115.3,119,69.91
257,9/19/2023 6:00,117.5,120.3,69.55
258,9/19/2023 7:00,118.1,119.5,69.57
259,9/19/2023 8:00,124.6,126.9,71.17
260,9/19/2023 9:00,126.9,129.5,72.81
261,9/19/2023 10:00,128.3,131,73.9
262,9/19/2023 11:00,121,123,74.97
263,9/19/2023 12:00,125.2,129.8,78.62
264,9/19/2023 13:00,132.9,138.5,78.39
265,9/19/2023 14:00,139.2,145.9,79.12
266,9/19/2023 15:00,141.1,148.8,78.42
267,9/19/2023 16:00,142.1,150.7,78.53
268,9/19/2023 17:00,141.3,150.3,78.4
269,9/19/2023 18:00,139.2,147.7,76.68
270,9/19/2023 19:00,137.1,145.9,75.25
271,9/19/2023 20:00,136.9,145.6,74.08
272,9/19/2023 21:00,136.4,144.9,73.18
273,9/19/2023 22:00,135.9,144.2,72.43
274,9/19/2023 23:00,138.6,147.8,71.89
275,9/20/2023 0:00,139,147.8,70.95
276,9/20/2023 1:00,141.2,150.2,70.59
277,9/20/2023 2:00,142.5,151.8,70.48
278,9/20/2023 3:00,142.7,152.3,70.2
279,9/20/2023 4:00,144.1,153.9,70.12
280,9/20/2023 5:00,147,156.7,69.87
281,9/20/2023 6:00,150.3,160.6,69.71
282,9/20/2023 7:00,158.2,168.1,70.63
283,9/20/2023 8:00,156.5,165.1,72.43
284,9/20/2023 9:00,163.8,172.5,74.08
285,9/20/2023 10:00,167.7,176.6,75.94
286,9/20/2023 11:00,171.8,181.6,77.85
287,9/20/2023 12:00,189.2,201.7,85.06
288,9/20/2023 13:00,185.4,198.2,80.89
289,9/20/2023 14:00,182.8,195.9,80.37
290,9/20/2023 15:00,187.1,201,80.8
291,9/20/2023 16:00,188.8,203.4,80.24
292,9/20/2023 17:00,187.9,202.4,79.39
293,9/20/2023 18:00,183.6,197.7,78.31
294,9/20/2023 19:00,181.8,195.9,77.41
295,9/20/2023 20:00,181.4,195.5,77.22
296,9/20/2023 21:00,182.9,197.1,77.23
297,9/20/2023 22:00,182.1,196.7,76.71
298,9/20/2023 23:00,180.2,194.4,76.01
299,9/21/2023 0:00,178.8,192.5,75.79
300,9/21/2023 1:00,179.5,193.3,75.51
301,9/21/2023 2:00,180.8,195,74.77
302,9/21/2023 3:00,181.9,196.2,74.53
303,9/21/2023 4:00,180.3,194.2,74.3
304,9/21/2023 5:00,180.5,194.3,73.81
305,9/21/2023 6:00,181.9,196.3,73.76
306,9/21/2023 7:00,188,202.2,73.96
307,9/21/2023 8:00,196.9,211.6,75.51
308,9/21/2023 9:00,210,225.6,77.16
309,9/21/2023 10:00,228.4,245.7,78.4
310,9/21/2023 11:00,243.1,261.8,79.3
311,9/21/2023 12:00,252.9,273.4,81.27
312,9/21/2023 13:00,266.7,289.2,84.13
313,9/21/2023 14:00,261.6,283.7,81.88
314,9/21/2023 15:00,259.1,282.1,81.59
315,9/21/2023 16:00,68,68.2,78.3
316,9/21/2023 17:00,71.9,72.5,78.62
317,9/21/2023 18:00,69,70.2,77.54
318,9/21/2023 19:00,66.8,67.9,76.75
319,9/21/2023 20:00,64.8,65.9,76.03
320,9/21/2023 21:00,64.3,65.6,75.06
321,9/21/2023 22:00,64.7,65.6,74.86
322,9/21/2023 23:00,67.6,68.8,74.46
323,9/22/2023 0:00,81.1,81.7,74.53
324,9/22/2023 1:00,88.7,90,74.43
325,9/22/2023 2:00,96.4,98.3,74.21
326,9/22/2023 3:00,103.1,105.4,73.85
327,9/22/2023 4:00,158.8,163.4,73.76
328,9/22/2023 5:00,204.7,209.8,73.62
329,9/22/2023 6:00,229.6,233.3,73.54
330,9/22/2023 7:00,235.8,240.4,73.6
331,9/22/2023 8:00,285,290.6,73.69
332,9/22/2023 9:00,247.6,251.9,74.12
333,9/22/2023 10:00,224.3,230.3,74.52
334,9/22/2023 11:00,145.2,149.5,75.07
335,9/22/2023 12:00,121.7,124.2,79.93
336,9/22/2023 13:00,111.4,114.4,79.3
337,9/22/2023 14:00,111.9,116.6,76.86
338,9/22/2023 15:00,115.4,121.3,76.77
339,9/22/2023 16:00,117.7,124.9,75.92
340,9/22/2023 17:00,123,131.1,77.07
341,9/22/2023 18:00,123.8,132.4,75.97
342,9/22/2023 19:00,123.3,132.2,73.9
343,9/22/2023 20:00,123.1,131.9,72.52
344,9/22/2023 21:00,123.8,132.8,70.97
345,9/22/2023 22:00,126.2,136,70.16
346,9/22/2023 23:00,125.7,134.5,69.19
347,9/23/2023 0:00,125.5,134.6,68.56
348,9/23/2023 1:00,125.7,135.4,67.57
349,9/23/2023 2:00,127.1,136.7,66.69
350,9/23/2023 3:00,130.1,140,65.71
351,9/23/2023 4:00,129.8,139.6,65.61
352,9/23/2023 5:00,130.8,141.3,64.54
353,9/23/2023 6:00,131.3,141.6,64.92
354,9/23/2023 7:00,134,144.4,64.71
355,9/23/2023 8:00,136.7,147.7,67.55
356,9/23/2023 9:00,137,147.5,70.36
357,9/23/2023 10:00,145.5,157.6,72.5
358,9/23/2023 11:00,157.3,170.4,74.75
359,9/23/2023 12:00,173.9,189.8,85.37
360,9/23/2023 13:00,158.9,172.7,80.1
361,9/23/2023 14:00,154.4,167.4,77.32
362,9/23/2023 15:00,157.1,171,76.98
363,9/23/2023 16:00,161.2,175.7,77.22
364,9/23/2023 17:00,163.3,178.5,77
365,9/23/2023 18:00,162.3,177.5,75.69
366,9/23/2023 19:00,160,174.9,73.6
367,9/23/2023 20:00,158.6,173.5,71.46
368,9/23/2023 21:00,153.1,168.1,70.09
369,9/23/2023 22:00,154.6,169.8,69.15
370,9/23/2023 23:00,157.4,173.4,68.94
371,9/24/2023 0:00,160.3,177,68.79
372,9/24/2023 1:00,160.2,176.7,67.64
373,9/24/2023 2:00,153.9,169.7,66.45
374,9/24/2023 3:00,151.2,166.6,65.98
375,9/24/2023 4:00,158.5,175.7,66
376,9/24/2023 5:00,165.4,183.3,65.68
377,9/24/2023 6:00,166.4,184.2,64.47
378,9/24/2023 7:00,172,190.5,64.92
379,9/24/2023 8:00,181.4,201,67.66
380,9/24/2023 9:00,186.5,206.9,71.26
381,9/24/2023 10:00,192.8,214.1,74.12
382,9/24/2023 11:00,203.3,226,77.58
383,9/24/2023 12:00,196.2,218.8,83.64
384,9/24/2023 13:00,94.5,101.8,80.02
385,9/24/2023 14:00,104.2,112.5,78.57
386,9/24/2023 15:00,105.3,113.7,78.49
387,9/24/2023 16:00,113.7,123.6,77.85
388,9/24/2023 17:00,125.3,136.6,77.85
389,9/24/2023 18:00,134.5,146.5,76.64
390,9/24/2023 19:00,107.1,115.6,73.9
391,9/24/2023 20:00,50.7,52.3,72
392,9/24/2023 21:00,13.1,9.6,70.56
393,9/24/2023 22:00,2.4,-1,69.98
394,9/24/2023 23:00,2.3,-0.6,69.19
395,9/25/2023 0:00,2.4,-1,68.97
396,9/25/2023 1:00,2.4,-0.6,68.43
397,9/25/2023 2:00,2.3,-1,67.5
398,9/25/2023 3:00,2.6,-0.9,67.08
399,9/25/2023 4:00,5.2,1.4,66.88
400,9/25/2023 5:00,4.2,0.2,66.61
401,9/25/2023 6:00,8.2,3.8,66.42
402,9/25/2023 7:00,10.8,6.5,66.94
403,9/25/2023 8:00,20.8,17.9,70.34
404,9/25/2023 9:00,5.5,1.8,73.98
405,9/25/2023 10:00,2.4,-1,77.88
406,9/25/2023 11:00,1.1,0.2,81.25
407,9/25/2023 12:00,1.8,7.6,85.42
408,9/25/2023 13:00,1.4,7.6,84.43
409,9/25/2023 14:00,1.3,7.6,83.05
410,9/25/2023 15:00,1.8,0.2,83.3
411,9/25/2023 16:00,2.2,18.1,83.14
412,9/25/2023 17:00,1.8,7.6,81.86
413,9/25/2023 18:00,50.5,50.2,76.55
414,9/25/2023 19:00,126.6,127.6,76.55
415,9/25/2023 20:00,95,95.8,76.24
416,9/25/2023 21:00,103.2,103.3,75.83
417,9/25/2023 22:00,307.2,311.9,75.45
418,9/25/2023 23:00,304.8,309.6,74.86
419,9/26/2023 0:00,299.5,303.6,74.55
420,9/26/2023 1:00,295.3,300.1,74.5
421,9/26/2023 2:00,297.5,302.1,74.43
422,9/26/2023 3:00,304.8,310.1,74.32
423,9/26/2023 4:00,315.8,320.5,74.25
424,9/26/2023 5:00,326.3,331.7,74.21
425,9/26/2023 6:00,329.9,335.3,74.14
426,9/26/2023 7:00,331.3,336.9,74.16
427,9/26/2023 8:00,331.7,337.3,74.35
428,9/26/2023 9:00,332.6,338,74.73
429,9/26/2023 10:00,334.1,339.9,75.22
430,9/26/2023 11:00,338.4,344.5,76.39
431,9/26/2023 12:00,344.2,350.6,77.79
432,9/26/2023 13:00,347.1,353.7,78.4
433,9/26/2023 14:00,348.8,355.6,78.84
434,9/26/2023 15:00,284.4,290.7,77.63
435,9/26/2023 16:00,288.6,293.1,77.58
436,9/26/2023 17:00,309.6,314.8,76.98
437,9/26/2023 18:00,322.9,328.5,76.39
438,9/26/2023 19:00,332,338.2,75.97
439,9/26/2023 20:00,331.6,337.8,75.74
440,9/26/2023 21:00,339.2,345.4,75.6
441,9/26/2023 22:00,339,345.5,75.47
442,9/26/2023 23:00,343.5,350.3,75.36
443,9/27/2023 0:00,351,357.9,75.31
444,9/27/2023 1:00,356.2,363.1,75.24
445,9/27/2023 2:00,358.6,365.5,75.16
446,9/27/2023 3:00,358.5,365.6,75.13
447,9/27/2023 4:00,357.8,364.4,75.07
448,9/27/2023 5:00,356.9,364,75.07
449,9/27/2023 6:00,356.4,363.6,75.07
450,9/27/2023 7:00,355.8,363.2,75.06
451,9/27/2023 8:00,355.6,362.7,75.15
452,9/27/2023 9:00,356.5,363.8,75.67
453,9/27/2023 10:00,356.7,363.8,75.97
454,9/27/2023 11:00,360.3,367.6,76.98
455,9/27/2023 12:00,361.5,368.7,77.23
456,9/27/2023 13:00,365,373,77.92
457,9/27/2023 14:00,368.4,376.4,78.55
458,9/27/2023 15:00,369.9,378,78.58
459,9/27/2023 16:00,369.2,376.9,78.08
460,9/27/2023 17:00,368.7,376.6,77.7
461,9/27/2023 18:00,367,374.7,77.22
462,9/27/2023 19:00,365.2,373.2,76.77
463,9/27/2023 20:00,363.5,371.3,76.57
464,9/27/2023 21:00,360.3,368.1,76.3
465,9/27/2023 22:00,359.3,367,76.08
466,9/27/2023 23:00,364.8,372.6,75.87
467,9/28/2023 0:00,364.5,372.6,75.74
468,9/28/2023 1:00,365.2,373.5,75.67
469,9/28/2023 2:00,363.2,371.5,75.54
470,9/28/2023 3:00,362.7,370.7,75.33
471,9/28/2023 4:00,361.8,369.6,75.06
472,9/28/2023 5:00,360.5,368.5,74.66
473,9/28/2023 6:00,360.1,368.1,74.44
474,9/28/2023 7:00,359.7,368.1,74.28
475,9/28/2023 8:00,359.1,367.4,74.14
476,9/28/2023 9:00,358.8,366.6,74.12
477,9/28/2023 10:00,360.3,368.1,74.39
478,9/28/2023 11:00,361.9,369.7,74.68
479,9/28/2023 12:00,363.1,371.6,74.89
480,9/28/2023 13:00,363.9,372,74.91
481,9/28/2023 14:00,364.7,373.2,75.07
482,9/28/2023 15:00,366.2,374.3,75.38
483,9/28/2023 16:00,364.7,373.1,75.25
484,9/28/2023 17:00,361.7,369.6,74.91
485,9/28/2023 18:00,357.1,364.9,74.43
486,9/28/2023 19:00,352.9,360.5,74.19
487,9/28/2023 20:00,348.4,355.8,74.01
488,9/28/2023 21:00,336.8,343.8,73.72
489,9/28/2023 22:00,334.9,342.3,73.38
490,9/28/2023 23:00,335.2,342.7,73.04
491,9/29/2023 0:00,335.5,343.2,72.88
492,9/29/2023 1:00,341.4,348.8,72.64
493,9/29/2023 2:00,346.8,354.5,72.36
494,9/29/2023 3:00,350.3,358.5,72.34
495,9/29/2023 4:00,352.5,360.1,72.41
496,9/29/2023 5:00,353.7,362.1,72.45
497,9/29/2023 6:00,354.4,362.5,72.43
498,9/29/2023 7:00,354.2,362.1,72.36
499,9/29/2023 8:00,355,362.9,72.59
500,9/29/2023 9:00,356.7,364.8,72.99
501,9/29/2023 10:00,361.2,369.8,74.14
502,9/29/2023 11:00,365,373.6,75.13
