Plot Title: Bradford_13con,,,,
#,"Date Time, GMT-05:00","Low Range, μS/cm (LGR S/N: 10778435, SEN S/N: 10778435)","Full Range, μS/cm (LGR S/N: 10778435, SEN S/N: 10778435)","Temp, °F (LGR S/N: 10778435, SEN S/N: 10778435)"
60,11/4/2023 3:00,309.2,316.5,63.61
61,11/4/2023 4:00,308.5,315.3,63.52
62,11/4/2023 5:00,307.8,315.3,63.32
63,11/4/2023 6:00,306.7,313.7,63.09
64,11/4/2023 7:00,306.4,313.8,63
65,11/4/2023 8:00,306,313,62.89
66,11/4/2023 9:00,306.9,314.2,63.07
67,11/4/2023 10:00,308.6,315.3,63.39
68,11/4/2023 11:00,310.4,317.2,63.86
69,11/4/2023 12:00,311.9,319.2,64.22
70,11/4/2023 13:00,315.2,322.7,64.92
71,11/4/2023 14:00,315.9,323.1,64.92
72,11/4/2023 15:00,316.9,324.3,64.99
73,11/4/2023 16:00,317.8,325,65.07
74,11/4/2023 17:00,319.1,326.6,65.25
75,11/4/2023 18:00,324.6,334.6,65.41
76,11/4/2023 19:00,319.8,327,65.17
77,11/4/2023 20:00,318,325.5,64.63
78,11/4/2023 21:00,315.3,322.5,63.82
79,11/4/2023 22:00,312.8,320.2,63.16
80,11/4/2023 23:00,309.7,316.7,62.46
81,11/5/2023 0:00,307.5,314.4,61.97
82,11/5/2023 1:00,305.5,312.8,61.48
83,11/5/2023 2:00,303,310.1,60.94
84,11/5/2023 3:00,301,307.8,60.42
85,11/5/2023 4:00,299,306.2,60.06
86,11/5/2023 5:00,297.5,304.7,59.67
87,11/5/2023 6:00,295.6,302.4,59.25
88,11/5/2023 7:00,293.7,300.4,58.95
89,11/5/2023 8:00,294.9,301.6,59.22
90,11/5/2023 9:00,298.4,305.4,60.17
91,11/5/2023 10:00,302.9,310.4,61.34
92,11/5/2023 11:00,309.4,317,62.92
93,11/5/2023 12:00,312.9,320.4,63.86
94,11/5/2023 13:00,315.5,323.1,64.56
95,11/5/2023 14:00,319.5,327.3,65.68
96,11/5/2023 15:00,319.7,327,65.59
97,11/5/2023 16:00,319.6,327,65.48
98,11/5/2023 17:00,320.2,327.8,65.52
99,11/5/2023 18:00,317.2,325.1,64.67
100,11/5/2023 19:00,313.5,320.9,63.75
101,11/5/2023 20:00,309.5,316.6,62.85
102,11/5/2023 21:00,307,314.3,62.26
103,11/5/2023 22:00,306.3,313.6,61.75
104,11/5/2023 23:00,304.6,311.7,61.18
105,11/6/2023 0:00,301.9,309,60.49
106,11/6/2023 1:00,299.3,306.3,59.94
107,11/6/2023 2:00,296.7,303.6,59.32
108,11/6/2023 3:00,295.5,302.4,59.02
109,11/6/2023 4:00,294,300.9,58.69
110,11/6/2023 5:00,292.1,298.9,58.24
111,11/6/2023 6:00,289.7,296.6,57.72
112,11/6/2023 7:00,288.5,295.4,57.43
113,11/6/2023 8:00,288.5,295,57.49
114,11/6/2023 9:00,293,300,58.73
115,11/6/2023 10:00,300.1,307.4,60.64
116,11/6/2023 11:00,306.7,314.3,62.42
117,11/6/2023 12:00,311.9,319.3,63.75
118,11/6/2023 13:00,314.5,322.3,64.56
119,11/6/2023 14:00,317,324.6,65.3
120,11/6/2023 15:00,318.2,325.8,65.55
121,11/6/2023 16:00,318.9,327,65.53
122,11/6/2023 17:00,318.3,325.8,65.28
123,11/6/2023 18:00,315,322.4,64.38
124,11/6/2023 19:00,311.6,318.5,63.59
125,11/6/2023 20:00,308.7,316.2,62.85
126,11/6/2023 21:00,306.2,313.5,62.28
127,11/6/2023 22:00,304.5,311.6,61.83
128,11/6/2023 23:00,303.7,310.8,61.5
129,11/7/2023 0:00,300.9,307.7,60.8
130,11/7/2023 1:00,299,305.8,60.28
131,11/7/2023 2:00,296.3,303.1,59.7
132,11/7/2023 3:00,295.4,302.3,59.5
133,11/7/2023 4:00,295.1,302.3,59.49
134,11/7/2023 5:00,294.1,301.1,59.29
135,11/7/2023 6:00,292.2,299.2,58.89
136,11/7/2023 7:00,290.1,296.9,58.5
137,11/7/2023 8:00,290.2,297.2,58.55
138,11/7/2023 9:00,294.7,301.5,59.83
139,11/7/2023 10:00,301.7,308.8,61.61
140,11/7/2023 11:00,308.6,316.1,63.37
141,11/7/2023 12:00,314.1,322.3,64.87
142,11/7/2023 13:00,317.4,325.3,65.88
143,11/7/2023 14:00,321,328.7,66.79
144,11/7/2023 15:00,321.5,329.5,66.92
145,11/7/2023 16:00,321.5,329.1,66.79
146,11/7/2023 17:00,320.3,328,66.47
147,11/7/2023 18:00,317.2,324.9,65.68
148,11/7/2023 19:00,313.6,321.1,64.74
149,11/7/2023 20:00,310.2,317.2,63.91
150,11/7/2023 21:00,307.8,315.3,63.23
151,11/7/2023 22:00,305.4,312.6,62.6
152,11/7/2023 23:00,303,310.8,61.88
153,11/8/2023 0:00,301.2,308,61.29
154,11/8/2023 1:00,299.2,306.5,60.73
155,11/8/2023 2:00,297.8,304.6,60.24
156,11/8/2023 3:00,295.7,302.3,59.7
157,11/8/2023 4:00,295,302.4,59.2
158,11/8/2023 5:00,291.5,298.4,58.73
159,11/8/2023 6:00,289.8,296.5,58.41
160,11/8/2023 7:00,288,294.9,58.05
161,11/8/2023 8:00,288.8,295.7,58.26
162,11/8/2023 9:00,292.7,299.5,59.4
163,11/8/2023 10:00,300.4,308,61.43
164,11/8/2023 11:00,308.2,315.7,63.45
165,11/8/2023 12:00,314.7,322.6,65.16
166,11/8/2023 13:00,318.2,326,66.22
167,11/8/2023 14:00,321.1,329.1,67.01
168,11/8/2023 15:00,322,330.2,67.3
169,11/8/2023 16:00,322.2,330.3,67.19
170,11/8/2023 17:00,321.2,329.1,66.88
171,11/8/2023 18:00,319.1,327.2,66.24
172,11/8/2023 19:00,315.4,323.4,65.41
173,11/8/2023 20:00,313.5,321.5,64.83
174,11/8/2023 21:00,311.6,319.2,64.31
175,11/8/2023 22:00,310.2,317.6,63.9
176,11/8/2023 23:00,308.5,316.1,63.45
177,11/9/2023 0:00,307.6,315.3,63.14
178,11/9/2023 1:00,306.3,314.2,62.74
179,11/9/2023 2:00,305.4,312.7,62.44
180,11/9/2023 3:00,304.5,311.9,62.13
181,11/9/2023 4:00,303.6,310.8,61.81
182,11/9/2023 5:00,302.2,309.6,61.52
183,11/9/2023 6:00,300.7,308.5,61.25
184,11/9/2023 7:00,299.4,306.9,61.05
185,11/9/2023 8:00,299.7,307.2,61.21
186,11/9/2023 9:00,304,311.9,62.42
187,11/9/2023 10:00,310.1,318,64.13
188,11/9/2023 11:00,317.4,325.6,66.11
189,11/9/2023 12:00,322.3,331,67.48
190,11/9/2023 13:00,323.4,331.7,67.93
191,11/9/2023 14:00,325.5,334,68.65
192,11/9/2023 15:00,327.6,336.3,69.1
193,11/9/2023 16:00,327.7,335.9,69.17
194,11/9/2023 17:00,326.2,334.4,68.74
195,11/9/2023 18:00,323.6,332.1,68.07
196,11/9/2023 19:00,325,336.6,67.48
197,11/9/2023 20:00,323.9,335.9,67.06
198,11/9/2023 21:00,322.9,334.8,66.61
199,11/9/2023 22:00,317.2,325.2,66.15
200,11/9/2023 23:00,315.7,323.7,65.7
201,11/10/2023 0:00,314.2,322.2,65.21
202,11/10/2023 1:00,313.2,321.5,64.83
203,11/10/2023 2:00,312.1,319.9,64.47
204,11/10/2023 3:00,312,319.5,64.44
205,11/10/2023 4:00,311.4,319.1,64.33
206,11/10/2023 5:00,310.5,318,64.2
207,11/10/2023 6:00,309.9,317.6,64.06
208,11/10/2023 7:00,309.8,317.6,64.13
209,11/10/2023 8:00,311.6,319.5,64.56
210,11/10/2023 9:00,313.6,321.8,65.3
211,11/10/2023 10:00,318.7,327.1,66.85
212,11/10/2023 11:00,324.3,333.2,68.54
213,11/10/2023 12:00,325.6,333.9,68.9
214,11/10/2023 13:00,329,337.3,70.11
215,11/10/2023 14:00,332.2,341.2,70.97
216,11/10/2023 15:00,333.9,342.3,71.22
217,11/10/2023 16:00,334.4,343.1,71.19
218,11/10/2023 17:00,333.1,341.6,70.72
219,11/10/2023 18:00,332.1,340.5,70.39
220,11/10/2023 19:00,331.4,339.7,70.12
221,11/10/2023 20:00,329.8,338.6,69.58
222,11/10/2023 21:00,328,336.3,69.04
223,11/10/2023 22:00,326,334.4,68.58
224,11/10/2023 23:00,324.7,333.3,68.13
225,11/11/2023 0:00,323.7,332.1,67.86
226,11/11/2023 1:00,323.1,331.4,67.55
227,11/11/2023 2:00,322.5,331,67.3
228,11/11/2023 3:00,321.9,329.9,67.06
229,11/11/2023 4:00,322,329.9,67.03
230,11/11/2023 5:00,322.9,331.1,67.12
231,11/11/2023 6:00,323.1,331.5,67.17
232,11/11/2023 7:00,323,331.5,67.24
233,11/11/2023 8:00,324.1,332.6,67.55
234,11/11/2023 9:00,326.6,335.3,68.31
235,11/11/2023 10:00,328.3,337.1,69.04
236,11/11/2023 11:00,331.7,340.6,69.78
237,11/11/2023 12:00,334.5,343.2,70.63
238,11/11/2023 13:00,340.1,348.9,72.23
239,11/11/2023 14:00,344,353.1,73.24
240,11/11/2023 15:00,344.7,353.5,73.31
241,11/11/2023 16:00,344.8,353.5,73.22
242,11/11/2023 17:00,342.9,352.1,72.59
243,11/11/2023 18:00,340.6,349.4,71.89
244,11/11/2023 19:00,337.9,346.7,71.19
245,11/11/2023 20:00,336.1,344.8,70.66
246,11/11/2023 21:00,334.7,343.3,70.21
247,11/11/2023 22:00,333.8,342.6,69.85
248,11/11/2023 23:00,332.5,341.1,69.4
249,11/12/2023 0:00,331.3,339.5,69.04
250,11/12/2023 1:00,330.4,338.8,68.7
251,11/12/2023 2:00,329.7,338.5,68.43
252,11/12/2023 3:00,329,337.3,68.16
253,11/12/2023 4:00,327.6,336.2,67.78
254,11/12/2023 5:00,326.4,334.6,67.41
255,11/12/2023 6:00,325,333.5,67.1
256,11/12/2023 7:00,323.2,331.6,66.72
257,11/12/2023 8:00,322,330.4,66.49
258,11/12/2023 9:00,321.2,329.6,66.45
259,11/12/2023 10:00,320,328,66.29
260,11/12/2023 11:00,321.3,329.5,66.72
261,11/12/2023 12:00,323.1,331.1,67.19
262,11/12/2023 13:00,322.8,331,67.26
263,11/12/2023 14:00,321.9,329.8,67.24
264,11/12/2023 15:00,321.6,329.4,67.26
265,11/12/2023 16:00,321.2,329.1,67.1
266,11/12/2023 17:00,319.6,327.5,66.69
267,11/12/2023 18:00,319,326.8,66.47
268,11/12/2023 19:00,317.6,325.2,66.15
269,11/12/2023 20:00,317,324.9,65.95
270,11/12/2023 21:00,316.4,324.1,65.77
271,11/12/2023 22:00,315.8,323.3,65.59
272,11/12/2023 23:00,314.8,322.6,65.34
273,11/13/2023 0:00,313.9,321.4,65.14
274,11/13/2023 1:00,313.5,321.5,64.9
275,11/13/2023 2:00,311.5,319.1,64.56
276,11/13/2023 3:00,310.9,318.3,64.4
277,11/13/2023 4:00,310.4,318,64.22
278,11/13/2023 5:00,310.1,317.6,64.15
279,11/13/2023 6:00,310.1,317.6,64.15
280,11/13/2023 7:00,310.5,318,64.22
281,11/13/2023 8:00,310.8,318.4,64.27
282,11/13/2023 9:00,311.2,318.3,64.31
283,11/13/2023 10:00,311.6,319.1,64.44
284,11/13/2023 11:00,312,319.5,64.56
285,11/13/2023 12:00,312.6,320.3,64.76
286,11/13/2023 13:00,313.8,321.4,65.01
287,11/13/2023 14:00,314.2,321.4,65.08
288,11/13/2023 15:00,315.2,322.6,65.28
289,11/13/2023 16:00,315.6,323,65.3
290,11/13/2023 17:00,315.7,323.4,65.23
291,11/13/2023 18:00,315.4,322.6,65.01
292,11/13/2023 19:00,315.1,322.7,64.81
293,11/13/2023 20:00,315.3,322.7,64.74
294,11/13/2023 21:00,315.2,322.7,64.53
295,11/13/2023 22:00,315.1,322.8,64.4
296,11/13/2023 23:00,315.1,322.8,64.31
297,11/14/2023 0:00,315,322.8,64.22
298,11/14/2023 1:00,314.6,322.4,64.09
299,11/14/2023 2:00,314.4,321.6,63.97
300,11/14/2023 3:00,315,322.4,64.04
301,11/14/2023 4:00,315.4,323.2,64.04
302,11/14/2023 5:00,316.4,324,64.08
303,11/14/2023 6:00,318.3,326.4,64.13
304,11/14/2023 7:00,317.2,324.8,64.27
305,11/14/2023 8:00,318.2,326,64.47
306,11/14/2023 9:00,320.1,327.9,64.83
307,11/14/2023 10:00,321.7,329.4,65.17
308,11/14/2023 11:00,324.6,332.5,65.91
309,11/14/2023 12:00,328.3,336.8,66.78
310,11/14/2023 13:00,328.8,336.8,66.76
311,11/14/2023 14:00,325.1,332.8,66.63
312,11/14/2023 15:00,311.8,319.1,66.47
313,11/14/2023 16:00,321.7,329.2,66.45
314,11/14/2023 17:00,318.1,326,66.31
315,11/14/2023 18:00,309.9,316.8,66.16
316,11/14/2023 19:00,310.3,317.2,66.06
317,11/14/2023 20:00,307.4,314,65.88
318,11/14/2023 21:00,310.7,317.7,65.7
319,11/14/2023 22:00,310.3,317.3,65.62
320,11/14/2023 23:00,314.3,321.7,65.62
321,11/15/2023 0:00,319,326.1,65.62
322,11/15/2023 1:00,324,331.4,65.62
323,11/15/2023 2:00,330,337.8,65.68
324,11/15/2023 3:00,333.6,341.8,65.71
325,11/15/2023 4:00,336,344.2,65.77
326,11/15/2023 5:00,336.8,345,65.84
327,11/15/2023 6:00,336.7,345,65.91
328,11/15/2023 7:00,336.8,345.4,66
329,11/15/2023 8:00,339.5,349.4,66.07
330,11/15/2023 9:00,338.2,346.5,66.24
331,11/15/2023 10:00,339.3,347.3,66.4
332,11/15/2023 11:00,341.2,349.3,66.69
333,11/15/2023 12:00,343.4,351.6,66.96
334,11/15/2023 13:00,345,353.2,67.08
335,11/15/2023 14:00,347.7,355.9,67.46
336,11/15/2023 15:00,349.5,357.9,67.66
337,11/15/2023 16:00,350.6,359.1,67.69
338,11/15/2023 17:00,351.3,359.9,67.62
339,11/15/2023 18:00,351.7,360.3,67.57
340,11/15/2023 19:00,352.1,360.8,67.55
341,11/15/2023 20:00,352.2,360.8,67.5
342,11/15/2023 21:00,352.6,361.6,67.55
343,11/15/2023 22:00,352.1,360.7,67.57
344,11/15/2023 23:00,351.7,360.7,67.57
345,11/16/2023 0:00,350.9,359.5,67.57
346,11/16/2023 1:00,347.6,356.3,67.62
347,11/16/2023 2:00,346.6,355.1,67.55
348,11/16/2023 3:00,346.7,355.9,67.48
349,11/16/2023 4:00,347,355.9,67.48
350,11/16/2023 5:00,345.4,353.5,67.42
351,11/16/2023 6:00,345.8,354.3,67.39
352,11/16/2023 7:00,344.6,353.2,67.33
353,11/16/2023 8:00,345.4,354,67.33
354,11/16/2023 9:00,346.6,355.1,67.48
355,11/16/2023 10:00,347.8,356.3,67.71
356,11/16/2023 11:00,349.6,358.7,67.87
357,11/16/2023 12:00,351.4,360.3,68
358,11/16/2023 13:00,353.1,361.9,68.07
359,11/16/2023 14:00,354.9,363.8,68.2
360,11/16/2023 15:00,355.9,365,68.25
361,11/16/2023 16:00,356,365,68.2
362,11/16/2023 17:00,355.8,364.3,68.11
363,11/16/2023 18:00,355.3,363.9,68.02
364,11/16/2023 19:00,354.4,363.1,67.96
365,11/16/2023 20:00,352.5,361.5,67.95
366,11/16/2023 21:00,345.3,353.8,67.86
367,11/16/2023 22:00,346.5,355.9,67.8
368,11/16/2023 23:00,342,350.6,67.84
369,11/17/2023 0:00,341.6,350.2,67.84
370,11/17/2023 1:00,341.9,350.2,67.84
371,11/17/2023 2:00,341.5,350.2,67.84
372,11/17/2023 3:00,341.9,350.6,67.86
373,11/17/2023 4:00,343,352.2,67.86
374,11/17/2023 5:00,344.4,353.8,67.87
375,11/17/2023 6:00,345.1,353.8,67.87
376,11/17/2023 7:00,347.7,356.3,67.87
377,11/17/2023 8:00,345.5,354.2,67.89
378,11/17/2023 9:00,343.6,351.8,68.09
379,11/17/2023 10:00,345.3,353.7,68.34
380,11/17/2023 11:00,347.8,356.5,68.7
381,11/17/2023 12:00,347.2,355.6,69.01
382,11/17/2023 13:00,348.8,357.2,69.08
383,11/17/2023 14:00,349.4,358,69.26
384,11/17/2023 15:00,350.3,359.1,69.44
385,11/17/2023 16:00,352.6,361.1,69.66
386,11/17/2023 17:00,353.8,362.3,69.57
387,11/17/2023 18:00,354.3,362.8,69.44
388,11/17/2023 19:00,354.8,363.6,69.39
389,11/17/2023 20:00,354.9,363.6,69.35
390,11/17/2023 21:00,354.9,363.6,69.31
391,11/17/2023 22:00,354.9,363.6,69.26
392,11/17/2023 23:00,354.9,363.2,69.21
393,11/18/2023 0:00,355.1,363.6,69.17
394,11/18/2023 1:00,354.7,363.6,69.08
395,11/18/2023 2:00,354.4,362.9,69.01
396,11/18/2023 3:00,353.7,362.1,68.95
397,11/18/2023 4:00,353,361.7,68.88
398,11/18/2023 5:00,352.2,360.5,68.85
399,11/18/2023 6:00,351.4,360.5,68.74
400,11/18/2023 7:00,350.9,359.7,68.67
401,11/18/2023 8:00,350.8,359.7,68.67
402,11/18/2023 9:00,351.5,360.5,68.86
403,11/18/2023 10:00,353.1,362,69.24
404,11/18/2023 11:00,356.3,364.7,69.94
405,11/18/2023 12:00,358.2,367,70.32
406,11/18/2023 13:00,360.9,370.1,70.93
407,11/18/2023 14:00,363.5,372.8,71.33
408,11/18/2023 15:00,362.8,372,71.26
409,11/18/2023 16:00,361.7,370.5,70.93
410,11/18/2023 17:00,361.2,370.1,70.75
411,11/18/2023 18:00,359.4,368.2,70.29
412,11/18/2023 19:00,357.4,366.3,69.82
413,11/18/2023 20:00,355.3,364,69.31
414,11/18/2023 21:00,353.2,362.1,68.81
415,11/18/2023 22:00,351.2,360.6,68.34
416,11/18/2023 23:00,349.2,358.3,67.89
417,11/19/2023 0:00,347.4,355.9,67.46
418,11/19/2023 1:00,345.4,354,66.99
419,11/19/2023 2:00,343.7,352.5,66.54
420,11/19/2023 3:00,341.8,350.2,66.15
421,11/19/2023 4:00,340.1,348.7,65.7
422,11/19/2023 5:00,338.4,347.1,65.28
423,11/19/2023 6:00,336.5,345.2,64.85
424,11/19/2023 7:00,334.8,343.3,64.44
425,11/19/2023 8:00,333.9,342.1,64.22
426,11/19/2023 9:00,335.3,343.3,64.56
427,11/19/2023 10:00,339,347.9,65.44
428,11/19/2023 11:00,343.8,352.5,66.49
429,11/19/2023 12:00,349.8,360.4,67.5
430,11/19/2023 13:00,353,363,68.5
431,11/19/2023 14:00,356.7,367.2,69.26
432,11/19/2023 15:00,358.6,368,69.55
433,11/19/2023 16:00,360.9,372,69.49
434,11/19/2023 17:00,358.2,367.6,69.28
435,11/19/2023 18:00,356.3,365.3,68.9
436,11/19/2023 19:00,354.2,363.4,68.49
437,11/19/2023 20:00,352.1,361.5,67.96
438,11/19/2023 21:00,349.6,358.7,67.53
439,11/19/2023 22:00,348.1,357.2,67.19
440,11/19/2023 23:00,346.5,355.7,66.88
441,11/20/2023 0:00,344.6,353.7,66.56
442,11/20/2023 1:00,343.9,352.9,66.45
443,11/20/2023 2:00,342.4,351.8,66.15
444,11/20/2023 3:00,341.2,350.2,65.88
445,11/20/2023 4:00,340.6,349.9,65.75
446,11/20/2023 5:00,340.5,349.5,65.71
447,11/20/2023 6:00,340.9,349.8,65.84
448,11/20/2023 7:00,341.5,350.6,65.98
449,11/20/2023 8:00,342.4,351.8,66.18
450,11/20/2023 9:00,343.7,352.5,66.47
451,11/20/2023 10:00,344.8,354,66.96
452,11/20/2023 11:00,347,356.3,67.48
453,11/20/2023 12:00,349.6,359,68.11
454,11/20/2023 13:00,355.1,364,69.33
455,11/20/2023 14:00,358.6,367.9,70.11
456,11/20/2023 15:00,357.9,367.1,69.89
457,11/20/2023 16:00,358.4,367.5,69.91
458,11/20/2023 17:00,357.8,367.1,69.78
459,11/20/2023 18:00,356.9,366,69.57
460,11/20/2023 19:00,355.9,364.8,69.28
461,11/20/2023 20:00,354.8,363.7,69.01
462,11/20/2023 21:00,354,362.9,68.86
463,11/20/2023 22:00,354.1,362.9,68.88
464,11/20/2023 23:00,353.9,362.9,68.81
465,11/21/2023 0:00,353.2,362.5,68.74
466,11/21/2023 1:00,352.6,361.7,68.65
467,11/21/2023 2:00,352.3,361.3,68.63
468,11/21/2023 3:00,352.2,361.3,68.61
469,11/21/2023 4:00,351.7,361,68.5
470,11/21/2023 5:00,351.6,360.6,68.41
471,11/21/2023 6:00,351.1,360.6,68.31
472,11/21/2023 7:00,350.6,359.8,68.16
473,11/21/2023 8:00,350.8,360.2,68.2
474,11/21/2023 9:00,352.8,362.1,68.63
475,11/21/2023 10:00,355,364,69.15
476,11/21/2023 11:00,357.1,366,69.57
477,11/21/2023 12:00,359.9,369,70.25
478,11/21/2023 13:00,363,372.1,70.9
479,11/21/2023 14:00,364.6,374,71.2
480,11/21/2023 15:00,365.2,374.4,71.29
481,11/21/2023 16:00,365.5,375.2,71.28
482,11/21/2023 17:00,364.9,374.1,71.06
483,11/21/2023 18:00,364,373.3,70.75
484,11/21/2023 19:00,363.1,372.2,70.56
485,11/21/2023 20:00,361.9,371,70.34
486,11/21/2023 21:00,361.1,370.7,70.18
487,11/21/2023 22:00,360.4,369.5,69.98
488,11/21/2023 23:00,359.7,369.1,69.87
489,11/22/2023 0:00,359.3,368.7,69.8
490,11/22/2023 1:00,358.8,367.9,69.73
491,11/22/2023 2:00,358.5,367.9,69.67
492,11/22/2023 3:00,358.4,368,69.64
493,11/22/2023 4:00,358,367.6,69.62
494,11/22/2023 5:00,358,367.6,69.57
495,11/22/2023 6:00,358.2,367.5,69.64
496,11/22/2023 7:00,358.1,367.1,69.66
497,11/22/2023 8:00,358.6,367.9,69.71
498,11/22/2023 9:00,359.4,368.7,69.89
499,11/22/2023 10:00,356.4,365.4,70.16
500,11/22/2023 11:00,360.1,369.7,70.79
501,11/22/2023 12:00,360.5,369.7,70.99
502,11/22/2023 13:00,360.2,369.7,71.02
503,11/22/2023 14:00,360.7,370.1,70.99
504,11/22/2023 15:00,359.6,368.9,70.66
505,11/22/2023 16:00,358.7,367.8,70.27
506,11/22/2023 17:00,356.7,365.9,69.66
507,11/22/2023 18:00,354.1,363.6,69.08
508,11/22/2023 19:00,351,360.2,68.38
509,11/22/2023 20:00,348.9,357.9,67.8
510,11/22/2023 21:00,346.5,355.6,67.24
511,11/22/2023 22:00,343.2,352.5,66.56
512,11/22/2023 23:00,340,349,65.91
513,11/23/2023 0:00,336.7,345.5,65.16
514,11/23/2023 1:00,333.9,342.5,64.47
515,11/23/2023 2:00,331.2,339.8,63.81
516,11/23/2023 3:00,329,337.5,63.16
517,11/23/2023 4:00,326.8,335.2,62.55
518,11/23/2023 5:00,325,333.3,61.97
519,11/23/2023 6:00,323,331,61.41
520,11/23/2023 7:00,321.1,329.1,60.87
521,11/23/2023 8:00,320,327.5,60.51
522,11/23/2023 9:00,320,327.9,60.49
523,11/23/2023 10:00,321.6,329.9,60.87
524,11/23/2023 11:00,323.9,331.8,61.36
525,11/23/2023 12:00,326.7,334.9,62.06
526,11/23/2023 13:00,328.2,336.8,62.44
527,11/23/2023 14:00,328.8,336.8,62.55
528,11/23/2023 15:00,329.5,338,62.74
529,11/23/2023 16:00,329.4,338,62.73
530,11/23/2023 17:00,328.8,337.2,62.55
531,11/23/2023 18:00,327.8,336,62.35
532,11/23/2023 19:00,326.9,334.9,62.11
533,11/23/2023 20:00,325.7,333.7,61.88
534,11/23/2023 21:00,324.2,332.6,61.54
535,11/23/2023 22:00,322.9,331.4,61.3
536,11/23/2023 23:00,321.9,329.8,61.14
537,11/24/2023 0:00,321,329,60.98
538,11/24/2023 1:00,320.2,328.3,60.89
539,11/24/2023 2:00,319.7,327.5,60.82
540,11/24/2023 3:00,319.3,327.1,60.8
541,11/24/2023 4:00,318.3,326.3,60.73
542,11/24/2023 5:00,318.3,326.3,60.67
543,11/24/2023 6:00,317.9,326.3,60.64
544,11/24/2023 7:00,317.1,325.1,60.57
545,11/24/2023 8:00,316.2,323.9,60.48
546,11/24/2023 9:00,314.5,322.3,60.44
547,11/24/2023 10:00,315.8,323.1,60.57
548,11/24/2023 11:00,316.9,324.6,60.94
549,11/24/2023 12:00,317.7,325.4,61.3
550,11/24/2023 13:00,319.2,327.3,61.68
551,11/24/2023 14:00,320.9,328.8,62.02
552,11/24/2023 15:00,322.4,330.4,62.29
553,11/24/2023 16:00,323.4,331.6,62.44
554,11/24/2023 17:00,323.7,332,62.38
555,11/24/2023 18:00,322.9,331.2,62.15
556,11/24/2023 19:00,321.9,329.7,61.88
557,11/24/2023 20:00,320.9,328.9,61.59
558,11/24/2023 21:00,319.8,328.2,61.3
559,11/24/2023 22:00,318.7,326.6,61.03
