Date,,,,CO2
11/1/2023 14:44,827,12.44,21.78,795.5945
11/1/2023 14:44,828,12.43,21.78,783.6686
11/1/2023 14:44,829,12.44,21.77,770.9413
11/1/2023 14:45,830,12.44,21.76,758.8904
11/1/2023 14:45,831,12.44,21.75,848.5469
11/1/2023 14:45,832,12.44,21.74,825.6511
11/1/2023 14:45,833,12.44,21.73,807.9192
11/1/2023 14:45,834,12.44,21.72,793.1978
11/1/2023 14:45,835,12.44,21.71,780.3145
11/1/2023 14:46,836,12.44,21.7,772.3087
11/1/2023 14:46,837,12.44,21.69,864.4468
11/1/2023 14:46,838,12.44,21.68,840.0718
11/1/2023 14:46,839,12.44,21.67,824.6362
11/1/2023 14:46,840,12.44,21.65,811.6251
11/1/2023 14:46,841,12.44,21.64,797.1584
11/1/2023 14:47,842,12.44,21.63,783.6782
11/1/2023 14:47,843,12.44,21.62,863.6805
11/1/2023 14:47,844,12.44,21.61,840.9532
11/1/2023 14:47,845,12.44,21.6,826.1488
11/1/2023 14:47,846,12.44,21.58,812.4014
11/1/2023 14:47,847,12.44,21.57,801.741
11/1/2023 14:48,848,12.44,21.56,790.9824
11/1/2023 14:48,849,12.44,21.55,883.3787
11/1/2023 14:48,850,12.44,21.54,858.243
11/1/2023 14:48,851,12.44,21.53,839.9179
11/1/2023 14:48,852,12.44,21.52,829.2903
11/1/2023 14:48,853,12.43,21.51,817.3866
11/1/2023 14:49,854,12.43,21.5,802.048
11/1/2023 14:49,855,12.44,21.48,884.6295
11/1/2023 14:49,856,12.44,21.47,863.9501
11/1/2023 14:49,857,12.44,21.46,851.0346
11/1/2023 14:49,858,12.44,21.45,838.64
11/1/2023 14:49,859,12.44,21.44,826.3601
11/1/2023 14:50,860,12.44,21.43,816.1376
11/1/2023 14:50,861,12.44,21.42,908.9387
11/1/2023 14:50,862,12.44,21.41,884.3401
11/1/2023 14:50,863,12.44,21.4,867.9429
11/1/2023 14:50,864,12.44,21.39,852.2809
11/1/2023 14:50,865,12.44,21.37,842.1899
11/1/2023 14:51,866,12.44,21.35,832.2695
11/1/2023 14:51,867,12.43,21.33,918.985
11/1/2023 14:51,868,12.44,21.32,891.5705
11/1/2023 14:51,869,12.44,21.3,873.3083
11/1/2023 14:51,870,12.44,21.28,857.5024
11/1/2023 14:51,871,12.44,21.27,851.4941
11/1/2023 14:52,872,12.43,21.25,843.7686
11/1/2023 14:52,873,12.43,21.23,940.3201
11/1/2023 14:52,874,12.44,21.22,912.2556
11/1/2023 14:52,875,12.43,21.2,893.1307
11/1/2023 14:52,876,12.44,21.19,876.8672
11/1/2023 14:52,877,12.43,21.17,863.1954
11/1/2023 14:53,878,12.44,21.16,849.0093
11/1/2023 14:53,879,12.43,21.14,926.9512
11/1/2023 14:53,880,12.44,21.13,903.7241
11/1/2023 14:53,881,12.43,21.12,888.8143
11/1/2023 14:53,882,12.44,21.1,876.3182
11/1/2023 14:53,883,12.43,21.09,860.4079
11/1/2023 14:54,884,12.44,21.07,848.939
11/1/2023 14:54,885,12.43,21.06,935.3492
11/1/2023 14:54,886,12.43,21.04,911.7826
11/1/2023 14:54,887,12.44,21.03,895.2219
11/1/2023 14:54,888,12.43,21.01,878.9506
11/1/2023 14:54,889,12.44,21,866.2718
11/1/2023 14:55,890,12.43,20.99,851.8796
11/1/2023 14:55,891,12.42,20.97,935.1456
11/1/2023 14:55,892,12.43,20.96,910.1989
11/1/2023 14:55,893,12.44,20.95,893.4363
11/1/2023 14:55,894,12.43,20.94,878.4265
11/1/2023 14:55,895,12.44,20.93,864.6362
11/1/2023 14:56,896,12.43,20.91,850.5648
11/1/2023 14:56,897,12.44,20.9,930.6693
11/1/2023 14:56,898,12.43,20.89,907.5211
11/1/2023 14:56,899,12.44,20.88,890.6212
11/1/2023 14:56,900,12.43,20.87,876.153
11/1/2023 14:56,901,12.43,20.87,868.2409
11/1/2023 14:57,902,12.43,20.86,855.0633
11/1/2023 14:57,903,12.44,20.85,939.9545
11/1/2023 14:57,904,12.43,20.84,917.1718
11/1/2023 14:57,905,12.43,20.83,900.6749
11/1/2023 14:57,906,12.43,20.82,885.7776
11/1/2023 14:57,907,12.43,20.81,871.0601
11/1/2023 14:58,908,12.43,20.8,860.4597
11/1/2023 14:58,909,12.44,20.79,949.613
11/1/2023 14:58,910,12.42,20.79,927.8222
11/1/2023 14:58,911,12.43,20.78,911.9885
11/1/2023 14:58,912,12.43,20.77,899.8145
11/1/2023 14:58,913,12.43,20.76,887.4196
11/1/2023 14:59,914,12.43,20.76,876.3486
11/1/2023 14:59,915,12.43,20.75,971.5713
11/1/2023 14:59,916,12.42,20.74,945.5599
11/1/2023 14:59,917,12.43,20.74,928.5796
11/1/2023 14:59,918,12.43,20.73,911.1688
11/1/2023 14:59,919,12.43,20.73,895.6813
11/1/2023 15:00,920,12.43,20.72,882.4601
11/1/2023 15:00,921,12.43,20.72,964.0718
11/1/2023 15:00,922,12.43,20.72,940.8193
